10	-	Bacteroides_fragilis	UniRef90_A0A017N6V1
4	-	Bacteroides_fragilis	UniRef90_A0A069SMQ8
2	-	Bacteroides_fragilis	UniRef90_A0A0I9S3X0
4	-	Bacteroides_fragilis	UniRef90_A0A108T278
2	-	Bacteroides_fragilis	UniRef90_A0A374UXI1
2	-	Bacteroides_fragilis	UniRef90_A0A3E5I165
2	-	Bacteroides_fragilis	UniRef90_A0A416WBP1
2	-	Bacteroides_fragilis	UniRef90_A0A7U8Q919
8	-	Bacteroides_fragilis	UniRef90_F3PRI9
1	-	Bacteroides_fragilis	UniRef90_F7LUA2
2	-	Bacteroides_fragilis	UniRef90_K5ZGZ6
2	-	Bacteroides_fragilis	UniRef90_Q64SN1
2	-	Bacteroides_fragilis	UniRef90_R6ZF37
4	-	Bacteroides_fragilis	UniRef90_R9HLA7
1	-	Bacteroides_fragilis	UniRef90_UPI000E4AE634
3	-	Bacteroides_fragilis_CL03T12C07	UniRef90_A0A017N5Z8
4	-	Bacteroides_fragilis_CL03T12C07	UniRef90_A0A1Y3ZGT1
4	-	Bacteroides_fragilis_CL03T12C07	UniRef90_A0A3E5DIK8
1	-	Bacteroides_fragilis_CL03T12C07	UniRef90_A0A7W2F461
1	-	Bacteroides_fragilis_CL03T12C07	UniRef90_A7AF58
8	-	Bacteroides_fragilis_CL03T12C07	UniRef90_F3PUU4
18	-	Bacteroides_fragilis_CL03T12C07	UniRef90_F7LUA2
7	-	Bacteroides_fragilis_CL03T12C07	UniRef90_UPI000E4AE634
1	-	Bacteroides_fragilis_CL03T12C07	UniRef90_UPI0018AA3437
2	-	Clostridium_perfringens	UniRef90_P0C2E9
2	-	Corynebacterium_resistens_DSM_45100	UniRef90_A0A1C5HID4
2	-	Corynebacterium_resistens_DSM_45100	UniRef90_A0A2T1BWJ5
1	-	Corynebacterium_resistens_DSM_45100	UniRef90_F8DY39
1	-	Corynebacterium_resistens_DSM_45100	UniRef90_F8E3F6
2	-	Cutibacterium_acnes	UniRef90_A0A0N4VQR7
1	-	Cutibacterium_acnes	UniRef90_A0A2B7I5K7
4	-	Cutibacterium_acnes	UniRef90_A0A2B7IYP8
2	-	Cutibacterium_acnes	UniRef90_A0A371N7S4
4	-	Cutibacterium_acnes	UniRef90_A0A3E2DPV7
9	-	Cutibacterium_acnes	UniRef90_A0A533INM3
6	-	Cutibacterium_acnes	UniRef90_A0A7S3MSA0
2	-	Cutibacterium_acnes	UniRef90_A0A7Z6WIR3
1	-	Cutibacterium_acnes	UniRef90_D1YAH8
10	-	Cutibacterium_acnes	UniRef90_D4HBN4
9	-	Cutibacterium_acnes	UniRef90_D4HBZ4
1	-	Cutibacterium_acnes	UniRef90_D4HEN9
1	-	Cutibacterium_acnes	UniRef90_D4HF50
1	-	Cutibacterium_acnes	UniRef90_E4HII8
1	-	Cutibacterium_acnes	UniRef90_E6D571
1	-	Cutibacterium_acnes	UniRef90_E6D690
11	-	Cutibacterium_acnes	UniRef90_E6D6K0
12	-	Cutibacterium_acnes	UniRef90_E6D6R6
3	-	Cutibacterium_acnes	UniRef90_E6D7G8
1	-	Cutibacterium_acnes	UniRef90_E6D8G9
2	-	Cutibacterium_acnes	UniRef90_E6D8U1
1	-	Cutibacterium_acnes	UniRef90_E6D9I5
2	-	Cutibacterium_acnes	UniRef90_E6DAL3
23	-	Cutibacterium_acnes	UniRef90_F3NYH2
1	-	Cutibacterium_acnes	UniRef90_G4CWY8
11	-	Cutibacterium_acnes	UniRef90_Q6A5R1
2	-	Cutibacterium_acnes	UniRef90_Q6A820
6	-	Cutibacterium_acnes	UniRef90_Q6A889
6	-	Cutibacterium_acnes	UniRef90_Q6A8L8
4	-	Cutibacterium_acnes	UniRef90_Q6A9T8
14	-	Cutibacterium_acnes	UniRef90_Q6AA07
1	-	Cutibacterium_acnes	UniRef90_Q6AA78
8	-	Cutibacterium_acnes	UniRef90_Q6ABT8
6	-	Cutibacterium_acnes	UniRef90_S3X274
1	-	Cutibacterium_acnes	UniRef90_UPI000C1EB622
1	-	Cutibacterium_acnes	UniRef90_UPI000D944E8E
11	-	Cutibacterium_acnes	UniRef90_UPI0010FE8242
5	-	Cutibacterium_acnes	UniRef90_UPI001A9CB65D
1	-	Cutibacterium_acnes	UniRef90_W4TGH4
5	-	Cutibacterium_acnes	UniRef90_W4TGQ7
2	-	Cutibacterium_acnes	UniRef90_W4TH55
1	-	Cutibacterium_acnes	UniRef90_W4THS7
29	-	Cutibacterium_acnes	UniRef90_W4TJ51
1	-	Cutibacterium_acnes	UniRef90_W4TJT6
1	-	Cutibacterium_acnes	UniRef90_W4TMI8
1	-	Cutibacterium_acnes	UniRef90_W4TTW3
4	-	Cutibacterium_acnes	UniRef90_W4TUW3
4	-	Cutibacterium_acnes	UniRef90_W4TVD4
11	-	Cutibacterium_acnes	UniRef90_W4TZJ8
3	-	Cutibacterium_acnes	UniRef90_W4U4R2
2	-	Cutibacterium_acnes	UniRef90_W4UCL2
10	-	Cutibacterium_acnes	UniRef90_W4UDP9
1	-	Cutibacterium_acnes	UniRef90_W4UEL5
9	-	Cutibacterium_acnes	UniRef90_W4UF65
13	-	Cutibacterium_acnes	UniRef90_W4UFV7
2	-	Cutibacterium_acnes	UniRef90_W4UI03
1	-	Cutibacterium_acnes	UniRef90_W4UII2
2	-	Cutibacterium_acnes	UniRef90_W4UJJ5
1	-	Cutibacterium_acnes	UniRef90_W4UKN8
1	-	Cutibacterium_acnes_subsp._defendens_ATCC_11828	UniRef90_W4U075
5	-	Enterococcus_faecalis	UniRef90_A0A3D5LUH5
2	-	Enterococcus_faecium	UniRef90_A0A132P8A1
1	-	Enterococcus_faecium	UniRef90_A0A1E5H718
1	-	Enterococcus_faecium	UniRef90_A0A1Y3ITC9
9	-	Enterococcus_faecium	UniRef90_A0A1Y3J319
2	-	Enterococcus_faecium	UniRef90_A0A2A7SL85
1	-	Enterococcus_faecium	UniRef90_A0A4T2GII3
1	-	Enterococcus_faecium	UniRef90_E3UT12
2	-	Enterococcus_faecium	UniRef90_I3U1P9
4	-	Enterococcus_faecium	UniRef90_J6K0J9
1	-	Enterococcus_faecium	UniRef90_S4D6G7
2	-	Escherichia_coli	UniRef90_A0A061YCI1
1	-	Escherichia_coli	UniRef90_A0A070F7S3
2	-	Escherichia_coli	UniRef90_A0A0A0FWP1
2	-	Escherichia_coli	UniRef90_A0A0A0GZN8
1	-	Escherichia_coli	UniRef90_A0A0B0W0B2
163	-	Escherichia_coli	UniRef90_A0A0F6B5C9
2	-	Escherichia_coli	UniRef90_A0A0H2V791
1	-	Escherichia_coli	UniRef90_A0A0H2Z0R5
4	-	Escherichia_coli	UniRef90_A0A1Y2XXV2
2	-	Escherichia_coli	UniRef90_A0A243V722
1	-	Escherichia_coli	UniRef90_A0A2X1LDS3
2	-	Escherichia_coli	UniRef90_A0A2X1LFP9
1	-	Escherichia_coli	UniRef90_A0A2Y4YYA4
1	-	Escherichia_coli	UniRef90_A0A376UA06
9	-	Escherichia_coli	UniRef90_A0A377AIZ9
1	-	Escherichia_coli	UniRef90_A0A377DHA9
1	-	Escherichia_coli	UniRef90_A0A377DHU3
1	-	Escherichia_coli	UniRef90_A0A377K3N4
1	-	Escherichia_coli	UniRef90_A0A379WIV7
12	-	Escherichia_coli	UniRef90_A0A416S3E7
2	-	Escherichia_coli	UniRef90_A0A416ZL02
1	-	Escherichia_coli	UniRef90_A0A485JD27
