# Pathway	MBM168_merged_decont_Abundance
UNMAPPED	4040375.2865815014
UNINTEGRATED	3677417.0587298567
UNINTEGRATED|g__Escherichia.s__Escherichia_coli	2295874.3248120169
UNINTEGRATED|unclassified	267119.3595866277
UNINTEGRATED|g__Klebsiella.s__Klebsiella_quasipneumoniae	112725.5851452833
UNINTEGRATED|g__Klebsiella.s__Klebsiella_pneumoniae	108122.7785775738
UNINTEGRATED|g__Bacteroides.s__Bacteroides_fragilis	101506.9931168241
UNINTEGRATED|g__Escherichia.s__Escherichia_fergusonii	91399.6356217050
UNINTEGRATED|g__Klebsiella.s__Klebsiella_aerogenes	63029.3880920659
UNINTEGRATED|g__Streptococcus.s__Streptococcus_pneumoniae	4374.4312129785
UNINTEGRATED|g__Streptococcus.s__Streptococcus_salivarius	315.7980863916
PWY-6969: TCA cycle V (2-oxoglutarate synthase)	58192.1744200830
PWY-6969: TCA cycle V (2-oxoglutarate synthase)|g__Escherichia.s__Escherichia_coli	49518.8230875984
PWY-6969: TCA cycle V (2-oxoglutarate synthase)|g__Klebsiella.s__Klebsiella_pneumoniae	381.2924964088
PWY-6969: TCA cycle V (2-oxoglutarate synthase)|unclassified	112.8554019617
GLYOXYLATE-BYPASS: glyoxylate cycle	48445.7101115733
GLYOXYLATE-BYPASS: glyoxylate cycle|g__Escherichia.s__Escherichia_coli	41402.6040947414
GLYOXYLATE-BYPASS: glyoxylate cycle|g__Klebsiella.s__Klebsiella_quasipneumoniae	1609.1725067631
GLYOXYLATE-BYPASS: glyoxylate cycle|g__Klebsiella.s__Klebsiella_pneumoniae	599.7177302716
GLYOXYLATE-BYPASS: glyoxylate cycle|unclassified	468.1480526774
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation	32217.1123714256
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation|g__Escherichia.s__Escherichia_coli	28814.9562603645
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation|unclassified	150.0547134651
FAO-PWY: fatty acid &beta;-oxidation I (generic)	26134.6360270719
FAO-PWY: fatty acid &beta;-oxidation I (generic)|g__Escherichia.s__Escherichia_coli	23851.1519807325
FAO-PWY: fatty acid &beta;-oxidation I (generic)|unclassified	659.4450573928
FAO-PWY: fatty acid &beta;-oxidation I (generic)|g__Klebsiella.s__Klebsiella_pneumoniae	381.1417289981
FAO-PWY: fatty acid &beta;-oxidation I (generic)|g__Klebsiella.s__Klebsiella_quasipneumoniae	333.8809023330
FAO-PWY: fatty acid &beta;-oxidation I (generic)|g__Escherichia.s__Escherichia_fergusonii	22.7172507769
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)	21998.9711513246
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)|g__Escherichia.s__Escherichia_coli	19775.7438599875
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)|unclassified	678.3886434082
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)|g__Klebsiella.s__Klebsiella_pneumoniae	320.3628808183
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)|g__Klebsiella.s__Klebsiella_quasipneumoniae	314.5644869782
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)|g__Escherichia.s__Escherichia_fergusonii	20.3760436089
PWY-7663: gondoate biosynthesis (anaerobic)	16790.0480402191
