qseq_name	sseq_name	num_aligned_residues	qseq_len	sseq_len	qseq_cov	sseq_cov
MET_02307432	MET_00876468	114	114	244	100.0	46.72131147540984
MET_02307432	499181527|ref|WP_010879067.1|Archaeoglobus_fulgidus	83	114	207	72.80701754385966	40.09661835748793
MET_02307432	493012712|ref|WP_006092146.1|Natronorubrum_tibetense	93	114	274	81.57894736842105	33.941605839416056
MET_02307432	494170328|ref|WP_007110057.1|Natrinema_altunense	99	114	248	86.8421052631579	39.91935483870967
MET_02307432	505133686|ref|WP_015320788.1|Natronococcus_occultus	114	114	241	100.0	47.30290456431535
MET_02307432	MET_02415807	104	114	105	91.22807017543859	99.04761904761905
MET_02307432	505111959|ref|WP_015299061.1|Natrinema_pellirubrum	94	114	298	82.45614035087719	31.543624161073826
MET_02307432	A0A1E9A322|A0A1E9A322_9STAP	114	114	244	100.0	46.72131147540984
MET_02307432	UPI00138AB48B	114	114	164	100.0	69.51219512195121
MET_00876468	499181527|ref|WP_010879067.1|Archaeoglobus_fulgidus	196	244	207	80.32786885245902	94.68599033816425
MET_00876468	493012712|ref|WP_006092146.1|Natronorubrum_tibetense	200	244	274	81.9672131147541	72.99270072992701
MET_00876468	494170328|ref|WP_007110057.1|Natrinema_altunense	178	244	248	72.95081967213115	71.7741935483871
MET_00876468	505133686|ref|WP_015320788.1|Natronococcus_occultus	204	244	241	83.60655737704919	84.64730290456431
MET_00876468	MET_02415807	105	244	105	43.0327868852459	100.0
MET_00876468	505111959|ref|WP_015299061.1|Natrinema_pellirubrum	201	244	298	82.37704918032787	67.4496644295302
MET_00876468	A0A1E9A322|A0A1E9A322_9STAP	244	244	244	100.0	100.0
MET_00876468	UPI00138AB48B	163	244	164	66.80327868852459	99.39024390243902
499181527|ref|WP_010879067.1|Archaeoglobus_fulgidus	493012712|ref|WP_006092146.1|Natronorubrum_tibetense	181	207	274	87.43961352657004	66.05839416058394
499181527|ref|WP_010879067.1|Archaeoglobus_fulgidus	494170328|ref|WP_007110057.1|Natrinema_altunense	164	207	248	79.22705314009661	66.12903225806451
499181527|ref|WP_010879067.1|Archaeoglobus_fulgidus	505133686|ref|WP_015320788.1|Natronococcus_occultus	166	207	241	80.19323671497585	68.87966804979253
499181527|ref|WP_010879067.1|Archaeoglobus_fulgidus	MET_02415807	83	207	105	40.09661835748793	79.04761904761905
499181527|ref|WP_010879067.1|Archaeoglobus_fulgidus	505111959|ref|WP_015299061.1|Natrinema_pellirubrum	182	207	298	87.92270531400966	61.07382550335571
499181527|ref|WP_010879067.1|Archaeoglobus_fulgidus	A0A1E9A322|A0A1E9A322_9STAP	196	207	244	94.68599033816425	80.32786885245902
499181527|ref|WP_010879067.1|Archaeoglobus_fulgidus	UPI00138AB48B	124	207	164	59.90338164251207	75.60975609756098
493012712|ref|WP_006092146.1|Natronorubrum_tibetense	494170328|ref|WP_007110057.1|Natrinema_altunense	203	274	248	74.08759124087592	81.85483870967742
493012712|ref|WP_006092146.1|Natronorubrum_tibetense	505133686|ref|WP_015320788.1|Natronococcus_occultus	169	274	241	61.67883211678832	70.12448132780082
493012712|ref|WP_006092146.1|Natronorubrum_tibetense	MET_02415807	89	274	105	32.481751824817515	84.76190476190476
493012712|ref|WP_006092146.1|Natronorubrum_tibetense	505111959|ref|WP_015299061.1|Natrinema_pellirubrum	250	274	298	91.24087591240875	83.89261744966443
493012712|ref|WP_006092146.1|Natronorubrum_tibetense	A0A1E9A322|A0A1E9A322_9STAP	200	274	244	72.99270072992701	81.9672131147541
493012712|ref|WP_006092146.1|Natronorubrum_tibetense	UPI00138AB48B	124	274	164	45.25547445255474	75.60975609756098
494170328|ref|WP_007110057.1|Natrinema_altunense	505133686|ref|WP_015320788.1|Natronococcus_occultus	168	248	241	67.74193548387096	69.70954356846472
494170328|ref|WP_007110057.1|Natrinema_altunense	MET_02415807	98	248	105	39.516129032258064	93.33333333333333
494170328|ref|WP_007110057.1|Natrinema_altunense	505111959|ref|WP_015299061.1|Natrinema_pellirubrum	217	248	298	87.5	72.81879194630872
494170328|ref|WP_007110057.1|Natrinema_altunense	A0A1E9A322|A0A1E9A322_9STAP	178	248	244	71.7741935483871	72.95081967213115
494170328|ref|WP_007110057.1|Natrinema_altunense	UPI00138AB48B	124	248	164	50.0	75.60975609756098
505133686|ref|WP_015320788.1|Natronococcus_occultus	MET_02415807	105	241	105	43.56846473029046	100.0
505133686|ref|WP_015320788.1|Natronococcus_occultus	505111959|ref|WP_015299061.1|Natrinema_pellirubrum	172	241	298	71.36929460580913	57.71812080536913
505133686|ref|WP_015320788.1|Natronococcus_occultus	A0A1E9A322|A0A1E9A322_9STAP	204	241	244	84.64730290456431	83.60655737704919
505133686|ref|WP_015320788.1|Natronococcus_occultus	UPI00138AB48B	158	241	164	65.56016597510373	96.34146341463415
MET_02415807	505111959|ref|WP_015299061.1|Natrinema_pellirubrum	92	105	298	87.61904761904762	30.87248322147651
MET_02415807	A0A1E9A322|A0A1E9A322_9STAP	105	105	244	100.0	43.0327868852459
MET_02415807	UPI00138AB48B	104	105	164	99.04761904761905	63.41463414634146
505111959|ref|WP_015299061.1|Natrinema_pellirubrum	A0A1E9A322|A0A1E9A322_9STAP	201	298	244	67.4496644295302	82.37704918032787
505111959|ref|WP_015299061.1|Natrinema_pellirubrum	UPI00138AB48B	124	298	164	41.61073825503356	75.60975609756098
A0A1E9A322|A0A1E9A322_9STAP	UPI00138AB48B	163	244	164	66.80327868852459	99.39024390243902
