8	-	Achromobacter_deleyi	UniRef90_A0A6J5AZW1
1	-	Achromobacter_denitrificans	UniRef90_A0A0A0DU42
1	-	Achromobacter_denitrificans	UniRef90_A0A1F4MNW2
16	-	Achromobacter_insolitus	UniRef90_A0A512DQT1
4	-	Achromobacter_spanius	UniRef90_UPI00192A477F
4	-	Achromobacter_xylosoxidans	UniRef90_A0A0D6IAJ5
2	-	Achromobacter_xylosoxidans	UniRef90_A0A426VD20
3	-	Acidovorax	UniRef90_A0A6B0DSE8
2	-	Acidovorax	UniRef90_A0A7U3GGV3
2	-	Acidovorax_antarcticus	UniRef90_UPI0003A13845
3	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A165LYV9
2	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A1F4GFN1
4	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A1I2FXS1
1	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A330L765
4	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A3R8PJB7
4	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A512DRZ4
2	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A7G9RVS3
1	-	Acidovorax_avenae_subsp._avenae	UniRef90_J0UCP1
1	-	Acidovorax_carolinensis	UniRef90_A0A1M3JMA0
4	-	Acidovorax_carolinensis	UniRef90_A0A3G8GLV0
2	-	Acidovorax_citrulli	UniRef90_A0A1I2HG24
2	-	Acidovorax_citrulli	UniRef90_A0A3D3CYQ0
6	-	Acidovorax_citrulli	UniRef90_A1TII1
4	-	Acidovorax_monticola	UniRef90_A0A0Q5LZ85
2	-	Acidovorax_monticola	UniRef90_A0A1I1ZZX3
6	-	Acidovorax_monticola	UniRef90_A0A1I2HE73
4	-	Acidovorax_sp._HDW3	UniRef90_A0A2W5FVM2
1	-	Acidovorax_sp._JMULE5	UniRef90_A0A0Q9CBX8
1	-	Acidovorax_sp._JMULE5	UniRef90_A0A1F4JVX0
2	-	Acidovorax_sp._JMULE5	UniRef90_A0A1I2BZT1
4	-	Acidovorax_sp._KKS102	UniRef90_A0A1I7KLH9
1	-	Actinoplanes_sp._N902-109	UniRef90_UPI00155758E5
2	-	Bacillus_mycoides	UniRef90_A0A2C2TS20
4	-	Bordetella_bronchiseptica	UniRef90_A0A4R5QFL8
2	-	Bordetella_bronchiseptica	UniRef90_UPI0016454370
4	-	Bordetella_genomosp._8	UniRef90_A0A532BYB4
2	-	Bordetella_genomosp._8	UniRef90_A0A5C9B916
2	-	Bordetella_hinzii	UniRef90_A0A512DY39
2	-	Bordetella_trematum	UniRef90_A0A2S5SR40
2	-	Bosea	UniRef90_A0A512DV13
1	-	Bosea_sp._ANAM02	UniRef90_A0A0Q6KUM3
1	-	Bosea_sp._ANAM02	UniRef90_A0A2W6YSJ7
2	-	Bosea_sp._F3-2	UniRef90_A0A0J6U2B9
1	-	Bosea_sp._F3-2	UniRef90_A0A0N1N2Y7
2	-	Bosea_sp._F3-2	UniRef90_A0A512DLJ1
1	-	Bosea_sp._F3-2	UniRef90_A0A5C1AV30
2	-	Bosea_sp._F3-2	UniRef90_A0A7S1HMW3
2	-	Bosea_sp._F3-2	UniRef90_UPI00178B9CF1
4	-	Bosea_sp._PAMC_26642	UniRef90_A0A512DY80
1	-	Bosea_sp._RAC05	UniRef90_A0A0Q6KUM3
7	-	Bosea_sp._RAC05	UniRef90_A0A126P1R8
1	-	Bosea_sp._RAC05	UniRef90_A0A2W6YSJ7
4	-	Bosea_sp._RAC05	UniRef90_UPI00082F2D10
2	-	Bosea_sp._RAC05	UniRef90_UPI0008303E6B
2	-	Bosea_vaviloviae	UniRef90_A0A0Q6CVF5
2	-	Bosea_vaviloviae	UniRef90_A0A1X9YDN2
2	-	Bosea_vaviloviae	UniRef90_A0A4R6GQT2
2	-	Bosea_vaviloviae	UniRef90_UPI0004007B97
2	-	Bradyrhizobium	UniRef90_A0A0Q4QBZ3
2	-	Bradyrhizobium	UniRef90_A0A0Q4UKW9
2	-	Bradyrhizobium	UniRef90_A0A1N6LB62
2	-	Bradyrhizobium	UniRef90_A0A433BGV5
2	-	Bradyrhizobium	UniRef90_A0A4R6RNM0
