2	-	Achromobacter	UniRef90_A0A0E3BXB2
2	-	Achromobacter	UniRef90_A0A2S0XDI7
2	-	Achromobacter	UniRef90_A0A4D7B9U0
1	-	Achromobacter_denitrificans	UniRef90_A0A2E9RPD2
5	-	Achromobacter_denitrificans	UniRef90_UPI001A9FD38D
1	-	Achromobacter_pestifer	UniRef90_A0A3B0TVN9
1	-	Achromobacter_pestifer	UniRef90_UPI000D3C426C
2	-	Achromobacter_sp._AONIH1	UniRef90_A0A512E0R2
1	-	Achromobacter_sp._MFA1_R4	UniRef90_A0A4S4B6M0
2	-	Achromobacter_xylosoxidans	UniRef90_A0A426PXH1
2	-	Acidovorax_antarcticus	UniRef90_A0A522ARQ0
3	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A1I2AV17
4	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A1I2BUU7
2	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A1I2BWZ6
4	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A1I2D786
2	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A1I2G2V0
1	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A3S0E814
1	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A4Y9SG22
2	-	Acidovorax_carolinensis	UniRef90_A0A240UEV9
2	-	Acidovorax_cattleyae	UniRef90_A0A4Q3M3Q1
1	-	Acidovorax_monticola	UniRef90_A0A0A1VFS3
1	-	Acidovorax_monticola	UniRef90_A0A3D3D1P0
2	-	Acidovorax_sp._1608163	UniRef90_A0A1B3PHL4
2	-	Acidovorax_sp._HDW3	UniRef90_A0A1I2CXU5
2	-	Acidovorax_sp._JMULE5	UniRef90_A0A0N8VV97
4	-	Acidovorax_sp._JMULE5	UniRef90_A0A0Q4RIC1
2	-	Acidovorax_sp._KKS102	UniRef90_J1EAP0
1	-	Acidovorax_sp._KKS102	UniRef90_UPI001290227D
1	-	Acidovorax_sp._KKS102	UniRef90_UPI0013DAD275
1	-	Acidovorax_sp._T1	UniRef90_A0A5C8BIU6
2	-	Bordetella_sp._N	UniRef90_F5RGH8
1	-	Bosea_sp._RAC05	UniRef90_A0A1B3NEW3
1	-	Bosea_sp._RAC05	UniRef90_A0A1B3NHG9
4	-	Bosea_sp._RAC05	UniRef90_A0A257ZYF4
4	-	Bosea_sp._Tri-49	UniRef90_A0A0Q6KMI0
1	-	Bosea_sp._Tri-49	UniRef90_A0A0Q9IZ41
1	-	Bosea_sp._Tri-49	UniRef90_A0A653VNB3
1	-	Bosea_vaviloviae	UniRef90_A0A4V2U6H1
6	-	Bradyrhizobium	UniRef90_A0A023XI90
3	-	Bradyrhizobium	UniRef90_A0A0A3XXD2
1	-	Bradyrhizobium	UniRef90_A0A0R3DDH7
2	-	Bradyrhizobium	UniRef90_A0A160U8R7
3	-	Bradyrhizobium	UniRef90_A0A1Q4BSN6
2	-	Bradyrhizobium	UniRef90_A0A2U8Q0K3
2	-	Bradyrhizobium	UniRef90_A0A426QBH4
1	-	Bradyrhizobium_arachidis	UniRef90_A0A023XL00
1	-	Bradyrhizobium_arachidis	UniRef90_A0A0W1QM22
1	-	Bradyrhizobium_arachidis	UniRef90_A0A150UKF8
1	-	Bradyrhizobium_arachidis	UniRef90_A0A1X7GZ79
6	-	Bradyrhizobium_betae	UniRef90_A0A1C2DP74
2	-	Bradyrhizobium_betae	UniRef90_A0A327JJ37
1	-	Bradyrhizobium_betae	UniRef90_A0A4Q1VB23
2	-	Bradyrhizobium_canariense	UniRef90_UPI000F648AD9
1	-	Bradyrhizobium_diazoefficiens	UniRef90_A0A0A3XZ95
1	-	Bradyrhizobium_diazoefficiens	UniRef90_A0A1L3FJ81
1	-	Bradyrhizobium_diazoefficiens	UniRef90_A0A1Q4BSN6
2	-	Bradyrhizobium_diazoefficiens	UniRef90_A0A512DKH9
2	-	Bradyrhizobium_oligotrophicum_S58	UniRef90_A0A519XFV4
4	-	Bradyrhizobium_ottawaense	UniRef90_A0A0E3VUR2
2	-	Bradyrhizobium_sp._6(2017)	UniRef90_UPI00054FAC44
2	-	Bradyrhizobium_sp._BTAi1	UniRef90_A0A176Z181
7	-	Bradyrhizobium_sp._BTAi1	UniRef90_A0A5S4YT05
1	-	Bradyrhizobium_sp._ORS_278	UniRef90_A0A1Q5SD33
2	-	Bradyrhizobium_sp._ORS_285	UniRef90_A0A0J6T685
2	-	Bradyrhizobium_sp._ORS_285	UniRef90_A0A6J4KSQ4
2	-	Bradyrhizobium_sp._PSBB068	UniRef90_A0A508T8M7
4	-	Bradyrhizobium_sp._PSBB068	UniRef90_A0A512E4F7
