2	-	Achromobacter	UniRef90_A0A1S9A8I9
2	-	Achromobacter	UniRef90_A0A512DL18
1	-	Achromobacter_denitrificans	UniRef90_A0A2M9H145
2	-	Achromobacter_denitrificans	UniRef90_UPI001A95FB4E
2	-	Achromobacter_insolitus	UniRef90_A0A521HT92
2	-	Achromobacter_ruhlandii	UniRef90_A0A431K4Y7
1	-	Achromobacter_sp._AONIH1	UniRef90_A0A316IIJ1
2	-	Achromobacter_sp._AONIH1	UniRef90_A0A512DLU3
3	-	Achromobacter_xylosoxidans	UniRef90_A0A0R0DWU0
4	-	Achromobacter_xylosoxidans	UniRef90_A0A4Q7REY5
8	-	Achromobacter_xylosoxidans	UniRef90_A0A6S7AS90
10	-	Acidovorax	UniRef90_A0A1I2B3B3
2	-	Acidovorax	UniRef90_A0A4R6R577
1	-	Acidovorax	UniRef90_UPI00068FD723
2	-	Acidovorax_antarcticus	UniRef90_A0A392S955
1	-	Acidovorax_antarcticus	UniRef90_A0A4V3CWB1
1	-	Acidovorax_antarcticus	UniRef90_UPI00190F34FE
4	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A0Q5MFF7
4	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A1I2ARU5
2	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A1I7JQM6
1	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A285V907
2	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A328YRV0
2	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A328ZEM1
1	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A6G8AIL4
2	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A7C8MVQ4
2	-	Acidovorax_avenae_subsp._avenae	UniRef90_UPI00190F146F
1	-	Acidovorax_avenae_subsp._avenae	UniRef90_UPI001A91B264
2	-	Acidovorax_carolinensis	UniRef90_A0A316AHK0
3	-	Acidovorax_carolinensis	UniRef90_UPI0004AFA00B
1	-	Acidovorax_carolinensis	UniRef90_UPI0014325CF5
1	-	Acidovorax_carolinensis	UniRef90_UPI001645A4C7
2	-	Acidovorax_cattleyae	UniRef90_A0A1I2AKZ5
4	-	Acidovorax_citrulli	UniRef90_A0A1I2BU13
2	-	Acidovorax_citrulli	UniRef90_A0A4Q3M4L2
6	-	Acidovorax_monticola	UniRef90_A0A1I2CLG4
6	-	Acidovorax_monticola	UniRef90_A0A2R4DV05
2	-	Acidovorax_sp._1608163	UniRef90_A0A1I1ZVZ3
2	-	Acidovorax_sp._1608163	UniRef90_A0A1I2BLK9
2	-	Acidovorax_sp._1608163	UniRef90_A0A519M7B5
2	-	Acidovorax_sp._HDW3	UniRef90_A0A077LJL8
1	-	Acidovorax_sp._HDW3	UniRef90_A0A2W5LY88
6	-	Acidovorax_sp._JMULE5	UniRef90_A0A0E9LGM6
4	-	Acidovorax_sp._JMULE5	UniRef90_A0A1I2EE19
1	-	Acidovorax_sp._JMULE5	UniRef90_UPI001A9415EE
1	-	Acidovorax_sp._RAC01	UniRef90_A0A4T1ZWN6
1	-	Acidovorax_sp._T1	UniRef90_A0A1P8JR95
2	-	Acidovorax_sp._T1	UniRef90_A0A554WYW4
1	-	Actinoplanes_sp._N902-109	UniRef90_A0A4U3CCX7
2	-	Actinoplanes_sp._N902-109	UniRef90_UPI001B302065
4	-	Bordetella_bronchialis	UniRef90_UPI00155578FB
2	-	Bordetella_genomosp._6	UniRef90_A0A520C5L5
2	-	Bordetella_hinzii	UniRef90_A0A3R8MN62
2	-	Bordetella_pseudohinzii	UniRef90_A0A512DR89
6	-	Bordetella_trematum	UniRef90_A0A0Q7SSU6
1	-	Bordetella_trematum	UniRef90_A0A485ASH5
4	-	Bosea_sp._ANAM02	UniRef90_A0A0Q3HY84
1	-	Bosea_sp._ANAM02	UniRef90_A0A0Q3I3H2
7	-	Bosea_sp._ANAM02	UniRef90_A0A1N6X6T2
2	-	Bosea_sp._ANAM02	UniRef90_A0A292EBJ9
4	-	Bosea_sp._ANAM02	UniRef90_A0A5C1AZB7
1	-	Bosea_sp._AS-1	UniRef90_A0A1N6ZWG7
1	-	Bosea_sp._F3-2	UniRef90_A0A0H5BG64
4	-	Bosea_sp._F3-2	UniRef90_A0A4T2A2M9
1	-	Bosea_sp._F3-2	UniRef90_A0A542XG69
10	-	Bosea_sp._F3-2	UniRef90_A0A561KK16
1	-	Bosea_sp._PAMC_26642	UniRef90_A0A0Q9J9S3
4	-	Bosea_sp._PAMC_26642	UniRef90_A0A1N6ZWG7
6	-	Bosea_sp._PAMC_26642	UniRef90_UPI00082B8155
6	-	Bosea_sp._RAC05	UniRef90_A0A258AB99
1	-	Bosea_sp._RAC05	UniRef90_A0A2S8B8W9
1	-	Bosea_sp._Tri-49	UniRef90_A0A074YXH0
1	-	Bosea_sp._Tri-49	UniRef90_A0A139IVU4
2	-	Bosea_sp._Tri-49	UniRef90_A0A1N6ZB15
1	-	Bosea_sp._Tri-49	UniRef90_A0A538E222
4	-	Bradyrhizobium	UniRef90_A0A196NCH3
1	-	Bradyrhizobium	UniRef90_A0A1B1AN07
6	-	Bradyrhizobium	UniRef90_A0A1F4G443
2	-	Bradyrhizobium	UniRef90_A0A1H1KFP7
2	-	Bradyrhizobium	UniRef90_A0A1I2EEQ7
2	-	Bradyrhizobium	UniRef90_A0A1M7JXG9
1	-	Bradyrhizobium	UniRef90_A0A1Q4C3V6
1	-	Bradyrhizobium	UniRef90_A0A238WC51
8	-	Bradyrhizobium	UniRef90_A0A257KPF8
1	-	Bradyrhizobium	UniRef90_A0A3D2VXJ8
4	-	Bradyrhizobium	UniRef90_A0A4R4DS49
1	-	Bradyrhizobium	UniRef90_A0A512DUG4
6	-	Bradyrhizobium	UniRef90_A0A520IBQ8
4	-	Bradyrhizobium	UniRef90_A0A5E4P2Y8
4	-	Bradyrhizobium	UniRef90_UPI000CB2A9E0
1	-	Bradyrhizobium_arachidis	UniRef90_A0A160UEW5
5	-	Bradyrhizobium_arachidis	UniRef90_A0A4Q8QPY2
1	-	Bradyrhizobium_betae	UniRef90_A0A1C2DN73
1	-	Bradyrhizobium_betae	UniRef90_A0A1C2DN99
4	-	Bradyrhizobium_betae	UniRef90_A0A512DW56
1	-	Bradyrhizobium_betae	UniRef90_UPI00136B5312
6	-	Bradyrhizobium_canariense	UniRef90_A0A0Q5ZG04
2	-	Bradyrhizobium_canariense	UniRef90_K8PE65
3	-	Bradyrhizobium_cosmicum	UniRef90_A0A2U3PSA9
3	-	Bradyrhizobium_cosmicum	UniRef90_A0A4Y9KV47
2	-	Bradyrhizobium_diazoefficiens	UniRef90_A0A176YIR8
1	-	Bradyrhizobium_diazoefficiens	UniRef90_A0A1H8TYL2
2	-	Bradyrhizobium_diazoefficiens	UniRef90_A0A2U8Q8N5
5	-	Bradyrhizobium_diazoefficiens	UniRef90_A0A438K930
