paired_counts	distinct_minimizer_count	k2_taxon	source	rel_abun	abun_filter	species_microbial_read_pair_total	minimizer_threshold	minimizer_microbe_ratio	minimizer_filter	mtx_filter	taxa_pass_filter	mgx_LIBID	matched_mtx_LIBID
4444715	808844	Cutibacterium_acnes	non_contaminant	80.75969859892471	TRUE	5615796	11231.591999999999	144030.16063973834	TRUE	TRUE	TRUE	MHS492	MHS344
137586	613617	Cutibacterium_modestum	non_contaminant	2.4999136933260413	TRUE	5615796	11231.591999999999	109266.25539816618	TRUE	FALSE	TRUE	MHS492	MHS344
9392	15545	Cutibacterium_avidum	non_contaminant	0.17065100669921487	TRUE	5615796	11231.591999999999	2768.0848805761466	TRUE	FALSE	TRUE	MHS492	MHS344
24219	190909	Micrococcus_luteus	non_contaminant	0.44005501823342047	TRUE	5615796	11231.591999999999	33995.00266747581	TRUE	TRUE	TRUE	MHS492	MHS344
111155	540618	Staphylococcus_capitis	non_contaminant	2.0196670197669535	TRUE	5615796	11231.591999999999	96267.38578110744	TRUE	TRUE	TRUE	MHS492	MHS344
2831	70548	Staphylococcus_epidermidis	non_contaminant	0.051438777679458834	FALSE	5615796	11231.591999999999	12562.422139265744	TRUE	TRUE	TRUE	MHS492	MHS344
189	5447	Staphylococcus_hominis	non_contaminant	0.003434097132256347	FALSE	5615796	11231.591999999999	969.9426403665661	FALSE	TRUE	TRUE	MHS492	MHS344
4	33	Alicyclobacillus_acidocaldarius	non_contaminant	7.267930438637772e-5	FALSE	5615796	11231.591999999999	5.876281830750263	FALSE	TRUE	TRUE	MHS492	MHS344
6296	162345	Pseudomonas_stutzeri	non_contaminant	0.11439722510415853	TRUE	5615796	11231.591999999999	28908.635570095495	TRUE	FALSE	TRUE	MHS492	MHS344
52	1196	Acinetobacter_junii	non_contaminant	9.448309570229103e-4	FALSE	5615796	11231.591999999999	212.97069907810044	FALSE	TRUE	TRUE	MHS492	MHS344
9279	25000	Paracoccus_sp._AK26	non_contaminant	0.1685978163502997	TRUE	5615796	11231.591999999999	4451.72865965929	TRUE	FALSE	TRUE	MHS492	MHS344
7520	101327	Paracoccus_yeei	non_contaminant	0.13663709224639012	TRUE	5615796	11231.591999999999	18043.212395891875	TRUE	FALSE	TRUE	MHS492	MHS344
9693	303826	Haematobacter_massiliensis	non_contaminant	0.1761201243542898	TRUE	5615796	11231.591999999999	54102.03646998574	TRUE	FALSE	TRUE	MHS492	MHS344
7289	197031	Skermanella_sp._TT6	non_contaminant	0.1324398624180768	TRUE	5615796	11231.591999999999	35085.141981653185	TRUE	FALSE	TRUE	MHS492	MHS344
486504	1579052	Malassezia_restricta	non_contaminant	8.839693075297577	TRUE	5615796	11231.591999999999	281180.4417396928	TRUE	TRUE	TRUE	MHS492	MHS344
155870	1264379	Malassezia_arunalokei	non_contaminant	2.832130793676174	TRUE	5615796	11231.591999999999	225146.88923885414	TRUE	TRUE	TRUE	MHS492	MHS344
67114	599726	Malassezia_equina	non_contaminant	1.2194497086468385	TRUE	5615796	11231.591999999999	106792.6968857131	TRUE	FALSE	TRUE	MHS492	MHS344
22246	700331	Malassezia_dermatis	non_contaminant	0.40420595134483966	TRUE	5615796	11231.591999999999	124707.34335791401	TRUE	FALSE	TRUE	MHS492	MHS344
1676	51003	Malassezia_globosa	non_contaminant	0.030452628537892264	FALSE	5615796	11231.591999999999	9082.060673144111	TRUE	TRUE	TRUE	MHS492	MHS344
