paired_counts	distinct_minimizer_count	k2_taxon	source	rel_abun	abun_filter	species_microbial_read_pair_total	minimizer_threshold	minimizer_microbe_ratio	minimizer_filter	mtx_filter	taxa_pass_filter	mgx_LIBID	matched_mtx_LIBID
8790931	966254	Cutibacterium_acnes	non_contaminant	90.79298602927584	TRUE	9826934	19653.868	98327.10792603268	TRUE	TRUE	TRUE	MHS525	MHS419
126341	610560	Cutibacterium_modestum	non_contaminant	1.304853450439406	TRUE	9826934	19653.868	62131.28123176568	TRUE	FALSE	TRUE	MHS525	MHS419
32028	306944	Cutibacterium_granulosum	non_contaminant	0.3307860972342572	TRUE	9826934	19653.868	31234.97115173461	TRUE	FALSE	TRUE	MHS525	MHS419
14988	54241	Cutibacterium_avidum	non_contaminant	0.15479649136215334	TRUE	9826934	19653.868	5519.625958615373	TRUE	FALSE	TRUE	MHS525	MHS419
60536	454984	Corynebacterium_tuberculostearicum	non_contaminant	0.6252175341005681	TRUE	9826934	19653.868	46299.69021873964	TRUE	FALSE	TRUE	MHS525	MHS419
26678	343215	Corynebacterium_kefirresidentii	non_contaminant	0.2755311446863843	TRUE	9826934	19653.868	34925.94943651804	TRUE	FALSE	TRUE	MHS525	MHS419
22708	201611	Corynebacterium_ureicelerivorans	non_contaminant	0.2345288714873084	TRUE	9826934	19653.868	20516.165062266624	TRUE	FALSE	TRUE	MHS525	MHS419
56264	524667	Staphylococcus_hominis	non_contaminant	0.5810961962903787	TRUE	9826934	19653.868	53390.71169095061	TRUE	FALSE	TRUE	MHS525	MHS419
12317	335008	Staphylococcus_epidermidis	non_contaminant	0.12721032720227135	TRUE	9826934	19653.868	34090.795766003925	TRUE	TRUE	TRUE	MHS525	MHS419
7064	224313	Staphylococcus_capitis	non_contaminant	0.07295719342021958	FALSE	9826934	19653.868	22826.34644742704	TRUE	TRUE	TRUE	MHS525	MHS419
20305	494630	Moraxella_osloensis	non_contaminant	0.20971061896907683	TRUE	9826934	19653.868	50334.112348775314	TRUE	FALSE	TRUE	MHS525	MHS419
486469	2408617	Malassezia_globosa	non_contaminant	5.024265702992753	TRUE	9826934	19653.868	245103.6101392357	TRUE	TRUE	TRUE	MHS525	MHS419
25761	624027	Malassezia_restricta	non_contaminant	0.2660603425393937	TRUE	9826934	19653.868	63501.69849517663	TRUE	TRUE	TRUE	MHS525	MHS419
