paired_counts	distinct_minimizer_count	k2_taxon	source	rel_abun	abun_filter	species_microbial_read_pair_total	minimizer_threshold	minimizer_microbe_ratio	minimizer_filter	mtx_filter	taxa_pass_filter	mgx_LIBID	matched_mtx_LIBID
2950776	347258	Corynebacterium_ureicelerivorans	non_contaminant	56.17024970342294	TRUE	6154729	12309.457999999999	56421.33065485093	TRUE	TRUE	TRUE	MHS536	MHS363
37999	15998	Corynebacterium_sp._zg-917	non_contaminant	0.7233396633564757	TRUE	6154729	12309.457999999999	2599.30209762282	TRUE	FALSE	TRUE	MHS536	MHS363
32140	18393	Corynebacterium_coyleae	non_contaminant	0.611809173406593	TRUE	6154729	12309.457999999999	2988.4337718200104	TRUE	FALSE	TRUE	MHS536	MHS363
29917	363749	Corynebacterium_kefirresidentii	non_contaminant	0.5694926895085577	TRUE	6154729	12309.457999999999	59100.73376098282	TRUE	FALSE	TRUE	MHS536	MHS363
29782	372464	Corynebacterium_xerosis	non_contaminant	0.5669228625511872	TRUE	6154729	12309.457999999999	60516.71812032667	TRUE	FALSE	TRUE	MHS536	MHS363
17343	139467	Corynebacterium_segmentosum	non_contaminant	0.330137103123539	TRUE	6154729	12309.457999999999	22660.136620150133	TRUE	FALSE	TRUE	MHS536	MHS363
15529	19068	Corynebacterium_macginleyi	non_contaminant	0.2956062431185745	TRUE	6154729	12309.457999999999	3098.10553803425	TRUE	FALSE	TRUE	MHS536	MHS363
7865	124205	Corynebacterium_tuberculostearicum	non_contaminant	0.14971621496088533	TRUE	6154729	12309.457999999999	20180.417366873506	TRUE	FALSE	TRUE	MHS536	MHS363
8604	31549	Lawsonella_clevelandensis	non_contaminant	0.16378363808308422	TRUE	6154729	12309.457999999999	5125.97711450821	TRUE	FALSE	TRUE	MHS536	MHS363
638935	953784	Cutibacterium_acnes	non_contaminant	12.162610274130103	TRUE	6154729	12309.457999999999	154967.6679509366	TRUE	TRUE	TRUE	MHS536	MHS363
177365	617344	Cutibacterium_modestum	non_contaminant	3.376276728103932	TRUE	6154729	12309.457999999999	100304.01013594588	TRUE	FALSE	TRUE	MHS536	MHS363
6894	151038	Cutibacterium_granulosum	non_contaminant	0.13123249662305703	TRUE	6154729	12309.457999999999	24540.15440809823	TRUE	FALSE	TRUE	MHS536	MHS363
9586	230579	Nocardioides_rotundus	non_contaminant	0.18247674972855013	TRUE	6154729	12309.457999999999	37463.712862093525	TRUE	FALSE	TRUE	MHS536	MHS363
53841	386778	Micrococcus_luteus	non_contaminant	1.024904097865102	TRUE	6154729	12309.457999999999	62842.40947083129	TRUE	FALSE	TRUE	MHS536	MHS363
42208	513127	Rothia_mucilaginosa	non_contaminant	0.8034611571607181	TRUE	6154729	12309.457999999999	83371.17686253936	TRUE	FALSE	TRUE	MHS536	MHS363
11177	73512	Rothia_nasimurium	non_contaminant	0.21276263631504325	TRUE	6154729	12309.457999999999	11943.986485838775	TRUE	FALSE	TRUE	MHS536	MHS363
9689	256259	Rothia_dentocariosa	non_contaminant	0.18443743251824768	TRUE	6154729	12309.457999999999	41636.114278955254	TRUE	FALSE	TRUE	MHS536	MHS363
8606	242772	Rothia_aeria	non_contaminant	0.1638217095935638	TRUE	6154729	12309.457999999999	39444.791151649406	TRUE	FALSE	TRUE	MHS536	MHS363
67581	330779	Schaalia_odontolytica	non_contaminant	1.2864553748597065	TRUE	6154729	12309.457999999999	53743.877269007295	TRUE	FALSE	TRUE	MHS536	MHS363
6956	63075	Actinomyces_sp._oral_taxon_169	non_contaminant	0.13241271344792352	TRUE	6154729	12309.457999999999	10248.217265130601	TRUE	FALSE	TRUE	MHS536	MHS363
10113	181267	Actinomyces_naeslundii	non_contaminant	0.19250859273991525	TRUE	6154729	12309.457999999999	29451.662290898592	TRUE	FALSE	TRUE	MHS536	MHS363
