feature	baseMean	log2FoldChange	lfcSE	pvalue	padj	bacteria_eggnog_cat	bacteria_eggnog_desc
2Z7RS	814.8505021551376	1.3885849266485037	0.6243969175719184	0.019004008044563984	0.03417007309641472	S	Protein of unknown function (DUF2891)
2Z7U4	448.21754554961836	1.9396054129803002	0.6079780472346935	7.880532596137587e-4	0.002317968379965159	S	succinate dehydrogenase
2Z7VY	2025.0135041171527	5.056099138320565	0.774251647031019	2.044556366747652e-12	1.8809918574078397e-10	S	Psort location Cytoplasmic, score
2Z83I	3517.4669200435333	4.373868348294747	0.6921503584435209	1.7669618780039878e-11	1.0089961620602083e-9	S	phosphoenolpyruvate carboxykinase (diphosphate) activity
2Z89R	1664.1590606214436	4.400109638453368	0.663222241988866	2.177951854396947e-12	1.8982569846743919e-10	S	NA
2Z8UC	895.1317212766721	3.2678431633390987	0.606943597448924	1.481386390034889e-8	2.8525300719741584e-7	S	NA
2Z90C	681.1154428558134	2.1476682617209044	0.5944728659342078	1.4854033429876544e-4	5.628896878690058e-4	S	Protein of unknown function (DUF3710)
2Z9GU	3250.287440315706	4.353909070508434	0.7238972118504438	1.2081119204786037e-10	5.612625359137545e-9	S	Carotene biosynthesis associated membrane protein
2Z9JM	63.70885816182344	0.8741806754529149	0.5907316702368485	0.12087127775602433	0.16638639731003846	S	NAD-specific glutamate dehydrogenase
2ZAIR	2120.594200963298	6.340011922666551	0.7442144700896204	1.284309145398418e-19	2.1268159447797802e-16	S	NA
2ZAQK	1322.226519088917	1.2382800673840493	0.6941802096640834	0.05671099544334162	0.08671598195214564	S	NA
2ZARS	137.0745581974586	-2.663430757163879	0.9620487499504865	0.001613964577748985	0.004195801162876482	S	NA
2ZAV8	644.2737177197388	1.220874659216428	0.6384047482792321	0.043219762787529946	0.06921849823612146	S	EcsC protein family
2ZAVY	33.22051384537413	1.9106877083975202	0.7984181916772765	0.008909561427751836	0.017862268431424987	S	NA
2ZBU7	799.9471578432217	1.3331273407875286	0.6433116279860406	0.028321970503659408	0.047861425991596894	S	Protein of unknown function (DUF3027)
2ZC43	2676.595730349347	-2.1585455735288335	0.7894220581945015	0.0028575280103817473	0.006796933550990313	S	NA
2ZCCT	451.4869034472451	2.0736204344344475	0.6689339819031768	9.73682572025755e-4	0.002760990306977141	S	Glyoxalase-like domain
2ZCFK	1020.6663405722277	1.9684472147137322	0.6433128267280116	0.0011960211071256161	0.0032803082825862096	S	Protein of unknown function (DUF3071)
2ZCGZ	161.59125878294842	1.5491909923103706	0.7377112695669933	0.023573794267402404	0.040834940697508766	S	NA
2ZDVV	220.58757906303802	2.6178884727149225	0.6532052811923817	2.116329796916941e-5	1.1125848075220489e-4	S	Protein of unknown function (DUF2530)
2ZGCU	499.5256866315049	1.3914941806140275	0.6814286937242201	0.029531499508278783	0.04969935283100575	S	NA
2ZGWI	415.9468357939626	3.0454841569355873	0.6153418832898595	1.837757252302345e-7	2.1431873308540024e-6	S	NA
2ZH8X	61.78359503836346	0.17760490049905606	0.6219631958714167	0.7635783905682996	0.8069469143465884	S	NA
2ZICA	812.7737886964848	1.6024552716139242	0.6695565783002924	0.010912165532003706	0.021110451075932405	S	NA
2ZJ01	1035.5407342505912	-0.13226434140637297	0.5764560466246347	0.8104359395026821	0.8424870783530707	S	NA
2ZJ24	554.8535471665191	2.106578222084618	0.6437641769293503	5.29459755576116e-4	0.0016649104338091643	S	NA
2ZK5V	211.16149767093404	2.5220020300812793	0.7219146705973771	1.725879278694462e-4	6.309174581717504e-4	S	NA
2ZNZ6	495.0924890123408	2.5605393097915337	0.6933327081461849	7.87524928702282e-5	3.2603532048274474e-4	S	NA
2ZPNR	1193.063987023971	3.4585579025559956	0.6809534662341405	6.266160945156981e-8	9.029472487463097e-7	S	NA
2ZRSZ	13.454329925198959	0.43955102847035155	0.7442463417725034	0.5241222341131095	0.587243856354066	S	NA
2ZSJ3	584.1257606914467	3.1961198451732633	0.6905311491895028	7.705727146437539e-7	6.9351544317937856e-06	S	NA
2ZTVJ	465.9977817589132	2.5271021135111322	0.6823902535693162	7.79055200498109e-5	3.2333719599620764e-4	S	Protein of unknown function (DUF3618)
2ZVAX	669.7084717960545	3.112864321895316	0.60510194632959	6.270467005182706e-8	9.029472487463097e-7	S	NA
2ZVJF	585.1963040011053	0.7051293062699526	0.6734703485946872	0.265510605521905	0.3288598075873408	S	NA
2ZWGX	461.2406014445632	2.5447475209224146	0.6633639074566503	4.5465800121895665e-5	2.082222681957907e-4	S	Protein of unknown function (DUF3145)
2ZWWZ	714.8222354885693	2.725191348103384	0.704984123687493	3.445797629228843e-5	1.6684914836265978e-4	S	NA
