pangene	baseMean	log2FoldChange	lfcSE	pvalue	padj	Pangenome Class	COG	Description	Enzyme Class	KEGG Orthology	KEGG Pathway	KEGG Reaction	Resistance Product	Resistance	Metabolism
cluster_1	592.5476642091475	-0.30327862782804554	0.31955411324999383	0.3281654179963754	0.4438302784377208	core	I	Mevalonate kinase	Hydroxymethylglutaryl-CoA reductase[1.1.1.88]; Hydroxymethylglutaryl-CoA synthase[2.3.3.10]; Mevalonate kinase[2.7.1.36]	hydroxymethylglutaryl-CoA reductase[K00054]; mevalonate kinase[K00869]; hydroxymethylglutaryl-CoA synthase[K01641]	Valine, leucine and isoleucine degradation[map00280]; Butanoate metabolism[map00650]; Terpenoid backbone biosynthesis[map00900]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Peroxisome[map04146]	(S)-3-Hydroxy-3-methylglutaryl-CoA + CoA <=> Acetyl-CoA + H2O + Acetoacetyl-CoA[R01978]; (R)-Mevalonate + CoA + 2 NAD+ <=> (S)-3-Hydroxy-3-methylglutaryl-CoA + 2 NADH + 2 H+[R02081]; ATP + (R)-Mevalonate <=> ADP + (R)-5-Phosphomevalonate[R02245]	-	-	-
cluster_10	264.0909585968595	0.09785461115184069	0.23529081080362185	0.6725753911952166	0.7650512875717324	core	P	Na( ) H( ) antiporter subunit	NADH:ubiquinone reductase (H(+)-translocating)[1.6.5.3]	NADH-quinone oxidoreductase subunit K[K00340]; multicomponent K+:H+ antiporter subunit C[K05560]; multicomponent Na+:H+ antiporter subunit C[K05567]	Oxidative phosphorylation[map00190]; Metabolic pathways[map01100]	Ubiquinone + NADH + 6 H+ <=> Ubiquinol + NAD+ + 5 H+[R11945]	-	-	-
cluster_100	267.7191751031496	1.5084921273194916	0.32589307863464373	1.6257188925195654e-6	8.991406165331675e-6	core	M	transferase	UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase[2.7.8.33]; UDP-N-acetylglucosamine--decaprenyl-phosphate N-acetylglucosaminephosphotransferase[2.7.8.35]	UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase[K02851]	-	UDP-N-acetyl-alpha-D-glucosamine + di-trans,poly-cis-Undecaprenyl phosphate <=> N-Acetyl-D-glucosaminyldiphosphoundecaprenol + UMP[R08856]	-	-	-
cluster_1000	27.150202301546017	-1.5122909623481382	0.8779981905288526	0.03218639545477543	0.06498544833493068	dispensable	EH	COG0115 Branched-chain amino acid aminotransferase 4-amino-4-deoxychorismate lyase	Branched-chain-amino-acid transaminase[2.6.1.42]; Aminodeoxychorismate lyase[4.1.3.38]	branched-chain amino acid aminotransferase[K00826]; 4-amino-4-deoxychorismate lyase[K02619]	Cysteine and methionine metabolism[map00270]; Valine, leucine and isoleucine degradation[map00280]; Valine, leucine and isoleucine biosynthesis[map00290]; Pantothenate and CoA biosynthesis[map00770]; Folate biosynthesis[map00790]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; 2-Oxocarboxylic acid metabolism[map01210]; Biosynthesis of amino acids[map01230]	L-Leucine + 2-Oxoglutarate <=> 4-Methyl-2-oxopentanoate + L-Glutamate[R01090]; L-Valine + 2-Oxoglutarate <=> 3-Methyl-2-oxobutanoic acid + L-Glutamate[R01214]; L-Isoleucine + 2-Oxoglutarate <=> (S)-3-Methyl-2-oxopentanoic acid + L-Glutamate[R02199]; 4-Amino-4-deoxychorismate <=> 4-Aminobenzoate + Pyruvate[R05553]; (S)-2-Aminobutanoate + 2-Oxoglutarate <=> 2-Oxobutanoate + L-Glutamate[R10991]	-	-	-
cluster_1001	385.322082907063	-0.16650380446076143	0.40324239916623883	0.6650161449471534	0.758360614292631	dispensable	T	Member of the two-component regulatory system GraR GraS involved in resistance against cationic antimicrobial peptides (CAMPs). GraS probably functions as a sensor protein kinase which is autophosphorylated at a histidine residue and transfers its phosphate group to GraR	Histidine kinase[2.7.13.3]	two-component system, OmpR family, bacitracin resistance sensor histidine kinase BceS[K11629]; two-component system, OmpR family, sensor histidine kinase GraS[K19077]	Cationic antimicrobial peptide (CAMP) resistance[map01503]; Two-component system[map02020]	-	-	-	-
cluster_10018	51.739346888407724	0.2822080770099695	0.7101860446754992	0.6446630400117122	0.7401040699013471	dispensable	-	-	-	-	-	-	-	-	-
cluster_1002	107.60039671669489	1.9051494987293363	0.45713448185034966	7.820061353156862e-6	3.788838861154303e-5	dispensable	J	Pseudouridine synthase	23S rRNA pseudouridine(1911/1915/1917) synthase[5.4.99.23]; tRNA pseudouridine(32) synthase[5.4.99.28]; 23S rRNA pseudouridine(746) synthase[5.4.99.29]	tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase[K06177]; 23S rRNA pseudouridine1911/1915/1917 synthase[K06180]	-	-	-	-	-
cluster_10021	80.80823906351326	-0.1851012203709773	0.7161894953154089	0.7636405896654449	0.8350561676385755	dispensable	Q	Methyltransferase	-	-	-	-	-	-	-
cluster_10025	250.95475060691547	-1.9349809360604384	1.1321413670234888	0.01972137481740336	0.04256721163349417	dispensable	D	acetyltransferases and hydrolases with the alpha beta hydrolase fold	Triacylglycerol lipase[3.1.1.3]	triacylglycerol lipase[K01046]	Glycerolipid metabolism[map00561]; Metabolic pathways[map01100]	Triacylglycerol + H2O <=> 1,2-Diacyl-sn-glycerol + Fatty acid[R02250]; 1,2-Diacyl-sn-glycerol + H2O <=> 1-Acylglycerol + Fatty acid[R02687]	-	-	-
cluster_1003	282.61896958941986	1.0523655881267984	0.36599074098977524	0.002721955777264004	0.007619423806290378	dispensable	I	Carboxylesterase family	-	-	-	-	-	-	-
