feature	baseMean	log2FoldChange	lfcSE	pvalue	padj	bacteria_eggnog_cat	bacteria_eggnog_desc
2Z7RS	448.68534940693087	1.125438593721439	0.7494325413679943	0.05262461325713453	0.11803561806851688	S	Protein of unknown function (DUF2891)
2Z7U4	281.4566947220578	1.3948116589615447	0.6722200120600311	0.01196976985944896	0.03788205561308903	S	succinate dehydrogenase
2Z83I	1939.3734651720201	4.122580005931544	0.7858166950949202	1.9314642298326228e-9	1.715381669120098e-7	S	phosphoenolpyruvate carboxykinase (diphosphate) activity
2Z89R	893.1057130358166	4.38745146183297	0.7140475236298928	7.174070023005095e-12	1.27429418783628e-9	S	NA
2Z90C	348.12824482480073	2.095318528897922	0.6855207139765254	4.863582864722192e-4	0.003075424576238412	S	Protein of unknown function (DUF3710)
2Z9GU	1887.8090779834888	3.8737404117576255	0.7237538624480911	1.7280533612635224e-9	1.6370425509036435e-7	S	Carotene biosynthesis associated membrane protein
2Z9JM	45.08967729421566	0.7897935785800462	0.6659002191831349	0.12690589936161234	0.23149330294332623	S	NAD-specific glutamate dehydrogenase
2ZAIR	1104.1511139293784	4.9624202830391795	0.7684908510645647	4.158016868649038e-13	1.1817083940700565e-10	S	NA
2ZAQK	744.2537931604489	1.0887417718483519	0.8012506493438283	0.07214060353437371	0.15149637973927496	S	NA
2ZARS	112.31966897326303	-4.121925368799291	1.0129484725344042	4.1428490709075454e-7	1.2014262305631882e-5	S	NA
2ZAV8	361.53078500564004	0.7684196435266608	0.7096881906062227	0.1565197298558639	0.2664632037257914	S	EcsC protein family
2ZAVY	42.30808541637162	0.016447721539324	0.7071098554273084	0.9755274743539265	0.9827094873802569	S	NA
2ZBU7	495.5083621177782	1.0591668976658286	0.7405661647917259	0.06417044094766007	0.13816090391912872	S	Protein of unknown function (DUF3027)
2ZC43	1994.6618229175617	-2.9150898026162126	0.7865505904787384	1.7599842417075685e-5	2.4047476994869756e-4	S	NA
2ZCCT	280.27891951909567	1.9226270833134538	0.8082686426843271	0.003589183194324194	0.014644847647786723	S	Glyoxalase-like domain
2ZCFK	534.5231192013938	1.6440495329451144	0.7340222716856528	0.0066354707370590215	0.02430155648804348	S	Protein of unknown function (DUF3071)
2ZCGZ	101.21128234414496	0.5504207824044441	0.7291677142661629	0.3159071883176944	0.4557402178674555	S	NA
2ZH8X	38.11794149939413	0.5045410522225019	0.6076328647612084	0.2892229583887387	0.4267765564593953	S	NA
2ZICA	480.00158206518387	0.92208235935849725	0.7546191881581992	0.10758421962551191	0.20548007538689841	S	NA
2ZJ01	661.0896940394599	-0.4393978582934683	0.5776214554851523	0.3360324313863218	0.4764954950164034	S	NA
2ZPNR	670.9686927377513	2.6960618508029435	0.7548092556163515	4.091580933129147e-5	4.805071492542577e-4	S	NA
2ZSJ3	330.6519479956127	2.5934457949123373	0.7331854201939829	5.415029122880301e-5	5.699819543416968e-4	S	NA
2ZTVJ	263.7284989759793	1.6701780494055622	0.7818968559488138	0.00825021654201269	0.02894705606469144	S	Protein of unknown function (DUF3618)
2ZVJF	328.9283500549076	-0.1993716432374513	0.6535516872099065	0.693226223565914	0.7931356390395844	S	NA
2ZWGX	260.17846120712005	2.291135877441028	0.8051066898990855	6.947209581487543e-4	0.0042008446022526805	S	Protein of unknown function (DUF3145)
3062Y	417.0586595377042	0.6319436079764075	0.7153074683583642	0.243851508013336	0.3721140829219884	S	NA
3067W	357.5005591752971	1.7125532788133082	0.8159171613963617	0.008585271327792417	0.02943157117957242	S	NA
309I5	51.86961891983533	0.7476179616012479	0.7486862281261886	0.18455591279843617	0.30148296182042134	S	Psort location CytoplasmicMembrane, score 9.99
30D1S	440.3463052147032	-3.4430480073805723	0.9300770026909244	6.544158808513615e-6	1.0688792720572237e-4	S	NA
30DSN	98.687003209821	2.023352911184772	0.8044428429224706	0.002294441934506954	0.010285179775818238	S	NA
30TN1	444.29925928650914	2.128184650237234	0.8118651585154442	0.001547250168555444	0.0076077594792985665	S	NA
30TU7	237.94428620552313	2.679003660010211	0.7708472936335641	5.8442609551534126e-5	6.017894795125363e-4	S	NA
30U67	34.20285444758407	0.5979551347881259	0.7910532510567265	0.3042946799272893	0.445119738216117	S	NA
30UAY	432.86102707786733	1.6083985730761747	0.8041501551830862	0.011882822074272615	0.037690826266833455	S	succinate dehydrogenase
3161G	185.00834339442457	0.4851919086492228	0.644563658430687	0.3308931169276088	0.47256192879812275	S	Protein of unknown function (DUF2469)
318WM	345.57484137494674	1.5096089236108454	0.7584979333629815	0.013327851698427857	0.041035409435554636	S	Protein of unknown function (DUF3000)
31GEE	152.31128769119923	1.5773146236853544	0.7331938288739545	0.008674600460114163	0.029489491037852214	K	RNA polymerase-binding protein
31HT6	63.3379093809671	0.2551306164491672	0.6661551291906399	0.6186216561270057	0.7337741012992279	S	NA
31JVT	78.82015504070381	0.0014252471242578242	0.6497021492927748	0.9977426778314586	0.9984453135200725	S	Protein of unknown function (DUF3046)
31K3Y	530.3402058277226	2.449603193775824	0.7111682882472555	9.159327649418383e-5	8.074444222494285e-4	S	Domain of unknown function (DUF4191)
31KMU	805.3381717194253	2.6005638419126176	0.773836198054267	9.652361724090273e-5	8.326366211042467e-4	S	NA
31X1U	368.374081673883	2.1929958215412793	0.7159214717222558	4.261428153055423e-4	0.0028165067002287234	S	NA
31XN3	135.0805923073218	2.1886566608593907	0.716546583453442	4.395982228976937e-4	0.002865454471273499	D	involved in cell division
31XWG	238.50428081372505	-1.480245100383744	0.74681767521918	0.0139252513407404	0.042372124529319294	S	NA
31YKI	436.4724026893766	0.7839921112345246	0.711316187913138	0.14935472894599203	0.25834446219124774	S	NA
321E0	555.0865620315762	0.4687191872399901	0.6804090729883008	0.36779800260546136	0.5039932128277343	S	NA
328S9	149.34396671780127	0.45135245668685864	0.6780206983570185	0.38448728648271313	0.5203394610399384	S	NA
32FSI	334.8380683296952	2.1572073550583273	0.658864554680704	2.3161697208550747e-4	0.0017053249602772338	S	tRNA adenosine
32HK7	627.4761798429043	1.9001966999835198	0.7766499770284903	0.0031269956892532626	0.013340740958251242	S	NA
32REF	350.77072461926076	1.9602895033968077	0.7048448896921579	0.001233431167171433	0.006373475231093113	S	Suppressor of fused protein (SUFU)
32RKK	261.200325741714	-0.04362775213425999	0.5846315086816196	0.9250813227971664	0.9504993200974501	S	pathogenesis
32RNQ	156.73000659201082	0.48180499902955276	0.6843267075343317	0.35673798094233056	0.49504362394438645	S	Domain of unknown function (DUF4193)
32RS7	258.3600574969051	3.268519792569283	0.7159516125143996	2.7265519066176644e-7	9.010302928613258e-6	S	NA
32RSG	197.00235596496728	0.1617897968311162	0.5973486606870817	0.7314169084703133	0.8145324662510306	K	Transcription factor WhiB
32RUD	254.20471862192605	-0.04670569068824776	0.41368538089715395	0.8933713137945973	0.9340721326828929	S	Protein of unknown function (DUF2871)
32RUK	171.55427934818448	1.2634422293857905	0.6456352468149518	0.01729776114131079	0.04995959061341999	K	Acts as a transcriptional regulator. Probably redox- responsive. The apo- but not holo-form probably binds DNA
32S2G	1308.595044972936	-1.9624936099516326	0.8396597344572737	0.003767573906194464	0.015209438979267992	S	NA
32SFN	228.9028362739304	-0.24376723797728178	0.6064726714420134	0.6088881329513245	0.7276955735271926	S	Protein of unknown function (DUF3151)
32SI2	130.79495153047225	0.398391582833861	0.5854903962521935	0.3884640960734122	0.5232298393557524	K	Binds to RNA polymerase (RNAP), stimulating transcription from principal, but not alternative sigma factor promoters
