feature	baseMean	log2FoldChange	lfcSE	pvalue	padj	bacteria_eggnog_cat	bacteria_eggnog_desc
2Z7RS	642.2802847923349	2.028324023707704	0.793859120883266	7.821802110921853e-4	0.005861720194126113	S	Protein of unknown function (DUF2891)
2Z7U4	427.1772485221574	-0.6487452613728263	0.579571450208857	0.17672386107744856	0.30722537386328136	S	succinate dehydrogenase
2Z80V	139.09323672455048	0.34129090117401567	0.7957128555745243	0.5381765697620144	0.6703250304703157	E	histidine decarboxylase
2Z83I	2693.0560588106455	3.3918515140852437	0.8268457538786076	8.070261298913494e-7	3.234157215539583e-5	S	phosphoenolpyruvate carboxykinase (diphosphate) activity
2Z89R	1279.479984085111	2.4392458012132154	0.771375430262704	6.518990535866825e-5	8.565526089339769e-4	S	NA
2Z90C	530.0521558374231	0.396009566826613	0.5823941581334889	0.4106601348920084	0.5531833581780584	S	Protein of unknown function (DUF3710)
2Z9GU	2716.5426148604342	2.1883052094739077	0.7939490113019932	3.377592551863631e-4	0.0028232800858464364	S	Carotene biosynthesis associated membrane protein
2Z9JM	72.7800156153521	0.23117695056378412	0.557394073121797	0.621484167688368	0.7337267447350064	S	NAD-specific glutamate dehydrogenase
2ZAIR	1526.6784341960272	2.7043387018366993	0.7737770084136167	1.5149364038967907e-5	2.7913138568351215e-4	S	NA
2ZAQK	1045.6854371360187	2.4351490395828215	0.8550001821509371	1.8023533738078295e-4	0.0018057327863837192	S	NA
2ZARS	48.52328292035111	-0.05181257119766818	0.8094070573977704	0.9253291220153415	0.9582058027071009	S	NA
2ZAV8	510.90898781572525	0.21395411979037388	0.5717597559933714	0.6529086081497967	0.7562229038035578	S	EcsC protein family
2ZAVY	58.56017072056653	0.35787827426369073	0.6508792709587342	0.48478689531300523	0.6154319337825619	S	NA
2ZBU7	716.2734292148432	1.7999022813310026	0.7180696249612974	0.0013258743591656524	0.008501506390970163	S	Protein of unknown function (DUF3027)
2ZBVN	19.782223690790374	0.025693742597246286	0.7219066652801912	0.9616880246301999	0.9771123051577152	S	Belongs to the UPF0403 family
2ZC43	868.9898177378059	-0.8523615484906303	0.6533903661293263	0.09893826136496145	0.20103862165165828	S	NA
2ZCCT	386.0865087029729	3.254369174755268	0.7983116930654295	1.0189975199964897e-6	3.6872476776032515e-5	S	Glyoxalase-like domain
2ZCFK	797.7829843344587	0.7955597780491732	0.5573383592976704	0.08935797444389634	0.18748800135283486	S	Protein of unknown function (DUF3071)
2ZCGZ	147.06331241515278	0.28654101290906203	0.6911117745902934	0.5864031538839312	0.7067084833054044	S	NA
2ZFWE	20.92232786770281	0.5309985422531136	0.7554387802896385	0.3335368057384409	0.47525288853219627	S	NA
2ZH8X	63.94561540038346	-0.26252286694283833	0.5669428068518753	0.5791057723681867	0.7050373752146064	S	NA
2ZICA	664.3027829428917	4.075885865398256	0.8146334138533746	7.007658296182371e-9	8.023768749128815e-7	S	NA
2ZJ01	822.6667094280291	0.2504583625733492	0.5438849529371761	0.5867928828942566	0.7067084833054044	S	NA
2ZPNR	897.2291565698918	1.997403832655988	0.7417881944886722	5.509157170852732e-4	0.004460191386301479	S	NA
2ZSJ3	468.31341702652566	0.5710813667597653	0.6376097644209966	0.26076889148370164	0.39962957270399013	S	NA
2ZTVJ	362.9759100704093	0.5466743567730445	0.645398112443921	0.28474047705542904	0.42622225305786693	S	Protein of unknown function (DUF3618)
2ZVJF	438.5513677825944	0.3766121683361326	0.602913685179331	0.44337355167520387	0.5825637732256982	S	NA
2ZWGX	364.58202967392674	1.9766330595475239	0.8121225477630322	0.0011912454644298974	0.007989817905778768	S	Protein of unknown function (DUF3145)
3051Q	95.50987522717753	-0.25388970574978437	0.7513954198851445	0.6405540453061065	0.7478573449568017	S	NA
3054P	26.796415239557415	0.8656882705577901	0.8428183684283457	0.13575958144544972	0.2546033241289306	S	Protein of unknown function (DUF2750)
3057F	37.163698092960004	0.9370657677585427	0.8000416075185119	0.10120201102089249	0.20380254229458628	S	NA
3062Y	573.2024628064685	0.41861076542807	0.6815351346682487	0.424664933504529	0.5663376775438934	S	NA
3067W	491.3284550797657	3.682156766464522	0.8371816431367268	1.774425191712751e-7	9.481345274385132e-6	S	NA
309I5	71.30479418482004	0.7318298512898407	0.6841296201934288	0.16602819258385348	0.2937562833464869	S	Psort location CytoplasmicMembrane, score 9.99
30D1S	133.20018645471097	-0.6775078520433173	0.7866423273375326	0.22688926510307109	0.36370349196022295	S	NA
30DSN	153.0164374730357	-0.029192296044924758	0.5706622608464396	0.951006434506044	0.9736411304531519	S	NA
30HKY	115.38374309922966	0.9731261511734137	0.7228006042145205	0.07502516787634181	0.16657249876146246	S	NA
30TN1	631.4994168070011	1.1765122940344637	0.6960643320210123	0.028965380076872493	0.08533831709651328	S	NA
30TU7	321.9182954651544	2.2402966850474386	0.8205307523831894	3.38159561124464e-4	0.0028232800858464364	S	NA
30U67	46.81302772490161	1.8897357868925335	0.806448539190191	0.0017580691039052407	0.010515614826716793	S	NA
30UAY	609.4490796432938	1.1562758784236524	0.735681264935421	0.037166091566772294	0.10313423439612694	S	succinate dehydrogenase
3161G	268.28054266030495	-0.02854665667225886	0.5646937330510612	0.951775203630748	0.9736411304531519	S	Protein of unknown function (DUF2469)
318WM	497.7530312126101	0.8621542840201737	0.6056426539643176	0.08094090777043693	0.1739780485550745	S	Protein of unknown function (DUF3000)
31D67	584.7428130021609	0.9690506970321551	0.6612469830942678	0.0628996524242786	0.15048976542704268	S	Protein of unknown function (DUF3043)
31GEE	214.97441876159175	2.0452816240046383	0.7096961747957371	2.842669946972254e-4	0.0024765216983676755	K	RNA polymerase-binding protein
31HT6	93.70617984134053	1.108756908992229	0.7187759228207886	0.042762039244433336	0.11367752721198447	S	NA
31JVT	92.67030564642037	1.8369806234944304	0.7341452991155034	0.0012562659964011399	0.008253255705864866	S	Protein of unknown function (DUF3046)
31K3Y	744.1139846444171	0.8773299255998827	0.7306096855377088	0.1092843589390236	0.21627509552994423	S	Domain of unknown function (DUF4191)
31KMU	1114.1311332440298	1.7266905484502968	0.7288677125316625	0.0022010705426464177	0.01260112885665074	S	NA
31NU2	29.5023888701701	-1.4709507473648467	0.7274216678814412	0.00832593308982035	0.033117793406903275	S	NA
31RF6	415.95696496095667	0.32652996047203797	0.6952060325780466	0.536555281518124	0.6703250304703157	S	maleylpyruvate isomerase
31X1U	504.3581470554672	3.517655316861654	0.8013045070655908	2.2153979366966957e-7	1.0418988260212892e-5	S	NA
31XN3	185.64939673471758	1.0200209299257308	0.6808418492058704	0.05435672112916288	0.13467360737256276	D	involved in cell division
31XWG	322.18615481352015	-0.35348796957663486	0.6203891825267488	0.4789782371414367	0.6122823876696356	S	NA
31Y1M	100.46325157419523	0.4144485612869428	0.7538555584662388	0.44831319281596876	0.5856936007204547	S	Protein of unknown function (DUF3052)
31YKI	608.1642313964525	0.5818527236966391	0.6851943130426882	0.26973227886236445	0.4086775453840928	S	NA
321E0	754.9463589473538	0.9951550034289054	0.662117202472683	0.05642491327809606	0.13915251689967384	S	NA
324T6	366.45231669024486	2.012993923496316	0.8347323077857078	0.0011900778681163888	0.007989817905778768	S	NA
328S9	207.63461539313735	1.3256563411254265	0.6866549340114183	0.013475257603158828	0.04821615611130268	S	NA
329FH	75.25857808208323	-1.0656330960380622	0.8771889641061253	0.07410190236354255	0.16520910916378126	S	NA
32EJP	121.02762865178929	-3.1218177458564194	0.868817453556646	7.021561742928174e-6	1.6974268234323727e-4	S	NA
