feature	baseMean	log2FoldChange	lfcSE	pvalue	padj	bacteria_eggnog_cat	bacteria_eggnog_desc
2Z7SI	343.19037344841644	-1.1095794128431398	0.6938467300491656	0.05773576747819704	0.13146336652057608	S	Protein of unknown function (DUF3388)
2Z7U4	475.22914263595464	-0.36032169192389685	0.7930692082815164	0.5665658008000604	0.6870198872582449	S	succinate dehydrogenase
2Z88M	530.1385271212579	-0.5951378960887147	0.6883623289609825	0.3061573939964736	0.4535151183308317	S	NA
2Z8XT	233.61176282383957	-1.1881621130446818	0.7130444482893104	0.04577597659659053	0.11208662059126397	S	YwhD family
2Z90C	619.3058874886575	-0.49833458359387256	0.7622535832163748	0.4191455193541284	0.5636895579025183	S	Protein of unknown function (DUF3710)
2Z9JM	70.57589209911598	-0.907019679832472	0.6998222315907487	0.12280578227661258	0.22965163528894178	S	NAD-specific glutamate dehydrogenase
2Z9XI	341.15780427806715	0.11100628855575644	0.653657345447063	0.8435038155907263	0.8968301158422591	S	Nuclease-related domain
2ZAV8	411.4004832866681	-2.912432049183052	1.0855955291811934	1.4280699440302917e-4	0.0012715014977846299	S	EcsC protein family
2ZBU7	748.19485241008	-0.7185636013963728	0.7974982288642206	0.255242823717122	0.3958637593699562	S	Protein of unknown function (DUF3027)
2ZBVG	157.93615686890882	-0.4814756575830003	0.7366773410367436	0.42651435880252236	0.5682811403631742	S	Protein of unknown function (DUF2992)
2ZBVN	155.99526228670905	-1.481607002331781	0.6467863761505637	0.007875326145407667	0.029197704924135027	S	Belongs to the UPF0403 family
2ZC43	721.3945347898117	-4.353874231280548	1.0679456764996338	1.367023198034021e-7	4.352104763195583e-6	S	NA
2ZCFK	967.3172471361954	-0.30638650305118315	0.7767478226832107	0.6225148469699291	0.7312418602314613	S	Protein of unknown function (DUF3071)
2ZF80	137.9398639573001	-1.6193172921748595	0.7655242806368683	0.009145032626703591	0.03221921957617301	S	NA
2ZFSE	115.1342607199305	-3.080153539837359	0.7688259152431964	9.355617234659275e-7	2.3741573591142592e-5	S	Family of unknown function
2ZFWE	208.78520537652759	-1.017419683072101	0.6909375955857054	0.08101859789905497	0.16989648493562307	S	NA
2ZGBU	289.8013675183355	-1.008628815223779	0.7213839979222719	0.09215872204518086	0.18548266931162263	S	NA
2ZH0T	121.98361707010082	-0.7738509732041868	0.6958005374388715	0.1863460946472255	0.3138745181085774	S	Family of unknown function (DUF5327)
2ZH8X	91.61986037116223	-0.5036907243661799	0.791312510968802	0.4228535299646197	0.5669345566370974	S	NA
2ZJ01	1309.0686030280501	-6.059411425433306	0.867176771035356	1.9596475318811127e-14	1.1437809427746094e-11	S	NA
2ZR52	150.41533455125227	-1.6577920086704263	0.7462163312533918	0.006745922394366026	0.0261535002749933	S	Putative zincin peptidase
301E5	195.65185181640595	-0.8869447060287854	0.6832946901036322	0.12552050473505294	0.2325782050699235	S	biosynthesis protein
302A8	214.93174432732528	-0.4901839086437412	0.7867896487327425	0.43410977601459466	0.5749820104399057	S	NA
302WR	190.12340084429476	-2.9493269751781903	0.8111443406457581	5.542785139220954e-6	1.0005584308016382e-4	S	NA
3037F	55.98711927623189	-0.20994171647839052	0.7681468931682114	0.7344043475949327	0.8201160794889842	S	NA
3042F	27.051986355476426	-1.7418881678609062	0.771199427508845	0.0052583146768643875	0.021214997693985122	S	NA
3044Z	66.0021385862404	-1.7841079159082929	0.6547511394067601	0.0014903636895172534	0.00823226126291707	S	antibacterial protein
3045R	62.48231903842759	-2.265111387607674	0.7753695319861396	3.033833476744302e-4	0.002309670616425771	S	NA
3050P	364.092423943125	-0.09936359080742672	0.6902338209722144	0.8645340385544271	0.9080978413370137	S	NA
3051Q	1031.7949516248007	-1.6644358387660552	0.6894266510864603	0.004235551824255704	0.01827305550932448	S	NA
3052M	289.3346963549228	-0.2639736406979413	0.7659546450178738	0.6692590607295558	0.7689452856544963	S	NA
3052N	212.3236093024383	-0.6687910672130711	0.7613544565090319	0.27826351117393844	0.4236864417961445	S	NA
3053D	227.83068773914897	-0.450872997360423	0.7805879805623799	0.47008329732233134	0.6043435048541866	S	ABC-2 family transporter protein
3054N	205.82135172013218	-1.112929633480843	0.6856252096107264	0.055102710090551114	0.12728871420653695	S	NA
3054P	248.7960746511766	-1.0037265738133427	0.6862004330395203	0.08382028912550547	0.17389730599379155	S	Protein of unknown function (DUF2750)
3056J	386.59513404258803	-2.7637637675573425	0.7095025598761759	3.0591459325692424e-6	6.376862533248504e-5	S	NA
3056Q	173.96148233228075	-1.3505903256661795	0.8541948283774133	0.039633484276784585	0.10160795163784744	S	NA
3056X	178.95112532877968	0.06881276019920463	0.7169260523021281	0.9080648925669199	0.938341570475487	S	NA
3057C	203.88152665680678	-0.17067145316659302	0.6769067923987613	0.7667262388021348	0.8438325858846876	S	NA
3057D	123.70803804059432	-2.0682787575854706	0.7735364664276002	9.499032009404647e-4	0.005815666100862775	K	NA
3057E	127.66609422351435	0.07785023939955547	0.7038479277188017	0.894921049671528	0.9310794759208827	S	Domain of unknown function with cystatin-like fold (DUF4467)
3057F	281.179571888422	-1.9098812478509863	0.7097528106907818	0.001274200163804011	0.007267506471729066	S	NA
3057G	110.82999822623779	-1.0832992131824353	0.7179357138817009	0.06970847087909095	0.1516267484587432	S	NA
3057T	121.72183604977701	-1.6273035079721823	0.7642571054976022	0.008743763573278036	0.03111855694473545	K	regulator
30589	132.85822169030482	-0.5172761548253084	0.7061035903340842	0.38123180818523267	0.5256196032538129	S	Protein of unknown function (DUF3139)
3058J	286.5264348140279	-1.924872301006478	0.6979569573495122	0.0010264115745073242	0.00613115738640729	S	NA
30590	115.67982764542077	-1.838614687346363	0.691295049529669	0.0016035516487854084	0.008747099492284268	S	NA
30595	472.5853886940164	-3.1499463647799617	0.59355436709231	1.4100437521861624e-9	9.14439485214063e-8	S	Belongs to the UPF0346 family
3059S	57.555069562417444	-2.2135208916418145	0.6512028784327635	7.322728196515454e-5	7.587039687632283e-4	S	NA
3059W	81.16679553613804	-0.7767473021044962	0.6600225216721782	0.1698995004271645	0.2935466713901224	S	NA
305AA	104.51156839610164	-2.599568053651707	0.8533664952134874	9.564965159313923e-5	9.35222518726215e-4	S	NA
305AD	191.49742131615676	-2.2857347021883774	0.8317115660776094	4.744730689661037e-4	0.003270875369132471	S	NA
305AG	76.24639034758437	-1.9524610395980924	0.778126051001625	0.0018724072007342953	0.009757693477636163	S	NA
305B1	127.98387358520486	-0.8284300190958983	0.8144796946657611	0.19439213270356182	0.32386358169737084	S	Protein of unknown function (DUF4064)
305B4	50.894172938358025	-0.7674941054974748	0.7618030466711816	0.2137463710475166	0.3459056337377094	N	NA
305BI	153.18067768778218	1.0169859124675322	0.6847117184085919	0.07939165054701067	0.1672861373138576	S	NA
305BU	106.59965817120819	-3.188539213756906	0.6910379314466342	4.6861317993852864e-8	1.7837862566790516e-6	S	NA
305BV	52.48707363569507	-0.19184614974356778	0.6139917406222527	0.7216184189617914	0.809451538502304	S	regulation of RNA biosynthetic process
305CA	77.84017204339685	-1.0121779582666233	0.6412572202415538	0.06809405752592836	0.14885479990998818	S	YozE SAM-like fold
305CC	89.78071551280364	-1.2670066655257237	0.6728449827109162	0.027036825688072783	0.07611170704150393	S	NA
305CQ	42.07822995096752	-1.0696029139649983	0.7150541959639569	0.0726053715015584	0.15579902634709406	S	NA
305CS	152.07318282199026	-4.349686362535445	0.6944511091667003	1.2545100264571022e-12	4.2744258563078174e-10	S	NA
305CW	55.04118239888394	-2.0518928775781626	0.7099245634673719	5.362006308479581e-4	0.003625047508165153	S	YozE SAM-like fold
305E0	36.5432071859926	-2.5226648871937134	0.8484540379766488	1.4305299546748832e-4	0.0012715014977846299	S	NA
305E1	61.143455162303475	-1.5022088473834918	0.7938479866435032	0.01777158983475428	0.055370202492268226	S	NA
305E8	102.47645466429452	-4.192186578009752	0.8842384153684281	7.107020026584095e-9	3.363349207175338e-7	S	NA
305GP	39.76937521798064	-0.501305248515836	0.74138707087984	0.4094022454700328	0.5539902100602994	S	NA
30D4W	99.10713295826581	-1.0831969643706465	0.6732333439137933	0.05886406532849914	0.13351163003912175	S	NA
30DSN	122.4144076578331	-4.077734961698622	0.9022500388827737	2.216736452342368e-8	9.467086653784113e-7	S	NA
30EHH	426.19749764056144	-0.6078224621589802	0.8074256624707775	0.33826809845700384	0.4861948713582923	S	NA
30EVW	129.2714387186939	-2.8845356797141464	0.8449140228063985	1.4581507113778761e-5	2.163747369171747e-4	S	NA
30F8J	115.24612731392072	-0.5949633536828831	0.7574998331638025	0.3333334466625956	0.48122477835541044	S	Domain of unknown function (DUF4889)
30GFV	138.71637278166295	-3.896069506111085	1.2291554315816098	6.433334069675895e-6	1.1264767956002493e-4	S	LPXTG cell wall anchor motif
30NUV	111.74428308398197	-3.048394627477511	0.9590407804674796	2.3532282099695946e-5	3.098122252373504e-4	S	NA
30PGV	277.4193939933362	-1.0367321886633925	0.6792260775644816	0.07223258123015552	0.15530982875435262	S	mRNA processing
30PQ7	100.7243230399374	-0.7135755337732038	0.7010431636117052	0.2251498211742543	0.35905039788353305	S	Domain of unknown function (DUF1413)
30PVJ	43.24936602325454	-1.913187138307148	0.6788414917117048	8.855081914725967e-4	0.005534272627967547	S	NA
30UG6	36.3250730364634	-0.8452936396593457	0.8256669488027707	0.1882349793191911	0.31601097678610124	S	MT0933-like antitoxin protein
30WJ7	163.33756640497566	-1.6060026052197462	0.922012838164055	0.018473282071927714	0.05664924152004453	S	NA
30YIF	147.88612843322682	-0.16230380862583876	0.7470275363505169	0.7901273916348164	0.8620019082570489	S	Belongs to the UPF0403 family
315V3	277.09759212671787	-1.8290326477947156	0.6754106053888628	0.0014314943885563839	0.008008136339815427	S	Accessory Sec system protein Asp3
3161G	310.94816034669117	-0.15421933982083347	0.7823079457081641	0.8048952002405622	0.8705197625825968	S	Protein of unknown function (DUF2469)
317ZU	736.2298278551065	-5.601009661718759	1.108080814187055	1.2578273779327171e-9	8.470983610616106e-8	S	Unextendable partial coding region
318WM	557.9170867223713	0.05669274552343985	0.738137891247374	0.9254437137568886	0.9481872105256359	S	Protein of unknown function (DUF3000)
31ED6	142.9048179175598	-1.63149393929256	0.7983872108272158	0.010340078122474434	0.0354314614333713	K	Binds to RNA polymerase (RNAP), stimulating transcription from principal, but not alternative sigma factor promoters
31FW6	72.21473859201022	-0.9974183809264585	0.8624169513923248	0.1281074738853997	0.23637111356515791	S	NA
