feature	baseMean	log2FoldChange	lfcSE	pvalue	padj	bacteria_eggnog_cat	bacteria_eggnog_desc
2Z7RS	1162.916539471403	2.5653778086450316	0.6767582773442571	3.0175750679766783e-5	1.4929494328028262e-4	S	Protein of unknown function (DUF2891)
2Z7SI	33.39696829784956	2.5598830675361253	0.9463967456736094	0.0013114926935221699	0.003782420956679881	S	Protein of unknown function (DUF3388)
2Z7U4	677.5290505128058	-0.4811637682109403	0.5704185262930659	0.35870730798843303	0.44245508857250937	S	succinate dehydrogenase
2Z7VY	2784.5420765942104	4.085372723985748	0.6727111157322092	1.0679201501716677e-10	2.9885077952460265e-9	S	Psort location Cytoplasmic, score
2Z83I	4871.702334446736	4.423887662650013	0.6840572965218936	6.27614953609647e-12	2.741605809548482e-10	S	phosphoenolpyruvate carboxykinase (diphosphate) activity
2Z89R	2376.110735565643	3.1032211610570903	0.6239883610486305	1.0082750581676695e-7	1.1011101397428633e-6	S	NA
2Z8UC	1247.4422335768702	3.039158821095659	0.6462318088865799	3.998007812376079e-7	3.6347370517591664e-6	S	NA
2Z90C	1024.2027800668732	0.5624845831397158	0.5270030593484442	0.25082236369884964	0.3278998929814888	S	Protein of unknown function (DUF3710)
2Z980	63.28448197072708	3.898642852348031	0.9811028428696449	5.1009971287088214e-6	3.262816377684821e-5	S	NA
2Z9GU	4663.181411058259	3.1000007433327617	0.7311012694457207	3.2320711586712233e-6	2.2178695192261152e-5	S	Carotene biosynthesis associated membrane protein
2Z9JM	101.4616310656144	0.04972839260504511	0.5154762511987798	0.9177027531510672	0.9365274250105762	S	NAD-specific glutamate dehydrogenase
2ZAIR	2932.546113819433	3.469780092097861	0.6662532888866772	2.3966403675747957e-8	3.276628166661419e-7	S	NA
2ZAQK	1854.4690103039168	2.9938019822166444	0.6839630467680964	1.8825976309906466e-6	1.365073828787145e-5	S	NA
2ZAV8	905.7884595371929	0.31291612032015564	0.5141582921691065	0.5144249162099386	0.5955623949140272	S	EcsC protein family
2ZAVY	44.19424707057481	1.9123291046173796	0.69066702454728	0.0018824289845412049	0.005062207674644591	S	NA
2ZBEI	117.43653625087599	1.9746627948957818	0.7621403230964819	0.0030326853974902406	0.007628566779360984	S	NA
2ZBU7	1156.0003794652273	2.4171759583595698	0.5915766284598714	9.81218396855829e-6	5.5789274564088564e-5	S	Protein of unknown function (DUF3027)
2ZC43	1153.3476493267185	0.05322630523065583	0.644405385190798	0.92692628250985	0.942717190218706	S	NA
2ZCCT	617.3908429842853	3.865991757365217	0.608047114078467	2.151743468991556e-11	7.136615838821993e-10	S	Glyoxalase-like domain
2ZCFK	1519.9833256156458	1.2171602343648205	0.5079115367562503	0.010062584966415862	0.02120245844100095	S	Protein of unknown function (DUF3071)
2ZCGZ	235.81418822883933	1.3612718451533095	0.727699170002315	0.03268435060432233	0.05859626820054183	S	NA
2ZDVV	302.7631847943362	2.7902630021151955	0.6337886239424673	1.8976568463966848e-6	1.3704449241517994e-5	S	Protein of unknown function (DUF2530)
2ZGCU	682.4969511421197	4.494277452888861	0.6058790355338174	7.401764032398129e-15	6.628279691012524e-13	S	NA
2ZGWI	570.2252274049911	1.9914266808522472	0.6226888301436225	4.317144281570969e-4	0.001453384475243159	S	NA
2ZH8X	101.58851147164285	-0.5594061801970405	0.5642479139858225	0.28133590063268366	0.36171758652773617	S	NA
2ZICA	1122.045041952428	4.7027548257663465	0.6905897156023575	4.602388998538904e-13	2.4978420292070233e-11	S	NA
2ZJ01	1276.227883891305	0.38823397463754467	0.5315244386749036	0.4317605173099226	0.5165551680040557	S	NA
2ZJ24	759.7056168447716	2.1385033682641446	0.676888321454495	4.365761961605256e-4	0.0014669943101754245	S	NA
2ZJ86	68.12349384789688	0.8907348413663091	0.6709231191654568	0.136169284517958	0.19731325936218672	S	NA
2ZK5V	288.79316329897495	2.867753539217246	0.7604920266094346	2.6486798100281267e-5	1.321388729738266e-4	S	NA
2ZNZ6	667.5211934103288	2.2469207519380014	0.7048123734175908	3.622530612910001e-4	0.001252500449367145	S	NA
2ZPNR	1589.8390650335248	3.154227327207795	0.6087962693708607	3.331059479123769e-8	4.29203419216595e-7	S	NA
2ZRSZ	19.12153569422701	0.10675352993648668	0.5748052161364691	0.839838853305441	0.8745066199244447	S	NA
2ZSJ3	822.7813153779025	1.422611589212663	0.6484507556744974	0.0144158485545176	0.029107987329358535	S	NA
2ZTVJ	637.7447455074155	1.31601664218049	0.5999956522033785	0.015784564608606007	0.03141128357112595	S	Protein of unknown function (DUF3618)
2ZVAX	944.5637326395505	2.2115582832617546	0.6814446249263942	3.051348231691343e-4	0.0010800325460393668	S	NA
2ZVJF	785.6949602982172	1.17306823928306	0.5814909241972293	0.02719885116934226	0.05027156083002269	S	NA
2ZW25	612.0240656977074	1.5369794727449895	0.7175812045037075	0.014882011778639619	0.02981396319412031	S	Protein of unknown function (DUF3090)
2ZWGX	645.6738710161994	2.6085227842694967	0.6036581538072853	3.0681415986327737e-6	2.129861086492751e-5	S	Protein of unknown function (DUF3145)
2ZWWZ	981.6684761492647	4.807566933702819	0.6351112344403463	1.6274266002381556e-15	2.2420931084819513e-13	S	NA
3051Q	90.85069120555885	3.1023304232097955	1.0289266013345724	3.160613982984341e-4	0.0011121138788850599	S	NA
3054N	17.584216438620285	2.6068572296094614	1.0873955371665616	0.002926130224507226	0.007402117559452602	S	NA
3062Y	1048.3476037336598	1.4984508046528513	0.7700226572665123	0.024547144071508965	0.04593932605232243	S	NA
3067W	795.6708895767518	4.237312901095735	0.7316923869471735	4.98540919206807e-10	1.1023293658017176e-8	S	NA
309I5	131.1243916555889	0.9378275363661333	0.6218330876098116	0.09516346335589952	0.14604778309375838	S	Psort location CytoplasmicMembrane, score 9.99
30D1S	103.81735833823198	-0.18243128922260565	0.8106790382781432	0.7917779688496236	0.8331811646355323	S	NA
30DSN	203.50628352634723	-0.6652980599288647	0.5254096477205027	0.17302871011035403	0.2400421532204834	S	NA
30HKY	175.09466395408688	1.9590372817465282	0.6938812241981793	0.0015273860212005267	0.004274294318703349	S	NA
30NUV	72.02908393935246	1.5701195797181207	0.8748509080538694	0.03224307324543675	0.057863070323223666	S	NA
30TN1	1111.4779365946213	1.9230219083220237	0.659917854022851	0.0011824205606929012	0.0034830842503305688	S	NA
