ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	set_annotation
GO:0016874	ligase activity	99	0.5617888885117457	1.9852558379604022	7.382684917955348e-6	0.001609425312114266	0.0012977982961037296	682	tags=45%, list=23%, signal=36%	cluster_1087/cluster_7091/cluster_13723/cluster_297/cluster_11273/cluster_419/cluster_511/cluster_486/cluster_388/cluster_253/cluster_2463/cluster_663/cluster_871/cluster_1227/cluster_3882/cluster_551/cluster_940/cluster_1708/cluster_1776/cluster_842/cluster_592/cluster_169/cluster_69/cluster_21852/cluster_659/cluster_4122/cluster_13722/cluster_15380/cluster_35/cluster_785/cluster_1413/cluster_63/cluster_249/cluster_1258/cluster_310/cluster_524/cluster_646/cluster_519/cluster_1377/cluster_1079/cluster_5618/cluster_5192/cluster_114/cluster_265/cluster_1474	GO_MF
GO:0004812	aminoacyl-tRNA ligase activity	34	0.632637365389757	1.847475848225833	0.0013298430906231713	0.03923492769991835	0.03163801509360871	325	tags=35%, list=11%, signal=32%	cluster_7091/cluster_13723/cluster_388/cluster_2463/cluster_663/cluster_1227/cluster_551/cluster_1776/cluster_169/cluster_69/cluster_13722/cluster_15380	GO_MF
GO:0016875	ligase activity, forming carbon-oxygen bonds	34	0.632637365389757	1.847475848225833	0.0013298430906231713	0.03923492769991835	0.03163801509360871	325	tags=35%, list=11%, signal=32%	cluster_7091/cluster_13723/cluster_388/cluster_2463/cluster_663/cluster_1227/cluster_551/cluster_1776/cluster_169/cluster_69/cluster_13722/cluster_15380	GO_MF
GO:0140101	catalytic activity, acting on a tRNA	65	0.5549810783249701	1.8351595700317616	0.0010659355374273303	0.03923492769991835	0.03163801509360871	636	tags=37%, list=21%, signal=30%	cluster_12918/cluster_7091/cluster_13723/cluster_22110/cluster_388/cluster_2463/cluster_663/cluster_1227/cluster_551/cluster_1776/cluster_169/cluster_69/cluster_13722/cluster_15380/cluster_1561/cluster_5621/cluster_190/cluster_524/cluster_646/cluster_155/cluster_519/cluster_1079/cluster_3377/cluster_598	GO_MF
GO:0019843	rRNA binding	50	0.573812018515943	1.8110628146239058	0.0010850038443821141	0.03923492769991835	0.03163801509360871	788	tags=54%, list=26%, signal=41%	cluster_14549/cluster_4750/cluster_15338/cluster_134/cluster_885/cluster_364/cluster_1067/cluster_177/cluster_119/cluster_174/cluster_374/cluster_321/cluster_238/cluster_269/cluster_1277/cluster_391/cluster_95/cluster_415/cluster_423/cluster_13725/cluster_432/cluster_124/cluster_156/cluster_416/cluster_125/cluster_433/cluster_362	GO_MF
GO:0003735	structural constituent of ribosome	62	0.5524880465096951	1.8092131381885446	0.0011902457995712446	0.03923492769991835	0.03163801509360871	788	tags=55%, list=26%, signal=41%	cluster_14549/cluster_602/cluster_15338/cluster_134/cluster_780/cluster_99/cluster_885/cluster_162/cluster_364/cluster_1067/cluster_177/cluster_119/cluster_115/cluster_374/cluster_321/cluster_238/cluster_269/cluster_1277/cluster_151/cluster_391/cluster_95/cluster_415/cluster_353/cluster_423/cluster_13725/cluster_432/cluster_153/cluster_124/cluster_414/cluster_156/cluster_416/cluster_125/cluster_433/cluster_362	GO_MF
GO:0016773	phosphotransferase activity, alcohol group as acceptor	79	-0.4722601983981436	-1.7784387263421162	6.291489350530868e-4	0.03923492769991835	0.03163801509360871	370	tags=28%, list=12%, signal=25%	cluster_1077/cluster_648/cluster_1138/cluster_239/cluster_765/cluster_4/cluster_759/cluster_1766/cluster_5608/cluster_2581/cluster_3789/cluster_1206/cluster_2100/cluster_1967/cluster_1103/cluster_3937/cluster_21264/cluster_1471/cluster_4222/cluster_1415/cluster_2007/cluster_6456	GO_MF
GO:0008233	peptidase activity	68	0.5303020691287469	1.7642353869725393	0.0016197905931158952	0.03923492769991835	0.03163801509360871	108	tags=16%, list=4%, signal=16%	cluster_1988/cluster_3301/cluster_6426/cluster_4597/cluster_1514/cluster_5635/cluster_539/cluster_4380/cluster_17652/cluster_2578/cluster_4497	GO_MF
GO:0003723	RNA binding	141	0.43415306423082123	1.6092754262527518	0.0015083723506400667	0.03923492769991835	0.03163801509360871	980	tags=48%, list=33%, signal=34%	cluster_14549/cluster_13723/cluster_4750/cluster_15338/cluster_134/cluster_574/cluster_2463/cluster_885/cluster_364/cluster_1776/cluster_1067/cluster_169/cluster_69/cluster_13722/cluster_177/cluster_119/cluster_15380/cluster_115/cluster_317/cluster_174/cluster_374/cluster_321/cluster_92/cluster_238/cluster_470/cluster_269/cluster_1002/cluster_1277/cluster_188/cluster_391/cluster_334/cluster_95/cluster_415/cluster_646/cluster_519/cluster_6649/cluster_586/cluster_404/cluster_573/cluster_1504/cluster_572/cluster_171/cluster_423/cluster_13725/cluster_432/cluster_7112/cluster_124/cluster_156/cluster_21620/cluster_416/cluster_125/cluster_433/cluster_362/cluster_411/cluster_786/cluster_497/cluster_381/cluster_13726/cluster_1055/cluster_11546/cluster_1286/cluster_161/cluster_10263/cluster_131/cluster_1606/cluster_14874/cluster_373	GO_MF
GO:0016860	intramolecular oxidoreductase activity	17	-0.6743739758101509	-1.8156705114417304	0.002394984724822324	0.04746424272829696	0.03827391856893092	560	tags=47%, list=19%, signal=39%	cluster_584/cluster_13188/cluster_1088/cluster_1807/cluster_2335/cluster_1461/cluster_3821/cluster_475	GO_MF
