feature	baseMean	log2FoldChange	lfcSE	pvalue	padj	bacteria_eggnog_cat	bacteria_eggnog_desc
2Z7RS	956.4398457104849	5.721012316543986	0.7726280924008829	9.332382879973248e-15	1.6300358889914737e-13	S	Protein of unknown function (DUF2891)
2Z7SI	421.99343034781435	3.768532044845403	0.8273125753639955	1.7647103690058405e-6	4.9190121916807186e-6	S	Protein of unknown function (DUF3388)
2Z7U4	517.6609942863539	0.47513481409163066	0.7325981974023351	0.48606239473235624	0.5248265629295509	S	succinate dehydrogenase
2Z7VY	2107.036435978745	8.541223658486675	0.9044833502095609	5.750929155818284e-24	4.282388317814686e-22	S	Psort location Cytoplasmic, score
2Z802	314.91113641544365	1.239916510347899	0.9263520669938654	0.14444135105948175	0.1724858058184533	S	phage tail protein
2Z83I	3702.8677046772887	7.0123748147613	0.9302485414040137	6.360627822005389e-16	1.3395867685738622e-14	S	phosphoenolpyruvate carboxykinase (diphosphate) activity
2Z89R	2012.5997397363947	2.275363767994844	0.5496638244944613	2.387859318824471e-5	5.330499657118868e-5	S	NA
2Z8BZ	1738.4204236594867	4.078876280593434	0.8573699392162516	5.402382744404914e-7	1.7196897743640069e-6	S	Replication initiator protein A
2Z8UC	912.1084329813795	4.0126259719980215	0.7809480581167094	8.182164183092278e-8	3.135994912085919e-7	S	NA
2Z8VR	545.9695614918569	2.871849228466225	1.1854654686762502	0.00702989266746605	0.01019994865112506	S	NA
2Z8XT	281.00701883307283	3.957810954206784	0.8160534221330324	3.727460322659909e-7	1.22005569430862e-6	S	YwhD family
2Z90C	940.6768834996805	1.9122336552660337	0.5995659899368997	0.0010427364944234825	0.0017309757889115932	S	Protein of unknown function (DUF3710)
2Z9GU	3628.4222175187674	1.4067678432893336	0.7218941629104721	0.03903164827509948	0.050831347066572406	S	Carotene biosynthesis associated membrane protein
2Z9JM	132.9032547856764	1.6229355100653533	0.5775090780597187	0.0037636635209805733	0.005674069733365507	S	NAD-specific glutamate dehydrogenase
2Z9XI	435.68942738089765	3.3746891640490757	0.9010658185567539	7.343124232062145e-5	1.5069305141584226e-4	S	Nuclease-related domain
2ZA62	188.4832274939817	2.513877945977771	0.9466992559130392	0.004487227593468672	0.006682763951701557	S	Domain of unknown function (DUF4191)
2ZAIR	2302.1795702987138	5.803682465884202	0.8539526526576967	6.712030332262951e-13	7.523969485359276e-12	S	NA
2ZAK5	777.5992369225988	1.9174400536548255	1.0575294378081745	0.04613624146155797	0.05923279768925392	S	Accessory Sec system protein Asp1
2ZAQK	1361.5364276284322	3.9165693607148064	0.789321076432552	2.1790043224653126e-7	7.572040020566962e-7	S	NA
2ZAV8	890.3989862957396	4.308798262344223	0.8254286556729248	4.267413030877603e-8	1.7209973248316834e-7	S	EcsC protein family
2ZAVY	79.29138661450823	3.7951832102216154	0.9083808829726235	9.494845830217042e-6	2.29927451289228e-5	S	NA
2ZBU7	1114.468472343779	3.7231096144666203	0.5779698439298318	4.35621533473766e-11	3.3639662862696376e-10	S	Protein of unknown function (DUF3027)
2ZBVG	169.85454274475788	4.125374323051058	0.8750805215309285	6.440623408378923e-7	2.0071531237124186e-6	S	Protein of unknown function (DUF2992)
2ZBVN	203.16534842725733	4.607026544139146	0.681078392992848	2.701309249225999e-12	2.6567121625642493e-11	S	Belongs to the UPF0403 family
2ZC43	2304.344220226762	4.857258300560764	0.9005430887632776	1.0486078956845422e-8	4.869370740539578e-8	S	NA
2ZCCT	481.03157164510844	5.100177918283791	0.8310929057418368	1.0696413410804402e-10	7.663925072689753e-10	S	Glyoxalase-like domain
2ZCFK	1312.5473161107952	2.279041273932885	0.6157761494299647	1.447618437894655e-4	2.818192757245897e-4	S	Protein of unknown function (DUF3071)
2ZCGZ	411.5766002752335	5.564761284449689	0.8360453771420746	2.283011688538071e-12	2.2775499380870228e-11	S	NA
2ZF80	147.1271365762626	4.202452854344758	0.9476769502088654	2.260787040015625e-6	6.137683565667419e-6	S	NA
2ZFWE	273.813638551297	4.478916988201659	0.746885324624932	4.369662636384957e-10	2.7608323020795864e-9	S	NA
2ZG0D	732.5571385367006	2.2848475793445995	1.0150439931830595	0.014536330026347528	0.020151760708068216	S	NA
2ZGBU	298.6496992261061	3.3728140013880257	0.9008697651621167	7.387692982141636e-5	1.513098218837457e-4	S	NA
2ZGCU	525.5711959345085	3.855545271967397	0.8061829561379041	5.580859499924735e-7	1.766452183819487e-6	S	NA
2ZGWI	434.47234203101743	1.8413372063591824	0.8518413266120204	0.02118308741110463	0.028679699514385166	S	NA
2ZH0T	135.0223360744088	3.9978702305561518	0.8624428682651645	1.0316129063252704e-6	3.0509402974300554e-6	S	Family of unknown function (DUF5327)
2ZH8X	122.12929286869591	0.8687647851538434	0.6783754115403874	0.17056327374012162	0.20046472702827145	S	NA
2ZICA	921.2300593609875	6.264114453308754	0.732731192105029	4.814835380573874e-19	1.8252603215448228e-17	S	NA
2ZJ01	1184.9045623926982	7.439515266493566	0.6816407972540635	7.877368527192079e-30	1.824923708799498e-27	S	NA
2ZJ24	553.2214144544414	3.0300786828383752	0.7842165311593307	5.538151880687736e-5	1.1616747154158883e-4	S	NA
2ZK5V	227.61527013227777	3.036509985212052	0.7922958428181944	6.26028503764927e-5	1.2974845232106093e-4	S	NA
2ZNE6	231.4741249072052	4.147260225587773	1.062909453118558	2.3049223576817425e-5	5.178595040830172e-5	S	NA
2ZNZ6	512.5440397394096	2.5585616245761593	0.8174087661738253	0.0010205667316846895	0.0016968753074661704	S	NA
2ZPNR	1302.1467385502665	4.4367697236425245	0.7881115435704428	3.986511929553165e-9	2.0523154007699626e-8	S	NA
2ZR52	161.511035133555	2.9698413422642678	0.9454695583467198	8.101926040948092e-4	0.0013722596096975442	S	Putative zincin peptidase
2ZSJ3	625.0426759645138	5.0667362424521025	0.7664254830895294	5.133250798912866e-12	4.613287894712641e-11	S	NA
2ZVAX	710.3802050913293	2.8962850170838816	0.8016528076922413	1.5788260071736016e-4	3.048011319404592e-4	S	NA
2ZVJF	824.2964821226057	4.786672702958677	0.8516619529035828	3.134588653154408e-9	1.650408419653268e-8	S	NA
2ZWGX	537.9518383521308	2.7021013428954967	0.7640782643748227	2.2998314930477648e-4	4.2852088141238513e-4	S	Protein of unknown function (DUF3145)
2ZWWZ	736.9787165406602	4.28485158832144	0.7783100452150162	9.086841659007852e-9	4.315732314130153e-8	S	NA
301E5	244.4602091280732	5.301064993136245	0.7633650643746704	4.1301227217225417e-13	4.837812289208708e-12	S	biosynthesis protein
302A8	223.54433705240527	3.9899495687252737	0.8631159386052332	1.1026018179474554e-6	3.237922240028795e-6	S	NA
302WR	269.00092472809484	4.8688529351963	0.819767203202386	4.459072603065917e-10	2.8088115943783797e-9	S	NA
3050P	447.0711097953985	4.547916612229185	0.8558067974256026	2.1230321507165562e-8	9.108070029308682e-8	S	NA
3051Q	1162.365865360468	4.0400225653170825	0.8951928833651157	1.7811623595720002e-6	4.9495623594247315e-6	S	NA
3052M	336.7746262148636	5.020852352610119	0.8608183721974508	7.333858576159948e-10	4.419391656443206e-9	S	NA
3052N	230.65511324528848	4.369453181113225	0.9059415683104313	3.13176373407118e-7	1.0479802853223838e-6	S	NA
3052T	282.0335673247874	5.261518059202305	0.9093282550807984	7.602355802953014e-10	4.5418085527670585e-9	S	NA
3053D	268.1799032258823	4.609743629951026	0.9259759441597076	1.177115365778766e-7	4.367056116812682e-7	S	ABC-2 family transporter protein
3054N	230.70653495495733	4.3654207774011216	0.8223077801953239	2.533439061436949e-8	1.0714443089444298e-7	S	NA
3054P	292.94394598786363	4.4488844875300835	0.7334801346427332	2.9331903328778697e-10	1.929243483927558e-9	S	Protein of unknown function (DUF2750)
30556	540.4102617433551	3.534109350161399	0.8367015757292325	9.203674579136406e-6	2.23655728409084e-5	S	Protein of unknown function, DUF536
30557	494.23043250844563	4.227066657334921	1.0424544920039616	1.1571885602286603e-5	2.7511267366895745e-5	S	Protein of unknown function, DUF536
30561	131.97460732393702	6.863557526529723	0.952757453988236	9.459680698703516e-15	1.6300358889914737e-13	S	NA
30566	130.14879944819637	5.239502278912565	0.9260912431071435	1.6402440710045768e-9	9.095502361820593e-9	S	NA
3056J	540.081574369459	3.6967245623692295	0.6699102026827767	1.2556735376412471e-8	5.7038765271939e-8	S	NA
3056Q	202.36467997907735	3.8408595088459343	0.948969182595507	1.6016635866062207e-5	3.714648029003304e-5	S	NA
3056X	221.3920630695572	4.232791116273332	0.8140452871650035	5.039585137944273e-8	2.0043238326831136e-7	S	NA
3057C	274.5694771798459	3.8838182892423476	0.8555032360992176	1.7556303468150646e-6	4.906822081916099e-6	S	NA
3057D	137.94134368814858	3.6592117597119236	0.7710435822610814	7.578180862244e-7	2.316789897035006e-6	K	NA
3057E	150.05110472670899	3.5326659541902754	0.8580578480487054	1.4618506128057913e-5	3.405540254413491e-5	S	Domain of unknown function with cystatin-like fold (DUF4467)
3057F	376.59275498400933	5.913403854616275	0.7792730272598953	1.8571788000318654e-15	3.61889513837985e-14	S	NA
3057G	121.96756778141538	4.044261922002357	0.8350253962802865	3.6266543609453165e-7	1.1889267834231108e-6	S	NA
3057T	132.543931160684	4.031163679751351	0.9705604833522158	8.909570016733678e-6	2.170146435150668e-5	K	regulator
30590	130.02273272903454	2.2051439092871195	0.8900627333957551	0.00832435237387006	0.011945130557136321	S	NA
3059J	112.97229254793797	3.867061013589038	0.8697208822319771	2.7381704934507896e-6	7.319340357493456e-6	S	NA
3059W	112.78465265480818	4.2659171918846095	0.7469939634823433	2.8383754830381417e-9	1.5020337264300825e-8	S	NA
305A3	82.659981402048345	5.025792541268573	0.8025166624478517	5.198186184155704e-11	3.9127141494457195e-10	S	NA
305AZ	148.03802795152288	4.383668885163088	1.0376708092404725	4.948731710497962e-6	1.2722694964720408e-5	S	NA
305B1	136.67879109807942	3.790861015777961	0.812965252874801	1.0415297810673205e-6	3.075905939837625e-6	S	Protein of unknown function (DUF4064)
305BI	180.37158151871816	4.268728896168471	0.8766372730429831	2.694286481762891e-7	9.119459926096799e-7	S	NA
305BU	120.8338836762664	2.760818057713874	0.7879376973503645	2.527512604258365e-4	4.6594728380890284e-4	S	NA
305CC	99.3919818909508	2.919881400594739	0.8016185818713059	1.394816881610287e-4	2.725579379716447e-4	S	NA
3062Y	767.0515167628793	3.7002917741965335	0.8370409937962109	3.439394179229641e-6	9.100427491997211e-6	S	NA
3067W	633.2815268730662	5.013602488646002	0.7914938369422363	3.3208649092561934e-11	2.6327008881365643e-10	S	NA
309I5	116.69557335066884	3.757772987743773	0.9055526948563432	1.0997774007887155e-5	2.626616129031468e-5	S	Psort location CytoplasmicMembrane, score 9.99
30D4W	133.77103017367344	3.9256474652372333	0.6148894552358055	5.6019478294046746e-11	4.1864018725120953e-10	S	NA
30DSN	242.7386027251309	4.544787064006012	0.572523552042016	4.4713369426658345e-16	9.6110696138745e-15	S	NA
30EHH	636.6676583193213	0.4660798564551672	1.0006871294657775	0.6078920861227529	0.6433781723684974	S	NA
30EVE	173.08674019103796	3.3686174774576596	0.8385373672230936	2.4569480782772743e-5	5.473009341034313e-5	S	NA
30EVW	136.91739329672478	4.759158245181292	0.9536666366340684	9.687928598976961e-8	3.64608865142003e-7	S	NA
30EW4	107.926199849482	4.126488238794922	0.8719165409603565	5.886201552678362e-7	1.8510905335345979e-6	S	NA
30EWC	106.03317656804101	4.15675673184087	0.7570238123065365	1.0824476857924516e-8	5.0042204542733077e-8	S	NA
30F8J	133.1000249074385	4.677011694869948	0.8482973524175931	6.331212256716871e-9	3.098727125646638e-8	S	Domain of unknown function (DUF4889)
30HKY	145.37383497328582	4.543105087758779	0.7552867699777339	3.712431841303991e-10	2.374362082551786e-9	S	NA
30NUV	105.50276302468315	5.85228338141443	0.8993673070651745	4.438184477477512e-12	4.040879753511184e-11	S	NA
30PGV	300.90447055111946	5.510700917659783	0.7910699277861718	2.85051074182918e-13	3.5167543767537518e-12	S	mRNA processing
30PQ7	105.54317019149829	4.026624306703805	0.9079450846314974	2.577327441095744e-6	6.9159944847936e-6	S	Domain of unknown function (DUF1413)
30TN1	1030.3459589534532	5.405916053932242	0.7891390289629071	7.155007213638741e-13	7.94227222273423e-12	S	NA
30TU7	488.8324556588927	5.88768912392475	0.8240104166664843	5.195759285703996e-14	7.369495313396485e-13	S	NA
30U67	72.1429430428565	1.3558600209350942	0.7789532813218898	0.06291035233334619	0.07906454768838264	S	NA
30UAY	917.5749989723315	4.985547499925227	0.8195656667694632	1.6629124585448532e-10	1.1673981400895687e-9	S	succinate dehydrogenase
30YIF	191.00438770682814	4.3827693348269126	0.70372855731463	1.1149894456232903e-10	7.96148285659096e-10	S	Belongs to the UPF0403 family
315V3	286.81968104386044	3.4475314206537884	0.8854805202503494	3.90199005908103e-5	8.370009540312704e-5	S	Accessory Sec system protein Asp3
3161G	416.70320214937783	1.2629210274023956	0.6466986405608387	0.03954499523346712	0.0514035630060966	S	Protein of unknown function (DUF2469)
318WM	767.2868124099443	2.881416505338489	0.5256608908282001	2.3481439227577895e-8	1.0032541145389326e-7	S	Protein of unknown function (DUF3000)
31D67	792.8046283327604	0.6729819077760093	0.5385990308095147	0.1833031555629716	0.21399052595117346	S	Protein of unknown function (DUF3043)
31ED6	47.76428203349443	1.938672857623469	0.7819832613517851	0.009044274547649592	0.012915967419074931	K	Binds to RNA polymerase (RNAP), stimulating transcription from principal, but not alternative sigma factor promoters
31GEE	338.3593686030618	3.5087469001146667	0.7080637918835426	2.9041415368809637e-7	9.782124562838141e-7	K	RNA polymerase-binding protein
31HT6	135.08212217455193	3.5024059889676296	0.617388418624545	5.781012592288108e-9	2.869859822600168e-8	S	NA
31I0N	61.30435185552406	1.67740895447996	1.039582920505399	0.07570998612464902	0.09429828020901625	S	NA
31IXH	54.69941026221432	3.471042265570029	0.9164724323733549	5.871627896923262e-5	1.2217908348388225e-4	S	META domain
31IYQ	119.98288500291088	2.44701600154712	1.0073132081171612	0.008590434087356552	0.012318469788265757	S	NA
31JGA	65.31687014612983	1.4654775065144852	0.9111743499087213	0.08119119656524575	0.10034596611650112	S	Protein of unknown function (DUF3040)
31JVT	179.34004266361774	3.543042069925993	0.7565422163974785	1.102341200667901e-6	3.237922240028795e-6	S	Protein of unknown function (DUF3046)
31K3Y	1013.2276759234555	6.327354834135605	0.9694809481900427	2.155012614096781e-12	2.181165679801839e-11	S	Domain of unknown function (DUF4191)
31KMU	1591.6566664969903	5.408029566597877	0.8500100335616193	1.8749024943774707e-11	1.582660607602035e-10	S	NA
31MNQ	202.2507205282606	1.1312649468190314	0.989268498574735	0.20837481414253092	0.24096588324302662	S	Protein of unknown function (DUF3159)
31NU2	234.24206508106553	3.309329544675965	0.5885472115691135	8.564910306716019e-9	4.105250112529402e-8	S	NA
31QDV	112.92860132086349	-0.06532504355536893	0.8807404006002972	0.9358746952206795	0.9444814808979268	S	NA
31QJM	42.64334086538963	2.140139254184421	1.0835141159772268	0.02965606836177392	0.03935894496136131	S	NA
31RF6	665.491646572517	5.028590940159334	0.9092632977848404	4.172129239060183e-9	2.142583611684848e-8	S	maleylpyruvate isomerase
31TPE	121.61568112474748	1.8997343770247175	1.1505386097340435	0.06489917697572413	0.08136787973204138	S	NA
31X1U	643.4108869592469	3.049974267608675	0.7879435613141512	5.330568580908406e-5	1.1211317182761168e-4	S	NA
31XN3	278.6959761949839	3.1032836801629835	0.6988946868350028	4.412269637430558e-6	1.1456515808272371e-5	D	involved in cell division
31XWG	491.0793672613569	3.810443599818722	0.7464381075698545	1.1154680045059626e-7	4.160555973872866e-7	S	NA
31XZ9	270.3714945255225	3.5757795140330457	0.8184931483965866	4.709059120604744e-6	1.2168525721479536e-5	S	NA
31Y1M	117.47881808119708	2.000561291038116	0.8142508611970262	0.009429865518504313	0.013411507234707703	S	Protein of unknown function (DUF3052)
31YCZ	464.7530683458823	2.7877761236540035	0.8205308572866209	3.6719056062097004e-4	6.634248863905741e-4	S	NA
31YKI	966.1561460461148	8.72694101556806	0.8174935973036783	1.6943182533702494e-29	3.53265355827697e-27	S	NA
321E0	1032.5851409448055	4.606026259477517	0.7908642878806501	1.116544483337363e-9	6.3994689390605584e-9	S	NA
3220C	51.41958422424097	3.0565132525174583	0.8158089031202175	8.710100110680966e-5	1.7631610418223124e-4	S	NA
325R7	40.15662920326168	1.5260056772918453	0.8919334589811716	0.0646193807844662	0.08106582968448378	S	NA
328S9	252.18253257557927	4.032504270303413	0.7163200768054936	5.36611140730655e-9	2.676636910103865e-8	S	NA
329FH	69.77600326799154	1.9030305481424223	1.1021138239259296	0.0556241177285407	0.07050230119392545	S	NA
32B05	326.1963721617008	3.942521090313481	0.9934982458089585	2.063758194186078e-5	4.672025879346334e-5	S	Peptidase M50B-like
32C2V	311.1242781047142	4.694408093533454	0.9852634308935656	3.1576386212189545e-7	1.0517055152143004e-6	S	NA
32DKN	62.14877261968861	1.32000217010046	0.9095382222280767	0.11473234131987295	0.13916051870385984	S	NA
32FEI	1167.272851931869	2.751578588795462	0.9510908148581051	0.0019920335783194837	0.003144151469692071	S	NA
32FSI	673.2126745995008	3.1716877285261544	0.582884655765279	2.5748621794668318e-8	1.082376541167005e-7	S	tRNA adenosine
32HK7	1323.8473569207245	4.696837120990234	0.7995084553169851	7.650294601721609e-10	4.544405767689332e-9	S	NA
32NN5	109.64574315158596	3.0598136790468304	0.6420848354055106	9.546891711474046e-7	2.8517577676824334e-6	S	NA
32QWD	131.30990625998493	0.6590107809891507	0.6685507726487123	0.29092699593734256	0.3278588122642012	S	NA
32REF	724.6920907064241	0.955249948846677	0.595839779874707	0.08908691746392078	0.1094556410797141	S	Suppressor of fused protein (SUFU)
32RKK	1214.7024772022892	4.954910061826658	0.5919468667307987	9.00997815613436e-18	2.6836863507914485e-16	S	pathogenesis
32RMG	290.3413900637586	-0.2922375605540564	0.8428408992386426	0.7076292386799586	0.7358638217694332	S	Arsenical resistance operon trans-acting repressor arsD
32RMN	318.68064078967615	4.46470752569615	0.7712588212077739	1.541840562334484e-9	8.665060842230186e-9	S	NA
32RNQ	354.101739772879	2.4686712685394006	0.6777647170364022	1.696064022618092e-4	3.235401177638355e-4	S	Domain of unknown function (DUF4193)
32RR4	499.52438275639634	0.8597223743304032	0.6771402219699314	0.17424618412890266	0.20398842379623638	S	Protein of unknown function (DUF3499)
32RS7	615.1354491953579	3.505974056476953	0.7152237084397237	3.817415186005698e-7	1.247540856241674e-6	S	NA
32RSG	485.48328575157416	0.2682095841456505	0.5381057085460729	0.5965055129157772	0.6322897785609535	K	Transcription factor WhiB
32RUD	667.1673359973303	-0.8120121707899843	0.39525746195336026	0.03185564582584415	0.04206397818042119	S	Protein of unknown function (DUF2871)
32RUK	418.15043779553116	0.6711862348358482	0.5066088223388516	0.158885751595083	0.18758595247777354	K	Acts as a transcriptional regulator. Probably redox- responsive. The apo- but not holo-form probably binds DNA
32RUP	171.83436448564467	0.05941433496407288	0.7125080880279561	0.9289863968826774	0.9384382933625882	H	NA
32S2G	343.54370407516757	4.820004291261037	0.7958163366121483	2.2757572137917642e-10	1.5355837510536661e-9	S	NA
32SFN	503.3511077199848	1.7032676262663582	0.6028326023807559	0.0035343994353286214	0.005363335387671161	S	Protein of unknown function (DUF3151)
32SI2	415.34375400217056	2.8013494690332963	0.6841421025850957	2.3622914643855495e-5	5.2790757805400545e-5	K	Binds to RNA polymerase (RNAP), stimulating transcription from principal, but not alternative sigma factor promoters
32SM3	507.7932253371393	1.2085976164261374	0.7900806040619897	0.10045939451745517	0.12264034569703128	S	Protein of unknown function (DUF3515)
