ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	set_annotation
GO:0042626	ATPase-coupled transmembrane transporter activity	37	0.7856277635242236	2.1101795472999108	9.28524820644766e-7	5.060460272513975e-5	3.3964460544637496e-5	460	tags=49%, list=15%, signal=42%	cluster_2534/cluster_2868/cluster_3744/cluster_2/cluster_356/cluster_5617/cluster_1034/cluster_705/cluster_3367/cluster_1405/cluster_1502/cluster_4511/cluster_143/cluster_2790/cluster_2714/cluster_656/cluster_11964/cluster_1787	GO_MF
GO:0043492	ATPase-coupled transmembrane transporter activity	37	0.7856277635242236	2.1101795472999108	9.28524820644766e-7	5.060460272513975e-5	3.3964460544637496e-5	460	tags=49%, list=15%, signal=42%	cluster_2534/cluster_2868/cluster_3744/cluster_2/cluster_356/cluster_5617/cluster_1034/cluster_705/cluster_3367/cluster_1405/cluster_1502/cluster_4511/cluster_143/cluster_2790/cluster_2714/cluster_656/cluster_11964/cluster_1787	GO_MF
GO:0015399	primary active transmembrane transporter activity	42	0.7668154662311686	2.102670567650503	8.831017099465851e-7	5.060460272513975e-5	3.3964460544637496e-5	460	tags=45%, list=15%, signal=39%	cluster_2534/cluster_2868/cluster_3744/cluster_2/cluster_356/cluster_5617/cluster_1034/cluster_705/cluster_3367/cluster_1405/cluster_1502/cluster_4511/cluster_143/cluster_399/cluster_2790/cluster_2714/cluster_656/cluster_11964/cluster_1787	GO_MF
GO:0015405	ATPase-coupled transmembrane transporter activity	42	0.7668154662311686	2.102670567650503	8.831017099465851e-7	5.060460272513975e-5	3.3964460544637496e-5	460	tags=45%, list=15%, signal=39%	cluster_2534/cluster_2868/cluster_3744/cluster_2/cluster_356/cluster_5617/cluster_1034/cluster_705/cluster_3367/cluster_1405/cluster_1502/cluster_4511/cluster_143/cluster_399/cluster_2790/cluster_2714/cluster_656/cluster_11964/cluster_1787	GO_MF
GO:0042623	ATP hydrolysis activity	79	0.6580233578987136	2.0067399059423288	2.799113059664832e-6	1.2204132940138668e-4	8.191088743019192e-5	536	tags=35%, list=18%, signal=30%	cluster_2534/cluster_2868/cluster_3744/cluster_2/cluster_356/cluster_5635/cluster_5617/cluster_1034/cluster_705/cluster_3367/cluster_1405/cluster_1502/cluster_4511/cluster_143/cluster_317/cluster_2790/cluster_2714/cluster_656/cluster_6307/cluster_1601/cluster_11964/cluster_1787/cluster_2968/cluster_3070/cluster_553/cluster_1608/cluster_1945/cluster_6905	GO_MF
GO:0003735	structural constituent of ribosome	62	0.6515183811351979	1.9153079607342718	7.435443501876694e-5	0.0027015444723485324	0.001813204643440106	770	tags=68%, list=26%, signal=51%	cluster_15338/cluster_14549/cluster_885/cluster_99/cluster_151/cluster_177/cluster_780/cluster_1277/cluster_241/cluster_353/cluster_161/cluster_432/cluster_153/cluster_119/cluster_602/cluster_238/cluster_321/cluster_955/cluster_95/cluster_115/cluster_1067/cluster_373/cluster_362/cluster_604/cluster_896/cluster_735/cluster_134/cluster_1230/cluster_374/cluster_269/cluster_433/cluster_13725/cluster_375/cluster_391/cluster_102/cluster_156/cluster_9423/cluster_15418/cluster_415/cluster_364/cluster_162/cluster_13726	GO_MF
GO:0008237	metallopeptidase activity	24	0.778169589301396	1.9416801912080996	1.8242739975315878e-4	0.0040656897265103084	0.002728782578391757	38	tags=17%, list=1%, signal=17%	cluster_1988/cluster_4380/cluster_539/cluster_2578	GO_MF
GO:0005198	structural molecule activity	63	0.6354938182679164	1.8715214976904362	1.8649952873900496e-4	0.0040656897265103084	0.002728782578391757	770	tags=67%, list=26%, signal=51%	cluster_15338/cluster_14549/cluster_885/cluster_99/cluster_151/cluster_177/cluster_780/cluster_1277/cluster_241/cluster_353/cluster_161/cluster_432/cluster_153/cluster_119/cluster_602/cluster_238/cluster_321/cluster_955/cluster_95/cluster_115/cluster_1067/cluster_373/cluster_362/cluster_604/cluster_896/cluster_735/cluster_134/cluster_1230/cluster_374/cluster_269/cluster_433/cluster_13725/cluster_375/cluster_391/cluster_102/cluster_156/cluster_9423/cluster_15418/cluster_415/cluster_364/cluster_162/cluster_13726	GO_MF
GO:0016817	hydrolase activity, acting on acid anhydrides	147	0.521936426736761	1.7336400186031138	1.7600863193155728e-4	0.0040656897265103084	0.002728782578391757	620	tags=31%, list=21%, signal=26%	cluster_2534/cluster_2868/cluster_3744/cluster_2/cluster_356/cluster_5635/cluster_5617/cluster_1034/cluster_1620/cluster_705/cluster_3367/cluster_10263/cluster_1405/cluster_11273/cluster_1502/cluster_4511/cluster_6120/cluster_143/cluster_317/cluster_66/cluster_21852/cluster_13597/cluster_2790/cluster_2714/cluster_5905/cluster_656/cluster_858/cluster_6307/cluster_1601/cluster_11964/cluster_785/cluster_424/cluster_1787/cluster_6266/cluster_2968/cluster_3070/cluster_553/cluster_1608/cluster_1945/cluster_6905/cluster_560/cluster_77/cluster_4467/cluster_383/cluster_14606	GO_MF
GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	147	0.521936426736761	1.7336400186031138	1.7600863193155728e-4	0.0040656897265103084	0.002728782578391757	620	tags=31%, list=21%, signal=26%	cluster_2534/cluster_2868/cluster_3744/cluster_2/cluster_356/cluster_5635/cluster_5617/cluster_1034/cluster_1620/cluster_705/cluster_3367/cluster_10263/cluster_1405/cluster_11273/cluster_1502/cluster_4511/cluster_6120/cluster_143/cluster_317/cluster_66/cluster_21852/cluster_13597/cluster_2790/cluster_2714/cluster_5905/cluster_656/cluster_858/cluster_6307/cluster_1601/cluster_11964/cluster_785/cluster_424/cluster_1787/cluster_6266/cluster_2968/cluster_3070/cluster_553/cluster_1608/cluster_1945/cluster_6905/cluster_560/cluster_77/cluster_4467/cluster_383/cluster_14606	GO_MF
GO:0016462	pyrophosphatase activity	146	0.5236890622029405	1.7381326939620836	2.1924109973276934e-4	0.0043449599765221555	0.0029162213265889895	620	tags=31%, list=21%, signal=26%	cluster_2534/cluster_2868/cluster_3744/cluster_2/cluster_356/cluster_5635/cluster_5617/cluster_1034/cluster_1620/cluster_705/cluster_3367/cluster_10263/cluster_1405/cluster_11273/cluster_1502/cluster_4511/cluster_6120/cluster_143/cluster_317/cluster_66/cluster_21852/cluster_13597/cluster_2790/cluster_2714/cluster_5905/cluster_656/cluster_858/cluster_6307/cluster_1601/cluster_11964/cluster_785/cluster_424/cluster_1787/cluster_6266/cluster_2968/cluster_3070/cluster_553/cluster_1608/cluster_1945/cluster_6905/cluster_560/cluster_77/cluster_4467/cluster_383/cluster_14606	GO_MF
GO:0016887	ATP hydrolysis activity	104	0.5615436532659384	1.7811769962128714	2.924524580672081e-4	0.005312886321554281	0.0035658676904685898	536	tags=29%, list=18%, signal=25%	cluster_2534/cluster_2868/cluster_3744/cluster_2/cluster_356/cluster_5635/cluster_5617/cluster_1034/cluster_705/cluster_3367/cluster_1405/cluster_1502/cluster_4511/cluster_143/cluster_317/cluster_2790/cluster_2714/cluster_656/cluster_858/cluster_6307/cluster_1601/cluster_11964/cluster_1787/cluster_6266/cluster_2968/cluster_3070/cluster_553/cluster_1608/cluster_1945/cluster_6905	GO_MF
GO:0017111	ribonucleoside triphosphate phosphatase activity	137	0.5290464723928066	1.7423326454239805	3.640565562275805e-4	0.006104948404431735	0.004097478649039166	620	tags=31%, list=21%, signal=25%	cluster_2534/cluster_2868/cluster_3744/cluster_2/cluster_356/cluster_5635/cluster_5617/cluster_1034/cluster_1620/cluster_705/cluster_3367/cluster_10263/cluster_1405/cluster_1502/cluster_4511/cluster_6120/cluster_143/cluster_317/cluster_66/cluster_13597/cluster_2790/cluster_2714/cluster_5905/cluster_656/cluster_858/cluster_6307/cluster_1601/cluster_11964/cluster_424/cluster_1787/cluster_6266/cluster_2968/cluster_3070/cluster_553/cluster_1608/cluster_1945/cluster_6905/cluster_560/cluster_77/cluster_4467/cluster_383/cluster_14606	GO_MF
GO:0004222	metalloendopeptidase activity	10	0.8765340718940469	1.8343212748916868	4.2205831431678143e-4	0.006572050894361311	0.004410985390228017	38	tags=30%, list=1%, signal=30%	cluster_1988/cluster_4380/cluster_2578	GO_MF
GO:0015318	inorganic molecular entity transmembrane transporter activity	70	0.5976096072265659	1.7922682742843294	5.887339252568504e-4	0.008556266380399559	0.005742737937593137	439	tags=23%, list=15%, signal=20%	cluster_2534/cluster_2868/cluster_356/cluster_763/cluster_1034/cluster_1866/cluster_705/cluster_3367/cluster_1082/cluster_143/cluster_10128/cluster_1301/cluster_2714/cluster_4685/cluster_455/cluster_11964	GO_MF
GO:0031406	carboxylic acid binding	20	-0.7095672171908851	-1.888845625321244	7.869644652864114e-4	0.010091661966613982	0.006773254530948061	202	tags=30%, list=7%, signal=28%	cluster_359/cluster_4466/cluster_3675/cluster_4226/cluster_1585/cluster_2205	GO_MF
GO:0043177	organic acid binding	20	-0.7095672171908851	-1.888845625321244	7.869644652864114e-4	0.010091661966613982	0.006773254530948061	202	tags=30%, list=7%, signal=28%	cluster_359/cluster_4466/cluster_3675/cluster_4226/cluster_1585/cluster_2205	GO_MF
GO:0019843	rRNA binding	50	0.6406595816829335	1.8141030289361773	8.60554025661918e-4	0.010300650555844794	0.006913522101701722	770	tags=64%, list=26%, signal=48%	cluster_15338/cluster_14549/cluster_885/cluster_177/cluster_1277/cluster_241/cluster_161/cluster_432/cluster_119/cluster_238/cluster_321/cluster_955/cluster_95/cluster_1067/cluster_362/cluster_604/cluster_896/cluster_134/cluster_374/cluster_269/cluster_433/cluster_13725/cluster_77/cluster_375/cluster_174/cluster_391/cluster_156/cluster_9423/cluster_15418/cluster_415/cluster_364/cluster_13726	GO_MF
GO:0008233	peptidase activity	64	0.6002726440335002	1.7713129572244355	8.97763121839684e-4	0.010300650555844794	0.006913522101701722	115	tags=12%, list=4%, signal=12%	cluster_1988/cluster_17652/cluster_4380/cluster_539/cluster_2578/cluster_5635/cluster_6426/cluster_4497	GO_MF
GO:0015144	carbohydrate transmembrane transporter activity	18	-0.7158353564492753	-1.863776748094203	0.0011211328438285393	0.012087892156357067	0.008113071027202474	233	tags=33%, list=8%, signal=31%	cluster_851/cluster_840/cluster_1766/cluster_1103/cluster_3937/cluster_6456	GO_MF
GO:0015075	monoatomic ion transmembrane transporter activity	92	0.5522349679803223	1.7229284806389782	0.0011644299783646716	0.012087892156357067	0.008113071027202474	439	tags=21%, list=15%, signal=18%	cluster_2534/cluster_2868/cluster_993/cluster_356/cluster_763/cluster_1034/cluster_1866/cluster_705/cluster_3367/cluster_1405/cluster_4511/cluster_1082/cluster_143/cluster_10128/cluster_1301/cluster_2714/cluster_4685/cluster_455/cluster_11964	GO_MF
GO:0004175	endopeptidase activity	26	0.7248054096401136	1.8310341188995245	0.001396261150895388	0.013762861624816892	0.009237265890147504	115	tags=19%, list=4%, signal=19%	cluster_1988/cluster_4380/cluster_2578/cluster_6426/cluster_4497	GO_MF
GO:0022857	transmembrane transporter activity	165	0.4703349822491302	1.5801431323776145	0.0014520450338109565	0.013762861624816892	0.009237265890147504	439	tags=25%, list=15%, signal=22%	cluster_2534/cluster_2868/cluster_6251/cluster_6880/cluster_3744/cluster_2/cluster_993/cluster_356/cluster_9247/cluster_763/cluster_5617/cluster_1813/cluster_1034/cluster_1866/cluster_4354/cluster_1366/cluster_705/cluster_335/cluster_3367/cluster_1405/cluster_1502/cluster_4511/cluster_532/cluster_1082/cluster_327/cluster_11335/cluster_143/cluster_10128/cluster_1270/cluster_399/cluster_498/cluster_1257/cluster_8740/cluster_2790/cluster_1301/cluster_2714/cluster_2310/cluster_4685/cluster_656/cluster_455/cluster_11964	GO_MF
GO:0046914	transition metal ion binding	65	0.583360558070542	1.7251813772303604	0.0017219204780965424	0.015015146569001851	0.010077766166543973	219	tags=15%, list=7%, signal=15%	cluster_2534/cluster_11301/cluster_1256/cluster_5635/cluster_322/cluster_578/cluster_1620/cluster_1225/cluster_5535/cluster_8260	GO_MF
GO:0016301	kinase activity	116	-0.4183222031727374	-1.5804342501245767	0.0017192167035539779	0.015015146569001851	0.010077766166543973	426	tags=26%, list=14%, signal=23%	cluster_690/cluster_1001/cluster_1283/cluster_13233/cluster_1904/cluster_564/cluster_668/cluster_1609/cluster_1206/cluster_759/cluster_21429/cluster_2956/cluster_3789/cluster_1743/cluster_2308/cluster_648/cluster_239/cluster_2239/cluster_2100/cluster_1871/cluster_1967/cluster_2561/cluster_1766/cluster_1103/cluster_1471/cluster_21264/cluster_3937/cluster_1415/cluster_2007/cluster_6456	GO_MF
