paired_counts	distinct_minimizer_count	k2_taxon	source	rel_abun	abun_filter	species_microbial_read_pair_total	minimizer_threshold	minimizer_microbe_ratio	minimizer_filter	taxa_pass_filter	mtx_LIBID
44730	147922	Staphylococcus_hominis	non_contaminant	26.52285543175983	TRUE	261094	2610.94	566546.9141382031	TRUE	TRUE	SMT030_T3_Ac
43880	208765	Staphylococcus_epidermidis	non_contaminant	26.01884409446951	TRUE	261094	2610.94	799577.9297877393	TRUE	TRUE	SMT030_T3_Ac
6668	58074	Staphylococcus_capitis	non_contaminant	3.9538207024139176	TRUE	261094	2610.94	222425.63980788528	TRUE	TRUE	SMT030_T3_Ac
1432	7808	Staphylococcus_haemolyticus	non_contaminant	0.8491108647055684	TRUE	261094	2610.94	29904.938451285743	TRUE	TRUE	SMT030_T3_Ac
1177	3693	Staphylococcus_saccharolyticus	non_contaminant	0.6979074635184734	TRUE	261094	2610.94	14144.331160424981	TRUE	TRUE	SMT030_T3_Ac
336	3251	Staphylococcus_lugdunensis	non_contaminant	0.1992327168582898	TRUE	261094	2610.94	12451.45426551357	TRUE	TRUE	SMT030_T3_Ac
1675	14943	Caldibacillus_thermoamylovorans	non_contaminant	0.993198811719153	TRUE	261094	2610.94	57232.26117796656	TRUE	TRUE	SMT030_T3_Ac
1554	15838	Weizmannia_coagulans	non_contaminant	0.9214513154695902	TRUE	261094	2610.94	60660.145388250974	TRUE	TRUE	SMT030_T3_Ac
37726	228173	Cutibacterium_acnes	non_contaminant	22.36980201248762	TRUE	261094	2610.94	873911.3116348902	TRUE	TRUE	SMT030_T3_Ac
3248	8582	Corynebacterium_tuberculostearicum	non_contaminant	1.925916262963468	TRUE	261094	2610.94	32869.38803649261	TRUE	TRUE	SMT030_T3_Ac
1899	3975	Corynebacterium_kefirresidentii	non_contaminant	1.126020622958013	TRUE	261094	2610.94	15224.401939531357	TRUE	TRUE	SMT030_T3_Ac
505	3116	Corynebacterium_ureicelerivorans	non_contaminant	0.2994420298018939	TRUE	261094	2610.94	11934.399105303071	TRUE	TRUE	SMT030_T3_Ac
6180	46181	Moraxella_osloensis	non_contaminant	3.66445889935783	TRUE	261094	2610.94	176874.99521245222	TRUE	TRUE	SMT030_T3_Ac
299	3013	Haemophilus_parainfluenzae	non_contaminant	0.17729339982329956	TRUE	261094	2610.94	11539.90516825358	TRUE	TRUE	SMT030_T3_Ac
2029	12016	Roseomonas_mucosa	non_contaminant	1.2031047098377083	TRUE	261094	2610.94	46021.739296958185	TRUE	TRUE	SMT030_T3_Ac
695	4983	Roseomonas_sp._FDAARGOS_362	non_contaminant	0.41210338754914105	TRUE	261094	2610.94	19085.080469103083	TRUE	TRUE	SMT030_T3_Ac
1718	5513	Paracoccus_yeei	non_contaminant	1.0186958558408985	TRUE	261094	2610.94	21115.000727707262	TRUE	TRUE	SMT030_T3_Ac
2252	9734	Ralstonia_pickettii	non_contaminant	1.335333566562109	TRUE	261094	2610.94	37281.59207028886	TRUE	TRUE	SMT030_T3_Ac
426	2640	Cupriavidus_basilensis	non_contaminant	0.2525986231596174	TRUE	261094	2610.94	10111.30091078309	TRUE	TRUE	SMT030_T3_Ac
6407	72585	Malassezia_globosa	non_contaminant	3.7990595741400677	TRUE	261094	2610.94	278003.32447317825	TRUE	TRUE	SMT030_T3_Ac
3031	34099	Malassezia_restricta	non_contaminant	1.7972451333258226	TRUE	261094	2610.94	130600.47339272447	TRUE	TRUE	SMT030_T3_Ac
422	5252	Malassezia_furfur	non_contaminant	0.25022680510178064	TRUE	261094	2610.94	20115.360751300297	TRUE	TRUE	SMT030_T3_Ac
358	3648	Malassezia_arunalokei	non_contaminant	0.2122777161763921	TRUE	261094	2610.94	13971.979440354815	TRUE	TRUE	SMT030_T3_Ac
