paired_counts	distinct_minimizer_count	k2_taxon	source	rel_abun	abun_filter	species_microbial_read_pair_total	minimizer_threshold	minimizer_microbe_ratio	minimizer_filter	taxa_pass_filter	mtx_LIBID
2510	20969	Moraxella_osloensis	non_contaminant	2.1722198182604933	TRUE	169524	1695.24	123693.40034449399	TRUE	TRUE	SMT029_T2_Vf
4323	13357	Ralstonia_pickettii	non_contaminant	3.7412375594980527	TRUE	169524	1695.24	78791.20360538921	TRUE	TRUE	SMT029_T2_Vf
613	2282	Ralstonia_mannitolilytica	non_contaminant	0.5305062743401124	TRUE	169524	1695.24	13461.220830088954	TRUE	TRUE	SMT029_T2_Vf
476	2772	Cupriavidus_basilensis	non_contaminant	0.41194288186932065	TRUE	169524	1695.24	16351.667020598852	TRUE	TRUE	SMT029_T2_Vf
695	5121	Roseomonas_mucosa	non_contaminant	0.6014712245781046	TRUE	169524	1695.24	30208.11212571671	TRUE	TRUE	SMT029_T2_Vf
412	3225	Roseomonas_sp._FDAARGOS_362	non_contaminant	0.3565556036347901	TRUE	169524	1695.24	19023.85502937637	TRUE	TRUE	SMT029_T2_Vf
617	3740	Sphingomonas_melonis	non_contaminant	0.5339679792297707	TRUE	169524	1695.24	22061.77296430004	TRUE	TRUE	SMT029_T2_Vf
28590	194474	Cutibacterium_acnes	non_contaminant	24.742535698831674	TRUE	169524	1695.24	1147176.8009249428	TRUE	TRUE	SMT029_T2_Vf
1273	4284	Cutibacterium_modestum	non_contaminant	1.1016875811337083	TRUE	169524	1695.24	25270.758122743682	TRUE	TRUE	SMT029_T2_Vf
13386	30200	Corynebacterium_ureicelerivorans	non_contaminant	11.58459541324102	TRUE	169524	1695.24	178145.86725183454	TRUE	TRUE	SMT029_T2_Vf
2493	5847	Corynebacterium_kefirresidentii	non_contaminant	2.157507572479446	TRUE	169524	1695.24	34490.691583492604	TRUE	TRUE	SMT029_T2_Vf
1438	5772	Corynebacterium_tuberculostearicum	non_contaminant	1.2444829078321074	TRUE	169524	1695.24	34048.27635025129	TRUE	TRUE	SMT029_T2_Vf
188	2650	Dermacoccus_sp._PAMC28757	non_contaminant	0.16270012981393336	TRUE	169524	1695.24	15632.004907859653	TRUE	TRUE	SMT029_T2_Vf
6482	89397	Staphylococcus_epidermidis	non_contaminant	5.609692773691043	TRUE	169524	1695.24	527341.261414313	TRUE	TRUE	SMT029_T2_Vf
3393	31455	Staphylococcus_hominis	non_contaminant	2.9363911726525314	TRUE	169524	1695.24	185548.94882140582	TRUE	TRUE	SMT029_T2_Vf
1308	20024	Staphylococcus_capitis	non_contaminant	1.1319774989182172	TRUE	169524	1695.24	118118.96840565348	TRUE	TRUE	SMT029_T2_Vf
567	5327	Caldibacillus_thermoamylovorans	non_contaminant	0.4906966681090437	TRUE	169524	1695.24	31423.27929968618	TRUE	TRUE	SMT029_T2_Vf
387	4118	Weizmannia_coagulans	non_contaminant	0.33491994807442665	TRUE	169524	1695.24	24291.545739836245	TRUE	TRUE	SMT029_T2_Vf
25748	155243	Malassezia_globosa	non_contaminant	22.282994374729554	TRUE	169524	1695.24	915758.2407210778	TRUE	TRUE	SMT029_T2_Vf
18832	89678	Malassezia_restricta	non_contaminant	16.297706620510603	TRUE	169524	1695.24	528998.8438215238	TRUE	TRUE	SMT029_T2_Vf
923	6124	Malassezia_arunalokei	non_contaminant	0.7987884032886197	TRUE	169524	1695.24	36124.67851159718	TRUE	TRUE	SMT029_T2_Vf
694	5137	Malassezia_furfur	non_contaminant	0.6006057983556902	TRUE	169524	1695.24	30302.494042141523	TRUE	TRUE	SMT029_T2_Vf
202	2244	Malassezia_obtusa	non_contaminant	0.17481609692773692	TRUE	169524	1695.24	13237.063778580023	TRUE	TRUE	SMT029_T2_Vf
