paired_counts	distinct_minimizer_count	k2_taxon	source	rel_abun	abun_filter	species_microbial_read_pair_total	minimizer_threshold	minimizer_microbe_ratio	minimizer_filter	taxa_pass_filter	mtx_LIBID
14952	111790	Staphylococcus_epidermidis	non_contaminant	14.381763093348724	TRUE	221757	2217.57	504110.35502825165	TRUE	TRUE	SMT030_T2_Ac
9254	60066	Staphylococcus_hominis	non_contaminant	8.901072476314145	TRUE	221757	2217.57	270864.05389683304	TRUE	TRUE	SMT030_T2_Ac
4588	42781	Staphylococcus_capitis	non_contaminant	4.413023613716154	TRUE	221757	2217.57	192918.37461726123	TRUE	TRUE	SMT030_T2_Ac
665	4964	Staphylococcus_haemolyticus	non_contaminant	0.6396383398259029	TRUE	221757	2217.57	22384.86271008356	TRUE	TRUE	SMT030_T2_Ac
432	4156	Caldibacillus_thermoamylovorans	non_contaminant	0.41552445534554894	TRUE	221757	2217.57	18741.234775001463	TRUE	TRUE	SMT030_T2_Ac
343	4073	Weizmannia_coagulans	non_contaminant	0.3299187226470447	TRUE	221757	2217.57	18366.95121236308	TRUE	TRUE	SMT030_T2_Ac
38375	236396	Cutibacterium_acnes	non_contaminant	36.91146058769778	TRUE	221757	2217.57	1066013.6996802806	TRUE	TRUE	SMT030_T2_Ac
486	3602	Cutibacterium_modestum	non_contaminant	0.4674650122637426	TRUE	221757	2217.57	16243.004730403098	TRUE	TRUE	SMT030_T2_Ac
2394	5681	Corynebacterium_kefirresidentii	non_contaminant	2.3026980233732504	TRUE	221757	2217.57	25618.131558417546	TRUE	TRUE	SMT030_T2_Ac
1393	5569	Corynebacterium_tuberculostearicum	non_contaminant	1.339873996056365	TRUE	221757	2217.57	25113.074220881415	TRUE	TRUE	SMT030_T2_Ac
381	2531	Kocuria_palustris	non_contaminant	0.36646948492281056	TRUE	221757	2217.57	11413.393940213837	TRUE	TRUE	SMT030_T2_Ac
858	5329	Cellulomonas_sp._PSBB021	non_contaminant	0.8252777377001875	TRUE	221757	2217.57	24030.808497589704	TRUE	TRUE	SMT030_T2_Ac
402	4600	Dermacoccus_sp._PAMC28757	non_contaminant	0.386668590390997	TRUE	221757	2217.57	20743.42636309113	TRUE	TRUE	SMT030_T2_Ac
432	3632	Brevibacterium_casei	non_contaminant	0.41552445534554894	TRUE	221757	2217.57	16378.287945814562	TRUE	TRUE	SMT030_T2_Ac
1191	4064	Chroococcidiopsis_thermalis	non_contaminant	1.145577838695715	TRUE	221757	2217.57	18326.366247739643	TRUE	TRUE	SMT030_T2_Ac
792	3899	Serratia_marcescens	non_contaminant	0.7617948348001731	TRUE	221757	2217.57	17582.308562976592	TRUE	TRUE	SMT030_T2_Ac
623	4059	Pseudoxanthomonas_mexicana	non_contaminant	0.5992401288895302	TRUE	221757	2217.57	18303.819045171065	TRUE	TRUE	SMT030_T2_Ac
7340	59587	Moraxella_osloensis	non_contaminant	7.0600682922137254	TRUE	221757	2217.57	268704.0318907633	TRUE	TRUE	SMT030_T2_Ac
306	3583	Haemophilus_parainfluenzae	non_contaminant	0.29432982253643053	TRUE	221757	2217.57	16157.325360642504	TRUE	TRUE	SMT030_T2_Ac
2650	4923	Methylobacterium_radiodurans	non_contaminant	2.5489347376520946	TRUE	221757	2217.57	22199.975649021224	TRUE	TRUE	SMT030_T2_Ac
903	3596	Methylobacterium_aquaticum	non_contaminant	0.8685615351320156	TRUE	221757	2217.57	16215.948087320805	TRUE	TRUE	SMT030_T2_Ac
1001	5420	Sphingomonas_melonis	non_contaminant	0.9628240273168855	TRUE	221757	2217.57	24441.16758433781	TRUE	TRUE	SMT030_T2_Ac
592	2241	Sphingobium_yanoikuyae	non_contaminant	0.5694224017698264	TRUE	221757	2217.57	10105.656191236352	TRUE	TRUE	SMT030_T2_Ac
1726	14062	Roseomonas_mucosa	non_contaminant	1.6601740970518926	TRUE	221757	2217.57	63411.75250386684	TRUE	TRUE	SMT030_T2_Ac
905	5673	Roseomonas_sp._FDAARGOS_362	non_contaminant	0.870485259462319	TRUE	221757	2217.57	25582.05603430782	TRUE	TRUE	SMT030_T2_Ac
656	3011	Paracoccus_sanguinis	non_contaminant	0.6309815803395373	TRUE	221757	2217.57	13577.92538679726	TRUE	TRUE	SMT030_T2_Ac
1844	7534	Ralstonia_pickettii	non_contaminant	1.7736738325397972	TRUE	221757	2217.57	33974.1248303323	TRUE	TRUE	SMT030_T2_Ac
702	3847	Herbaspirillum_huttiense	non_contaminant	0.6752272399365171	TRUE	221757	2217.57	17347.817656263385	TRUE	TRUE	SMT030_T2_Ac
1073	7006	Fibrella_aestuarina	non_contaminant	1.0320781032078103	TRUE	221757	2217.57	31593.140239090535	TRUE	TRUE	SMT030_T2_Ac
3593	51340	Malassezia_globosa	non_contaminant	3.455970759390179	TRUE	221757	2217.57	231514.67597415188	TRUE	TRUE	SMT030_T2_Ac
2729	31651	Malassezia_restricta	non_contaminant	2.6249218486990813	TRUE	221757	2217.57	142728.30169960813	TRUE	TRUE	SMT030_T2_Ac
384	3902	Malassezia_furfur	non_contaminant	0.3693550714182658	TRUE	221757	2217.57	17595.836884517736	TRUE	TRUE	SMT030_T2_Ac
