paired_counts	distinct_minimizer_count	k2_taxon	source	rel_abun	abun_filter	species_microbial_read_pair_total	minimizer_threshold	minimizer_microbe_ratio	minimizer_filter	taxa_pass_filter	mtx_LIBID
10154	62798	Moraxella_osloensis	non_contaminant	4.7875676006997	TRUE	321213	3212.13	195502.67268136717	TRUE	TRUE	SMT030_T3_Vf
12495	70591	Haemophilus_parainfluenzae	non_contaminant	5.891339095011103	TRUE	321213	3212.13	219763.83272158972	TRUE	TRUE	SMT030_T3_Vf
10105	7593	Neisseria_mucosa	non_contaminant	4.764464310131029	TRUE	321213	3212.13	23638.520234237094	TRUE	TRUE	SMT030_T3_Vf
7493	11127	Neisseria_subflava	non_contaminant	3.532917474103097	TRUE	321213	3212.13	34640.56560599976	TRUE	TRUE	SMT030_T3_Vf
721	3825	Neisseria_elongata	non_contaminant	0.3399484183675875	TRUE	321213	3212.13	11907.986289471472	TRUE	TRUE	SMT030_T3_Vf
2407	9164	Ralstonia_pickettii	non_contaminant	1.1348902122202262	TRUE	321213	3212.13	28529.355910252696	TRUE	TRUE	SMT030_T3_Vf
976	4347	Lautropia_mirabilis	non_contaminant	0.46017982846985495	TRUE	321213	3212.13	13533.07618309346	TRUE	TRUE	SMT030_T3_Vf
1501	12362	Roseomonas_mucosa	non_contaminant	0.7077150845627584	TRUE	321213	3212.13	38485.366407959824	TRUE	TRUE	SMT030_T3_Vf
687	4412	Roseomonas_sp._FDAARGOS_362	non_contaminant	0.3239175636872852	TRUE	321213	3212.13	13735.434120038726	TRUE	TRUE	SMT030_T3_Vf
47907	256938	Cutibacterium_acnes	non_contaminant	22.587945740271863	TRUE	321213	3212.13	799899.1323514302	TRUE	TRUE	SMT030_T3_Vf
6471	21069	Corynebacterium_tuberculostearicum	non_contaminant	3.051048842242245	TRUE	321213	3212.13	65591.99036153579	TRUE	TRUE	SMT030_T3_Vf
3875	11320	Corynebacterium_kefirresidentii	non_contaminant	1.8270459378285735	TRUE	321213	3212.13	35241.413018775704	TRUE	TRUE	SMT030_T3_Vf
2199	3481	Schaalia_odontolytica	non_contaminant	1.0368191012348473	TRUE	321213	3212.13	10837.04582317652	TRUE	TRUE	SMT030_T3_Vf
7507	12815	Rothia_mucilaginosa	non_contaminant	3.5395184142655745	TRUE	321213	3212.13	39895.64556851684	TRUE	TRUE	SMT030_T3_Vf
2817	6140	Rothia_dentocariosa	non_contaminant	1.3282034598356367	TRUE	321213	3212.13	19115.0420437529	TRUE	TRUE	SMT030_T3_Vf
641	3363	Rothia_aeria	non_contaminant	0.3022287602962879	TRUE	321213	3212.13	10469.688337645113	TRUE	TRUE	SMT030_T3_Vf
26594	180970	Staphylococcus_epidermidis	non_contaminant	12.538957334351764	TRUE	321213	3212.13	563395.6284459222	TRUE	TRUE	SMT030_T3_Vf
15493	93994	Staphylococcus_hominis	non_contaminant	7.304883281233056	TRUE	321213	3212.13	292622.02961897553	TRUE	TRUE	SMT030_T3_Vf
5427	52775	Staphylococcus_capitis	non_contaminant	2.5588073044117854	TRUE	321213	3212.13	164299.07880440704	TRUE	TRUE	SMT030_T3_Vf
1024	9680	Staphylococcus_lugdunensis	non_contaminant	0.48281162331263466	TRUE	321213	3212.13	30135.76660969512	TRUE	TRUE	SMT030_T3_Vf
802	6133	Staphylococcus_haemolyticus	non_contaminant	0.37813957216477834	TRUE	321213	3212.13	19093.249650543406	TRUE	TRUE	SMT030_T3_Vf
2882	14759	Gemella_sanguinis	non_contaminant	1.3588506820185675	TRUE	321213	3212.13	45947.70448269528	TRUE	TRUE	SMT030_T3_Vf
704	3791	Gemella_haemolysans	non_contaminant	0.33193299102743634	TRUE	321213	3212.13	11802.137522453948	TRUE	TRUE	SMT030_T3_Vf
549	5496	Caldibacillus_thermoamylovorans	non_contaminant	0.2588511535142934	TRUE	321213	3212.13	17110.141868479794	TRUE	TRUE	SMT030_T3_Vf
396	4566	Weizmannia_coagulans	non_contaminant	0.18671230745293294	TRUE	321213	3212.13	14214.866770647513	TRUE	TRUE	SMT030_T3_Vf
1974	5726	Streptococcus_sp._oral_taxon_061	non_contaminant	0.9307325629093172	TRUE	321213	3212.13	17826.177645363045	TRUE	TRUE	SMT030_T3_Vf
1045	3820	Streptococcus_sp._oral_taxon_431	non_contaminant	0.4927130335563508	TRUE	321213	3212.13	11892.420294321835	TRUE	TRUE	SMT030_T3_Vf
5239	8199	Streptococcus_salivarius	non_contaminant	2.470166107944231	TRUE	321213	3212.13	25525.118846372967	TRUE	TRUE	SMT030_T3_Vf
3216	9667	Streptococcus_mitis	non_contaminant	1.5163302544662434	TRUE	321213	3212.13	30095.29502230607	TRUE	TRUE	SMT030_T3_Vf
2909	9171	Streptococcus_oralis	non_contaminant	1.3715810666176311	TRUE	321213	3212.13	28551.148303462185	TRUE	TRUE	SMT030_T3_Vf
1753	5304	Streptococcus_ilei	non_contaminant	0.8265320074873522	TRUE	321213	3212.13	16512.40765473377	TRUE	TRUE	SMT030_T3_Vf
1440	10173	Streptococcus_sanguinis	non_contaminant	0.6789538452833925	TRUE	321213	3212.13	31670.57373144922	TRUE	TRUE	SMT030_T3_Vf
1933	6597	Veillonella_parvula	non_contaminant	0.9114012381477762	TRUE	321213	3212.13	20537.77400042962	TRUE	TRUE	SMT030_T3_Vf
1027	6604	Finegoldia_magna	non_contaminant	0.4842261104903084	TRUE	321213	3212.13	20559.56639363911	TRUE	TRUE	SMT030_T3_Vf
3080	12462	Prevotella_melaninogenica	non_contaminant	1.452206835745034	TRUE	321213	3212.13	38796.686310952544	TRUE	TRUE	SMT030_T3_Vf
982	5163	Prevotella_histicola	non_contaminant	0.4630088028252024	TRUE	321213	3212.13	16073.44659151404	TRUE	TRUE	SMT030_T3_Vf
1570	3858	Tannerella_sp._oral_taxon_HOT-286	non_contaminant	0.7402482896492544	TRUE	321213	3212.13	12010.721857459068	TRUE	TRUE	SMT030_T3_Vf
3866	13354	Fusobacterium_pseudoperiodonticum	non_contaminant	1.8228024762955524	TRUE	321213	3212.13	41573.65984564759	TRUE	TRUE	SMT030_T3_Vf
