paired_counts	distinct_minimizer_count	k2_taxon	source	rel_abun	abun_filter	species_microbial_read_pair_total	minimizer_threshold	minimizer_microbe_ratio	minimizer_filter	taxa_pass_filter	mtx_LIBID
1221948	675711	Staphylococcus_capitis	non_contaminant	42.55659711048608	TRUE	3154581	31545.809999999998	214199.92068677268	TRUE	TRUE	SMT030_T2_Ch
550471	691069	Staphylococcus_epidermidis	non_contaminant	19.171169778097255	TRUE	3154581	31545.809999999998	219068.39608810173	TRUE	TRUE	SMT030_T2_Ch
7503	76831	Staphylococcus_saccharolyticus	non_contaminant	0.26130583962654474	TRUE	3154581	31545.809999999998	24355.37397835085	TRUE	TRUE	SMT030_T2_Ch
7468	79651	Staphylococcus_hominis	non_contaminant	0.2600868999508245	TRUE	3154581	31545.809999999998	25249.312032247708	TRUE	TRUE	SMT030_T2_Ch
459915	310301	Corynebacterium_kefirresidentii	non_contaminant	16.017389741682305	TRUE	3154581	31545.809999999998	98365.20285895339	TRUE	TRUE	SMT030_T2_Ch
255456	380348	Corynebacterium_bovis	non_contaminant	8.896727251451235	TRUE	3154581	31545.809999999998	120570.05351899349	TRUE	TRUE	SMT030_T2_Ch
21683	43558	Corynebacterium_tuberculostearicum	non_contaminant	0.7551505425326362	TRUE	3154581	31545.809999999998	13807.855940297619	TRUE	TRUE	SMT030_T2_Ch
337717	627168	Cutibacterium_acnes	non_contaminant	11.761618584720486	TRUE	3154581	31545.809999999998	198811.82318666094	TRUE	TRUE	SMT030_T2_Ch
5732	87908	Malassezia_globosa	non_contaminant	0.1996274920350999	TRUE	3154581	31545.809999999998	27866.7753340301	TRUE	TRUE	SMT030_T2_Ch
3455	35015	Malassezia_restricta	non_contaminant	0.12032675941752793	TRUE	3154581	31545.809999999998	11099.73083588597	TRUE	TRUE	SMT030_T2_Ch
