paired_counts	distinct_minimizer_count	k2_taxon	source	rel_abun	abun_filter	species_microbial_read_pair_total	minimizer_threshold	minimizer_microbe_ratio	minimizer_filter	taxa_pass_filter	mtx_LIBID
457913	587186	Staphylococcus_epidermidis	non_contaminant	76.16016632016633	TRUE	634113	6341.13	925995.8398581955	TRUE	TRUE	SMT030_T2_Tw
56100	253857	Staphylococcus_hominis	non_contaminant	9.33056133056133	TRUE	634113	6341.13	400334.0098689035	TRUE	TRUE	SMT030_T2_Tw
28337	201827	Staphylococcus_capitis	non_contaminant	4.713014553014553	TRUE	634113	6341.13	318282.3881547926	TRUE	TRUE	SMT030_T2_Tw
4936	46611	Staphylococcus_haemolyticus	non_contaminant	0.8209563409563408	TRUE	634113	6341.13	73505.82624863391	TRUE	TRUE	SMT030_T2_Tw
2303	30303	Staphylococcus_caprae	non_contaminant	0.38303534303534303	TRUE	634113	6341.13	47788.012546659666	TRUE	TRUE	SMT030_T2_Tw
1081	9968	Staphylococcus_lugdunensis	non_contaminant	0.17979209979209979	TRUE	634113	6341.13	15719.595718744135	TRUE	TRUE	SMT030_T2_Tw
25477	70025	Corynebacterium_tuberculostearicum	non_contaminant	4.237338877338877	TRUE	634113	6341.13	110429.84452297934	TRUE	TRUE	SMT030_T2_Tw
15091	155947	Cutibacterium_acnes	non_contaminant	2.50993762993763	TRUE	634113	6341.13	245929.35328561312	TRUE	TRUE	SMT030_T2_Tw
1564	15740	Moraxella_osloensis	non_contaminant	0.26012474012474013	TRUE	634113	6341.13	24822.07429906026	TRUE	TRUE	SMT030_T2_Tw
1333	9112	Paracoccus_yeei	non_contaminant	0.22170478170478172	TRUE	634113	6341.13	14369.678590408965	TRUE	TRUE	SMT030_T2_Tw
2725	12502	Ralstonia_pickettii	non_contaminant	0.45322245322245325	TRUE	634113	6341.13	19715.72890005409	TRUE	TRUE	SMT030_T2_Tw
2254	35965	Malassezia_globosa	non_contaminant	0.3748856548856549	TRUE	634113	6341.13	56717.020467960756	TRUE	TRUE	SMT030_T2_Tw
2136	23809	Malassezia_restricta	non_contaminant	0.35525987525987524	TRUE	634113	6341.13	37546.9356408085	TRUE	TRUE	SMT030_T2_Tw
