paired_counts	distinct_minimizer_count	k2_taxon	source	rel_abun	abun_filter	species_microbial_read_pair_total	minimizer_threshold	minimizer_microbe_ratio	minimizer_filter	taxa_pass_filter	mtx_LIBID
975396	357762	Corynebacterium_kefirresidentii	non_contaminant	21.200762743712502	TRUE	5549506	55495.06	64467.35979743062	TRUE	TRUE	SMT030_T1_Ch
264980	389107	Corynebacterium_bovis	non_contaminant	5.75948446767153	TRUE	5549506	55495.06	70115.61029035738	TRUE	TRUE	SMT030_T1_Ch
73583	116745	Corynebacterium_tuberculostearicum	non_contaminant	1.5993665393036236	TRUE	5549506	55495.06	21037.00761833576	TRUE	TRUE	SMT030_T1_Ch
11709	106794	Corynebacterium_kroppenstedtii	non_contaminant	0.25450148551575946	TRUE	5549506	55495.06	19243.875040409002	TRUE	TRUE	SMT030_T1_Ch
1599658	877608	Cutibacterium_acnes	non_contaminant	34.76943695594575	TRUE	5549506	55495.06	158141.64359854732	TRUE	TRUE	SMT030_T1_Ch
13672	71645	Cutibacterium_granulosum	non_contaminant	0.2971683585251912	TRUE	5549506	55495.06	12910.158129390256	TRUE	TRUE	SMT030_T1_Ch
5633	78956	Gardnerella_vaginalis	non_contaminant	0.12243631974637229	TRUE	5549506	55495.06	14227.572688451908	TRUE	TRUE	SMT030_T1_Ch
954462	682792	Staphylococcus_capitis	non_contaminant	20.745750864150896	TRUE	5549506	55495.06	123036.53694581104	TRUE	TRUE	SMT030_T1_Ch
597020	717453	Staphylococcus_epidermidis	non_contaminant	12.976554520678002	TRUE	5549506	55495.06	129282.31810182743	TRUE	TRUE	SMT030_T1_Ch
11130	110457	Staphylococcus_hominis	non_contaminant	0.2419166054992231	TRUE	5549506	55495.06	19903.93379158433	TRUE	TRUE	SMT030_T1_Ch
11092	116164	Staphylococcus_saccharolyticus	non_contaminant	0.24109065482456263	TRUE	5549506	55495.06	20932.31361494158	TRUE	TRUE	SMT030_T1_Ch
46126	429843	Moraxella_osloensis	non_contaminant	1.0025737057733302	TRUE	5549506	55495.06	77456.08347842132	TRUE	TRUE	SMT030_T1_Ch
20958	139545	Malassezia_restricta	non_contaminant	0.4555335326192917	TRUE	5549506	55495.06	25145.48141762528	TRUE	TRUE	SMT030_T1_Ch
15340	239990	Malassezia_globosa	non_contaminant	0.3334232460339696	TRUE	5549506	55495.06	43245.290661907566	TRUE	TRUE	SMT030_T1_Ch
