paired_counts	distinct_minimizer_count	k2_taxon	source	rel_abun	abun_filter	species_microbial_read_pair_total	minimizer_threshold	minimizer_microbe_ratio	minimizer_filter	taxa_pass_filter	mtx_LIBID
2054498	455319	Corynebacterium_tuberculostearicum	non_contaminant	66.97988091294856	TRUE	3267997	32679.969999999998	139326.62728882555	TRUE	TRUE	SMT029_T2_Tw
68669	33559	Corynebacterium_kefirresidentii	non_contaminant	2.2387178972241712	TRUE	3267997	32679.969999999998	10268.98127507461	TRUE	TRUE	SMT029_T2_Tw
3869	46713	Cutibacterium_acnes	non_contaminant	0.12613551303150355	TRUE	3267997	32679.969999999998	14294.07676934832	TRUE	TRUE	SMT029_T2_Tw
307969	391048	Staphylococcus_hominis	non_contaminant	10.040275991935674	TRUE	3267997	32679.969999999998	119659.8405690091	TRUE	TRUE	SMT029_T2_Tw
276843	488940	Staphylococcus_epidermidis	non_contaminant	9.025519212763127	TRUE	3267997	32679.969999999998	149614.5804295414	TRUE	TRUE	SMT029_T2_Tw
185279	394778	Staphylococcus_capitis	non_contaminant	6.040388141370883	TRUE	3267997	32679.969999999998	120801.21248581319	TRUE	TRUE	SMT029_T2_Tw
140298	325669	Staphylococcus_haemolyticus	non_contaminant	4.573936471257143	TRUE	3267997	32679.969999999998	99654.00825031358	TRUE	TRUE	SMT029_T2_Tw
8324	94669	Staphylococcus_caprae	non_contaminant	0.27137555194474944	TRUE	3267997	32679.969999999998	28968.508845020362	TRUE	TRUE	SMT029_T2_Tw
6091	57101	Moraxella_osloensis	non_contaminant	0.19857622379811016	TRUE	3267997	32679.969999999998	17472.78225775605	TRUE	TRUE	SMT029_T2_Tw
8458	94179	Malassezia_restricta	non_contaminant	0.27574416366514787	TRUE	3267997	32679.969999999998	28818.569906887922	TRUE	TRUE	SMT029_T2_Tw
7038	75519	Malassezia_globosa	non_contaminant	0.22944992006092582	TRUE	3267997	32679.969999999998	23108.650344538262	TRUE	TRUE	SMT029_T2_Tw
