paired_counts	distinct_minimizer_count	k2_taxon	source	rel_abun	abun_filter	species_microbial_read_pair_total	minimizer_threshold	minimizer_microbe_ratio	minimizer_filter	taxa_pass_filter	mtx_LIBID
377825	535778	Cutibacterium_acnes	non_contaminant	77.03780882919659	TRUE	582224	5822.24	920226.5794608261	TRUE	TRUE	SMT030_T3_Sc
5544	30347	Corynebacterium_tuberculostearicum	non_contaminant	1.1304112013473588	TRUE	582224	5822.24	52122.55077083734	TRUE	TRUE	SMT030_T3_Sc
3326	14168	Corynebacterium_kefirresidentii	non_contaminant	0.6781651615586788	TRUE	582224	5822.24	24334.276841902774	TRUE	TRUE	SMT030_T3_Sc
28054	216151	Staphylococcus_capitis	non_contaminant	5.720157980266739	TRUE	582224	5822.24	371250.58396768256	TRUE	TRUE	SMT030_T3_Sc
12569	136001	Staphylococcus_epidermidis	non_contaminant	2.562795524843967	TRUE	582224	5822.24	233588.79056857844	TRUE	TRUE	SMT030_T3_Sc
3056	38846	Staphylococcus_hominis	non_contaminant	0.6231126679865672	TRUE	582224	5822.24	66720.02528236556	TRUE	TRUE	SMT030_T3_Sc
1168	11440	Staphylococcus_saccharolyticus	non_contaminant	0.23815300923046812	TRUE	582224	5822.24	19648.794965511555	TRUE	TRUE	SMT030_T3_Sc
729	10409	Staphylococcus_haemolyticus	non_contaminant	0.1486417326447014	TRUE	582224	5822.24	17877.998845805054	TRUE	TRUE	SMT030_T3_Sc
29583	176269	Moraxella_osloensis	non_contaminant	6.031918212384364	TRUE	582224	5822.24	302751.17480557313	TRUE	TRUE	SMT030_T3_Sc
1807	20982	Haemophilus_parainfluenzae	non_contaminant	0.36844391068446564	TRUE	582224	5822.24	36037.67622083597	TRUE	TRUE	SMT030_T3_Sc
1670	8567	Ralstonia_pickettii	non_contaminant	0.3405098676497275	TRUE	582224	5822.24	14714.268048036496	TRUE	TRUE	SMT030_T3_Sc
16887	202749	Malassezia_globosa	non_contaminant	3.4432276257490706	TRUE	582224	5822.24	348231.9519635055	TRUE	TRUE	SMT030_T3_Sc
7246	80910	Malassezia_restricta	non_contaminant	1.4774458089760032	TRUE	582224	5822.24	138967.13292478496	TRUE	TRUE	SMT030_T3_Sc
977	16302	Malassezia_furfur	non_contaminant	0.19920846748130763	TRUE	582224	5822.24	27999.53282585397	TRUE	TRUE	SMT030_T3_Sc
