paired_counts	distinct_minimizer_count	k2_taxon	source	rel_abun	abun_filter	species_microbial_read_pair_total	minimizer_threshold	minimizer_microbe_ratio	minimizer_filter	taxa_pass_filter	mtx_LIBID
243435	440652	Cutibacterium_acnes	non_contaminant	70.47854245620333	TRUE	444924	4449.24	990398.3601693773	TRUE	TRUE	SMT028_T2_Sc
4241	6258	Cutibacterium_modestum	non_contaminant	1.227841101553837	TRUE	444924	4449.24	14065.323515926317	TRUE	TRUE	SMT028_T2_Sc
1090	5464	Corynebacterium_tuberculostearicum	non_contaminant	0.3155734026629763	TRUE	444924	4449.24	12280.749071751581	TRUE	TRUE	SMT028_T2_Sc
628	4516	Corynebacterium_ureicelerivorans	non_contaminant	0.18181660263518268	TRUE	444924	4449.24	10150.048098102148	TRUE	TRUE	SMT028_T2_Sc
5948	36869	Dermacoccus_sp._PAMC28757	non_contaminant	1.7220464211370485	TRUE	444924	4449.24	82865.83776105582	TRUE	TRUE	SMT028_T2_Sc
979	6197	Dermacoccus_nishinomiyaensis	non_contaminant	0.2834370286303246	TRUE	444924	4449.24	13928.22144905647	TRUE	TRUE	SMT028_T2_Sc
8549	104436	Staphylococcus_epidermidis	non_contaminant	2.4750798342805362	TRUE	444924	4449.24	234727.7287806457	TRUE	TRUE	SMT028_T2_Sc
6595	54558	Staphylococcus_capitis	non_contaminant	1.9093638445525953	TRUE	444924	4449.24	122623.18957844486	TRUE	TRUE	SMT028_T2_Sc
2457	31570	Staphylococcus_hominis	non_contaminant	0.7113429819659933	TRUE	444924	4449.24	70955.93854231284	TRUE	TRUE	SMT028_T2_Sc
584	5899	Caldibacillus_thermoamylovorans	non_contaminant	0.1690778597753928	TRUE	444924	4449.24	13258.444138774263	TRUE	TRUE	SMT028_T2_Sc
15570	56263	Moraxella_osloensis	non_contaminant	4.507777871066551	TRUE	444924	4449.24	126455.30472620044	TRUE	TRUE	SMT028_T2_Sc
21706	49045	Roseomonas_sp._FDAARGOS_362	non_contaminant	6.284253466240884	TRUE	444924	4449.24	110232.30933822406	TRUE	TRUE	SMT028_T2_Sc
7573	13847	Roseomonas_mucosa	non_contaminant	2.1925113562997427	TRUE	444924	4449.24	31122.16917945537	TRUE	TRUE	SMT028_T2_Sc
1094	5305	Methylobacterium_aquaticum	non_contaminant	0.3167314701956845	TRUE	444924	4449.24	11923.38466794329	TRUE	TRUE	SMT028_T2_Sc
1731	7725	Ralstonia_pickettii	non_contaminant	0.5011537247794605	TRUE	444924	4449.24	17362.51584540281	TRUE	TRUE	SMT028_T2_Sc
12958	76783	Malassezia_restricta	non_contaminant	3.7515597722081164	TRUE	444924	4449.24	172575.54099127042	TRUE	TRUE	SMT028_T2_Sc
8579	97294	Malassezia_globosa	non_contaminant	2.4837653407758475	TRUE	444924	4449.24	218675.54908253995	TRUE	TRUE	SMT028_T2_Sc
1188	8628	Malassezia_arunalokei	non_contaminant	0.3439460572143265	TRUE	444924	4449.24	19392.075950049897	TRUE	TRUE	SMT028_T2_Sc
498	7035	Malassezia_furfur	non_contaminant	0.14417940782216715	TRUE	444924	4449.24	15811.689187366832	TRUE	TRUE	SMT028_T2_Sc
