paired_counts	distinct_minimizer_count	k2_taxon	source	rel_abun	abun_filter	species_microbial_read_pair_total	minimizer_threshold	minimizer_microbe_ratio	minimizer_filter	taxa_pass_filter	mtx_LIBID
6072	46095	Moraxella_osloensis	non_contaminant	4.774560837907119	TRUE	252551	2525.51	182517.59050647196	TRUE	TRUE	SMT030_T1_Vf
1818	15464	Haemophilus_parainfluenzae	non_contaminant	1.429537484076934	TRUE	252551	2525.51	61231.19686716742	TRUE	TRUE	SMT030_T1_Vf
1962	10664	Roseomonas_mucosa	non_contaminant	1.5427681758850078	TRUE	252551	2525.51	42225.13472526341	TRUE	TRUE	SMT030_T1_Vf
907	4052	Roseomonas_sp._FDAARGOS_362	non_contaminant	0.7131960935411327	TRUE	252551	2525.51	16044.284124790634	TRUE	TRUE	SMT030_T1_Vf
2342	10334	Ralstonia_pickettii	non_contaminant	1.8415713903785367	TRUE	252551	2525.51	40918.46795300751	TRUE	TRUE	SMT030_T1_Vf
1584	4022	Neisseria_subflava	non_contaminant	1.2455376098888138	TRUE	252551	2525.51	15925.496236403735	TRUE	TRUE	SMT030_T1_Vf
43487	237484	Cutibacterium_acnes	non_contaminant	34.19488260178967	TRUE	252551	2525.51	940340.7628558191	TRUE	TRUE	SMT030_T1_Vf
6511	26399	Corynebacterium_tuberculostearicum	non_contaminant	5.119757183072012	TRUE	252551	2525.51	104529.3821841925	TRUE	TRUE	SMT030_T1_Vf
2604	11251	Corynebacterium_kefirresidentii	non_contaminant	2.0475883435293376	TRUE	252551	2525.51	44549.417741367084	TRUE	TRUE	SMT030_T1_Vf
687	3029	Corynebacterium_ureicelerivorans	non_contaminant	0.5402047588343529	TRUE	252551	2525.51	11993.617130797342	TRUE	TRUE	SMT030_T1_Vf
2220	6859	Rothia_mucilaginosa	non_contaminant	1.7456398320411404	TRUE	252551	2525.51	27158.870881524916	TRUE	TRUE	SMT030_T1_Vf
336	2929	Dermacoccus_sp._PAMC28757	non_contaminant	0.2642049475521726	TRUE	252551	2525.51	11597.65750284101	TRUE	TRUE	SMT030_T1_Vf
17211	133723	Staphylococcus_epidermidis	non_contaminant	13.533426643810841	TRUE	252551	2525.51	529489.0932920479	TRUE	TRUE	SMT030_T1_Vf
12982	83636	Staphylococcus_hominis	non_contaminant	10.208061396197337	TRUE	252551	2525.51	331164.7944375591	TRUE	TRUE	SMT030_T1_Vf
3645	39285	Staphylococcus_capitis	non_contaminant	2.8661518863918727	TRUE	252551	2525.51	155552.73984264562	TRUE	TRUE	SMT030_T1_Vf
881	6647	Staphylococcus_haemolyticus	non_contaminant	0.692751663075786	TRUE	252551	2525.51	26319.43647025749	TRUE	TRUE	SMT030_T1_Vf
618	7505	Staphylococcus_lugdunensis	non_contaminant	0.4859483856763175	TRUE	252551	2525.51	29716.77007812283	TRUE	TRUE	SMT030_T1_Vf
537	5546	Caldibacillus_thermoamylovorans	non_contaminant	0.4222561215342759	TRUE	252551	2525.51	21959.92096645826	TRUE	TRUE	SMT030_T1_Vf
455	4757	Weizmannia_coagulans	non_contaminant	0.3577775331435671	TRUE	252551	2525.51	18835.799501882786	TRUE	TRUE	SMT030_T1_Vf
816	6663	Gemella_sanguinis	non_contaminant	0.6416405869124192	TRUE	252551	2525.51	26382.790010730503	TRUE	TRUE	SMT030_T1_Vf
2975	7332	Streptococcus_salivarius	non_contaminant	2.3393146397848614	TRUE	252551	2525.51	29031.759921758374	TRUE	TRUE	SMT030_T1_Vf
620	2599	Streptococcus_sp._oral_taxon_061	non_contaminant	0.4875210341736519	TRUE	252551	2525.51	10290.990730585108	TRUE	TRUE	SMT030_T1_Vf
870	3717	Streptococcus_mitis	non_contaminant	0.6841020963404469	TRUE	252551	2525.51	14717.819371136917	TRUE	TRUE	SMT030_T1_Vf
807	3736	Streptococcus_oralis	non_contaminant	0.6345636686744146	TRUE	252551	2525.51	14793.051700448621	TRUE	TRUE	SMT030_T1_Vf
662	2765	Streptococcus_ilei	non_contaminant	0.5205466526176734	TRUE	252551	2525.51	10948.283712992623	TRUE	TRUE	SMT030_T1_Vf
1040	4245	Veillonella_parvula	non_contaminant	0.8177772186138675	TRUE	252551	2525.51	16808.48620674636	TRUE	TRUE	SMT030_T1_Vf
823	4477	Prevotella_melaninogenica	non_contaminant	0.6471448566530894	TRUE	252551	2525.51	17727.112543605053	TRUE	TRUE	SMT030_T1_Vf
7616	84135	Malassezia_globosa	non_contaminant	5.9886454778492455	TRUE	252551	2525.51	333140.63298106124	TRUE	TRUE	SMT030_T1_Vf
3604	31520	Malassezia_restricta	non_contaminant	2.8339125921965183	TRUE	252551	2525.51	124806.47473183632	TRUE	TRUE	SMT030_T1_Vf
482	3523	Malassezia_furfur	non_contaminant	0.37900828785758095	TRUE	252551	2525.51	13949.65769290163	TRUE	TRUE	SMT030_T1_Vf
