paired_counts	distinct_minimizer_count	k2_taxon	source	rel_abun	abun_filter	species_microbial_read_pair_total	minimizer_threshold	minimizer_microbe_ratio	minimizer_filter	mtx_filter	taxa_pass_filter	mgx_LIBID	matched_mtx_LIBID
447259	811649	Cutibacterium_acnes	non_contaminant	50.577287551396125	TRUE	902967	1805.934	898868.9509140423	TRUE	TRUE	TRUE	MHS468	MHS414
27317	248860	Cutibacterium_granulosum	non_contaminant	3.089082084522587	TRUE	902967	1805.934	275602.54139963037	TRUE	TRUE	TRUE	MHS468	MHS414
1487	14300	Cutibacterium_avidum	non_contaminant	0.16815408206190605	TRUE	902967	1805.934	15836.680631739588	TRUE	FALSE	TRUE	MHS468	MHS414
1210	5648	Cutibacterium_modestum	non_contaminant	0.13683015419966799	TRUE	902967	1805.934	6254.935119445118	TRUE	FALSE	TRUE	MHS468	MHS414
9760	206540	Corynebacterium_kefirresidentii	non_contaminant	1.1036878553626113	TRUE	902967	1805.934	228734.82641115345	TRUE	TRUE	TRUE	MHS468	MHS414
7485	3396	Lawsonella_clevelandensis	non_contaminant	0.8464245489128223	TRUE	902967	1805.934	3760.934784992143	TRUE	FALSE	TRUE	MHS468	MHS414
71739	540067	Staphylococcus_capitis	non_contaminant	8.11244498523139	TRUE	902967	1805.934	598102.6992127065	TRUE	TRUE	TRUE	MHS468	MHS414
9226	170732	Staphylococcus_epidermidis	non_contaminant	1.0433016550794518	TRUE	902967	1805.934	189078.89214113032	TRUE	TRUE	TRUE	MHS468	MHS414
270989	1562818	Malassezia_restricta	non_contaminant	30.64418731935027	TRUE	902967	1805.934	1730758.7098974825	TRUE	TRUE	TRUE	MHS468	MHS414
35041	1084958	Malassezia_globosa	non_contaminant	3.9625334159591454	TRUE	902967	1805.934	1201547.7863532112	TRUE	TRUE	TRUE	MHS468	MHS414
1635	25944	Malassezia_arunalokei	non_contaminant	0.18489033232765054	TRUE	902967	1805.934	28731.947014674955	TRUE	TRUE	TRUE	MHS468	MHS414
1160	3976	Malassezia_furfur	non_contaminant	0.13117601559637593	TRUE	902967	1805.934	4403.261691734028	TRUE	FALSE	TRUE	MHS468	MHS414
