paired_counts	distinct_minimizer_count	k2_taxon	source	rel_abun	abun_filter	species_microbial_read_pair_total	minimizer_threshold	minimizer_microbe_ratio	minimizer_filter	mtx_filter	taxa_pass_filter	mgx_LIBID	matched_mtx_LIBID
4712919	666793	Staphylococcus_hominis	non_contaminant	68.12484479034735	TRUE	7239529	14479.058	92104.47254234357	TRUE	TRUE	TRUE	MHS467	MHS372
1309603	892219	Staphylococcus_epidermidis	non_contaminant	18.93020039427227	TRUE	7239529	14479.058	123242.68609187144	TRUE	TRUE	TRUE	MHS467	MHS372
84619	40189	Staphylococcus_haemolyticus	non_contaminant	1.2231604747109812	TRUE	7239529	14479.058	5551.327993851533	TRUE	FALSE	TRUE	MHS467	MHS372
57096	226278	Staphylococcus_cohnii	non_contaminant	0.825317841904279	TRUE	7239529	14479.058	31255.900763709902	TRUE	FALSE	TRUE	MHS467	MHS372
56908	14746	Staphylococcus_aureus	non_contaminant	0.8226003178346769	TRUE	7239529	14479.058	2036.8728407607732	TRUE	FALSE	TRUE	MHS467	MHS372
23107	265671	Staphylococcus_capitis	non_contaminant	0.3340097270015793	TRUE	7239529	14479.058	36697.27685323175	TRUE	TRUE	TRUE	MHS467	MHS372
11871	26985	Staphylococcus_caprae	non_contaminant	0.17159429909705928	TRUE	7239529	14479.058	3727.452435096261	TRUE	FALSE	TRUE	MHS467	MHS372
8176	34082	Staphylococcus_saprophyticus	non_contaminant	0.11818338719716591	TRUE	7239529	14479.058	4707.764828347258	TRUE	FALSE	TRUE	MHS467	MHS372
9021	73767	Streptococcus_mitis	non_contaminant	0.13039779059511175	TRUE	7239529	14479.058	10189.475033527733	TRUE	FALSE	TRUE	MHS467	MHS372
13113	240567	Lactobacillus_iners	non_contaminant	0.18954730385475008	TRUE	7239529	14479.058	33229.64795085426	TRUE	FALSE	TRUE	MHS467	MHS372
11362	231313	Finegoldia_magna	non_contaminant	0.16423674722776407	TRUE	7239529	14479.058	31951.3879977551	TRUE	FALSE	TRUE	MHS467	MHS372
450071	501448	Corynebacterium_tuberculostearicum	non_contaminant	6.505738167712287	TRUE	7239529	14479.058	69265.2795506448	TRUE	TRUE	TRUE	MHS467	MHS372
22548	120641	Corynebacterium_kefirresidentii	non_contaminant	0.3259294293690921	TRUE	7239529	14479.058	16664.205641002336	TRUE	FALSE	TRUE	MHS467	MHS372
16922	158080	Corynebacterium_ureicelerivorans	non_contaminant	0.24460607609472132	TRUE	7239529	14479.058	21835.67466889075	TRUE	FALSE	TRUE	MHS467	MHS372
7613	115922	Lawsonella_clevelandensis	non_contaminant	0.1100452699036233	TRUE	7239529	14479.058	16012.367655409627	TRUE	FALSE	TRUE	MHS467	MHS372
26655	451644	Cutibacterium_acnes	non_contaminant	0.38529576635768803	TRUE	7239529	14479.058	62385.82648125313	TRUE	FALSE	TRUE	MHS467	MHS372
7660	183611	Dermacoccus_nishinomiyaensis	non_contaminant	0.11072465092102383	TRUE	7239529	14479.058	25362.285308892333	TRUE	FALSE	TRUE	MHS467	MHS372
9048	99877	Chroococcidiopsis_thermalis	non_contaminant	0.13078807330723546	TRUE	7239529	14479.058	13796.063252181184	TRUE	FALSE	TRUE	MHS467	MHS372
12095	111963	Stenotrophomonas_maltophilia	non_contaminant	0.17483220011615969	TRUE	7239529	14479.058	15465.508874955814	TRUE	FALSE	TRUE	MHS467	MHS372
10106	261045	Moraxella_osloensis	non_contaminant	0.1460813736563795	TRUE	7239529	14479.058	36058.28500721525	TRUE	FALSE	TRUE	MHS467	MHS372
53624	1144117	Malassezia_furfur	non_contaminant	0.7751303761082222	TRUE	7239529	14479.058	158037.49111302683	TRUE	TRUE	TRUE	MHS467	MHS372
3925	118972	Malassezia_globosa	non_contaminant	0.056735542410576836	FALSE	7239529	14479.058	16433.665781295993	TRUE	TRUE	TRUE	MHS467	MHS372
