pangene	length	percent_cov	unpaired_read_count
Achromobacter_xylosoxidans_cluster_16129_NEV08360.1	164	100.0000	10
Achromobacter_xylosoxidans_cluster_16240_NEV06844.1	157	96.1783	3
Achromobacter_xylosoxidans_cluster_7626_CUI47782.1	816	65.0735	9
Achromobacter_xylosoxidans_cluster_9041_PNM93309.1	804	70.0249	7
Cutibacterium_acnes_cluster_4893_MUT49039.1	183	99.4536	6
Cutibacterium_acnes_cluster_4893_REB45883.1	183	84.1530	5
Cutibacterium_acnes_cluster_6747_ESK59495.1	180	82.2222	1
Cutibacterium_acnes_cluster_6976_TLF80156.1	264	80.6818	5
Staphylococcus_aureus_cluster_10063_QEN62420.1	192	100.0000	6
Staphylococcus_aureus_cluster_10116_QER15125.1	1188	97.3064	51
Staphylococcus_aureus_cluster_10214_NDR17425.1	102	89.2157	12
Staphylococcus_aureus_cluster_10276_AECJBGNP_02758	816	97.9167	29
Staphylococcus_aureus_cluster_10279_AECJBGNP_02762	333	57.3574	7
Staphylococcus_aureus_cluster_1033_AGU62855.1	153	100.0000	699
Staphylococcus_aureus_cluster_10503_NVE20857.1	363	62.5344	2
Staphylococcus_aureus_cluster_10515_NVE20874.1	96	100.0000	60
Staphylococcus_aureus_cluster_10732_FDPHMHDJ_02790	618	62.6214	82
Staphylococcus_aureus_cluster_110_ABD21650.1	276	51.0870	2
Staphylococcus_aureus_cluster_1112_AGU61487.1	219	70.3196	6
Staphylococcus_aureus_cluster_11169_SUL88949.1	300	50.3333	1
Staphylococcus_aureus_cluster_11768_ENKHEFDA_02664	228	68.4211	11
Staphylococcus_aureus_cluster_11844_PEJKMINL_01294	234	74.3590	953
Staphylococcus_aureus_cluster_1211_AGU60988.1	324	65.4321	149
Staphylococcus_aureus_cluster_1227_AGU61662.1	204	85.2941	1208
Staphylococcus_aureus_cluster_12301_CAI81184.1	216	71.7593	215
Staphylococcus_aureus_cluster_12312_CAI81450.1	387	60.2067	53
Staphylococcus_aureus_cluster_1251_CAQ50660.1	114	100.0000	17
Staphylococcus_aureus_cluster_12714_AFR72967.1	252	83.3333	2
Staphylococcus_aureus_cluster_1475_CAI81476.1	177	87.0056	96
Staphylococcus_aureus_cluster_181_ADQ77327.1	228	76.3158	117
Staphylococcus_aureus_cluster_181_BAF67527.1	291	100.0000	161
Staphylococcus_aureus_cluster_181_CAI80890.1	243	56.3786	2
Staphylococcus_aureus_cluster_196_AUG74542.1	186	100.0000	732
Staphylococcus_aureus_cluster_196_CAI81803.1	210	100.0000	1146
Staphylococcus_aureus_cluster_1_CAI81681.1	213	66.6667	2
Staphylococcus_aureus_cluster_2531_CAQ49868.1	117	98.2906	30
Staphylococcus_aureus_cluster_2531_QCA26665.1	159	100.0000	6701
Staphylococcus_aureus_cluster_2727_QCQ29964.1	225	100.0000	2150
Staphylococcus_aureus_cluster_2739_QCQ29985.1	189	84.1270	3
Staphylococcus_aureus_cluster_290_AFR72604.1	219	77.6256	31
Staphylococcus_aureus_cluster_304_CAI80420.1	1305	56.8582	6
Staphylococcus_aureus_cluster_3238_CAI79998.1	339	74.3363	136
Staphylococcus_aureus_cluster_3238_EIAOOJIF_00055	390	66.9231	166
Staphylococcus_aureus_cluster_336_AGU61732.1	300	79.0000	12
Staphylococcus_aureus_cluster_338_AGU61734.1	318	95.9119	138
Staphylococcus_aureus_cluster_3413_ABX28416.1	270	62.5926	5
Staphylococcus_aureus_cluster_3440_BAB43876.1	168	98.8095	21
Staphylococcus_aureus_cluster_3645_AUU82419.1	201	70.6468	1
Staphylococcus_aureus_cluster_3742_AUU81709.1	189	76.7196	1
Staphylococcus_aureus_cluster_3760_TYO13555.1	212	71.2264	2
Staphylococcus_aureus_cluster_4256_BAB47531.1	675	58.5185	55
Staphylococcus_aureus_cluster_4256_CRI21083.1	252	59.9206	1
Staphylococcus_aureus_cluster_45_CAI81802.1	264	72.3485	17
Staphylococcus_aureus_cluster_4874_CAQ48496.1	360	94.7222	9
Staphylococcus_aureus_cluster_4982_AMG40497.1	612	83.6601	88
Staphylococcus_aureus_cluster_4_CAI81789.1	219	100.0000	1183
Staphylococcus_aureus_cluster_5062_KKJ84364.1	327	100.0000	637
Staphylococcus_aureus_cluster_5427_KKJ84830.1	189	86.2434	6
Staphylococcus_aureus_cluster_5520_AFR73662.1	159	100.0000	5329
Staphylococcus_aureus_cluster_5520_BAB42721.1	102	94.1176	1
Staphylococcus_aureus_cluster_5562_CAQ48495.1	276	99.2754	15
Staphylococcus_aureus_cluster_55_CAI81024.1	273	52.3810	1
Staphylococcus_aureus_cluster_5619_IJDNDKFI_00429	129	65.1163	2
Staphylococcus_aureus_cluster_5788_ADL65998.1	957	94.9843	69
Staphylococcus_aureus_cluster_5792_AFR74514.1	201	70.6468	12
Staphylococcus_aureus_cluster_6242_ABD21585.1	498	83.7349	112
Staphylococcus_aureus_cluster_6973_ABX28097.1	369	100.0000	356
Staphylococcus_aureus_cluster_6994_CAI80413.1	159	52.8302	8
Staphylococcus_aureus_cluster_7017_AHJ05866.1	786	100.0000	202
Staphylococcus_aureus_cluster_7019_ABX28119.1	693	100.0000	168
Staphylococcus_aureus_cluster_7097_ABD22085.1	192	100.0000	14
Staphylococcus_aureus_cluster_7101_ABD20922.1	930	100.0000	507
Staphylococcus_aureus_cluster_7104_ABD21077.1	1422	100.0000	151
Staphylococcus_aureus_cluster_7105_ABD21795.1	1236	100.0000	1329
Staphylococcus_aureus_cluster_7106_ABD22901.1	447	97.3154	49
Staphylococcus_aureus_cluster_7109_ABD22026.1	1554	84.6203	221
Staphylococcus_aureus_cluster_7110_ABD21595.1	957	100.0000	345
Staphylococcus_aureus_cluster_7111_ABD20883.1	768	100.0000	241
Staphylococcus_aureus_cluster_7113_ABD22602.1	636	100.0000	358
Staphylococcus_aureus_cluster_7171_AHJ08524.1	153	100.0000	427
Staphylococcus_aureus_cluster_7642_KKJ85210.1	267	56.5543	1
Staphylococcus_aureus_cluster_765_CAI80416.1	1011	56.0831	7
Staphylococcus_aureus_cluster_7859_ABD22169.1	183	100.0000	47
Staphylococcus_aureus_cluster_7863_ABX28104.1	225	53.3333	1
Staphylococcus_aureus_cluster_7965_AIL59235.1	414	100.0000	550
Staphylococcus_aureus_cluster_7966_AIL59236.1	1452	100.0000	2820
Staphylococcus_aureus_cluster_803_CAI81804.1	435	100.0000	3149
Staphylococcus_aureus_cluster_8050_PAG41661.1	168	100.0000	3
Staphylococcus_aureus_cluster_8752_PAI49493.1	177	79.0960	1
Staphylococcus_aureus_cluster_8783_QEN62421.1	96	100.0000	1
Staphylococcus_aureus_cluster_8856_ABX28093.1	171	100.0000	24
Staphylococcus_aureus_cluster_9042_EUE83580.1	234	100.0000	260
Staphylococcus_aureus_cluster_90_CAI81794.1	501	58.6826	2
Staphylococcus_aureus_cluster_9231_CRI07883.1	963	66.6667	31
