pangene	length	percent_cov	unpaired_read_count
Achromobacter_xylosoxidans_cluster_16336_QKI79606.1	222	76.1261	2
C_tuberculostearicum|CP065972.1_cds_QQA98210.1_1182	345	74.4928	2
C_tuberculostearicum|CP065972.1_cds_QQA98513.1_1509	279	54.1219	1
C_tuberculostearicum|CP065972.1_cds_QQA98810.1_1824	198	70.2020	4
C_tuberculostearicum|CP065972.1_cds_QQA99199.1_34	189	79.3651	2
C_tuberculostearicum|CP065972.1_cds_QQA99612.1_484	219	69.8630	1
C_tuberculostearicum|CP065972.1_cds_QQA99934.1_833	264	93.1818	9
C_tuberculostearicum|CP068156.1_cds_QQU81819.1_2242	666	70.5706	8
C_ureicelerivorans|CP009215.1_cds_AIL96158.1_234	390	71.7949	2
Cutibacterium_acnes_cluster_123_KEY37484.1	565	53.4513	10
Cutibacterium_acnes_cluster_1294_AAT81874.1	228	59.2105	2
Cutibacterium_acnes_cluster_1296_EFT56732.1	672	56.9940	5
Cutibacterium_acnes_cluster_1301_AAT83471.1	339	75.5162	5
Cutibacterium_acnes_cluster_1301_EFD07429.1	216	68.5185	1
Cutibacterium_acnes_cluster_1314_AAT83557.1	222	68.0180	1
Cutibacterium_acnes_cluster_1370_EFS86193.1	183	75.9563	2
Cutibacterium_acnes_cluster_1405_AAT83808.1	297	50.8418	1
Cutibacterium_acnes_cluster_149_EFS85858.1	399	66.1654	2
Cutibacterium_acnes_cluster_1511_AAT81982.1	300	50.3333	1
Cutibacterium_acnes_cluster_1683_AAT82996.1	495	61.0101	4
Cutibacterium_acnes_cluster_1683_EFS40014.1	378	50.7937	3
Cutibacterium_acnes_cluster_1707_EFS63941.1	699	58.6552	6
Cutibacterium_acnes_cluster_171_ESS78196.1	210	71.9048	1
Cutibacterium_acnes_cluster_1814_AAT83634.1	243	61.7284	1
Cutibacterium_acnes_cluster_1847_AAT82366.1	297	50.8418	3
Cutibacterium_acnes_cluster_1850_EFT02231.1	207	72.9469	1
Cutibacterium_acnes_cluster_1909_EFD02761.1	126	53.1746	1
Cutibacterium_acnes_cluster_2000_MUT75482.1	171	85.9649	2
Cutibacterium_acnes_cluster_2000_PGF26702.1	204	74.0196	2
Cutibacterium_acnes_cluster_2023_ADD99637.1	591	51.0998	2
Cutibacterium_acnes_cluster_2033_AAT82725.1	246	61.3821	2
Cutibacterium_acnes_cluster_2063_RFS99156.1	252	54.3651	1
Cutibacterium_acnes_cluster_2108_AEE72568.1	456	56.3596	2
Cutibacterium_acnes_cluster_2119_EGF66663.1	177	80.7910	3
Cutibacterium_acnes_cluster_2152_AEE72891.1	330	50.9091	2
Cutibacterium_acnes_cluster_2172_AAT83830.1	213	70.8920	1
Cutibacterium_acnes_cluster_2176_ADE00986.1	156	55.1282	4
Cutibacterium_acnes_cluster_219_AAT83013.1	267	94.7566	2
Cutibacterium_acnes_cluster_2224_AAT84048.1	231	85.2814	2
Cutibacterium_acnes_cluster_2256_PGF36135.1	552	69.2029	10
Cutibacterium_acnes_cluster_225_AAT83137.1	366	62.8415	3
Cutibacterium_acnes_cluster_2289_EFT05042.1	225	50.2222	4
Cutibacterium_acnes_cluster_241_EFD03298.1	510	55.4902	2
Cutibacterium_acnes_cluster_2519_EFT34641.1	144	99.3056	1
Cutibacterium_acnes_cluster_2520_EGE72534.1	252	59.9206	1
Cutibacterium_acnes_cluster_2520_EGE97545.1	714	51.4006	5
Cutibacterium_acnes_cluster_2784_EFT04145.1	201	75.1244	1
Cutibacterium_acnes_cluster_311_EFT03025.1	408	65.1961	3
Cutibacterium_acnes_cluster_3361_PEN29327.1	183	74.8634	1
Cutibacterium_acnes_cluster_34_BBJ76228.1	216	69.9074	1
Cutibacterium_acnes_cluster_3550_EFT02334.1	156	90.3846	4
Cutibacterium_acnes_cluster_361_ESS78157.1	271	55.7196	1
Cutibacterium_acnes_cluster_3646_EFS86885.1	252	59.9206	2
Cutibacterium_acnes_cluster_3822_EFS77200.1	150	76.0000	4
Cutibacterium_acnes_cluster_384_AAT82947.1	846	50.7092	8
Cutibacterium_acnes_cluster_4081_EFS87718.1	207	58.9372	4
Cutibacterium_acnes_cluster_4083_EFS86896.1	228	58.7719	1
Cutibacterium_acnes_cluster_4124_AGJ80916.1	93	97.8495	1
Cutibacterium_acnes_cluster_4354_EFS38799.1	144	65.9722	5
Cutibacterium_acnes_cluster_4354_EFT08658.1	120	79.1667	1
Cutibacterium_acnes_cluster_4420_EFS65392.1	525	57.5238	3
Cutibacterium_acnes_cluster_4518_EFT65399.1	213	68.0751	4
Cutibacterium_acnes_cluster_4591_EFS38252.1	183	80.3279	2
Cutibacterium_acnes_cluster_4616_EFS95153.1	144	99.3056	2
Cutibacterium_acnes_cluster_4702_EGE97354.1	231	65.3680	1
Cutibacterium_acnes_cluster_4713_EFS86892.1	138	98.5507	3
Cutibacterium_acnes_cluster_4727_AGJ79951.1	261	57.8544	5
Cutibacterium_acnes_cluster_4813_AFU40551.1	603	50.0829	2
Cutibacterium_acnes_cluster_4815_CCALPCNH_02093	495	58.5859	5
Cutibacterium_acnes_cluster_4855_TLG33111.1	366	68.5792	6
Cutibacterium_acnes_cluster_4939_AGJ80929.1	345	53.6232	2
Cutibacterium_acnes_cluster_4954_ADD99603.1	180	83.8889	1
Cutibacterium_acnes_cluster_5051_CCALPCNH_00107	258	58.5271	1
Cutibacterium_acnes_cluster_5053_CCALPCNH_01719	177	62.7119	4
Cutibacterium_acnes_cluster_5313_AAT82409.1	552	50.3623	5
Cutibacterium_acnes_cluster_5659_EFS36242.1	222	56.7568	1
Cutibacterium_acnes_cluster_6075_AAT82165.1	300	50.3333	1
Cutibacterium_acnes_cluster_6109_EFS87943.1	162	66.0494	4
Cutibacterium_acnes_cluster_6149_EFS85863.1	261	57.8544	1
Cutibacterium_acnes_cluster_618_EFS87359.1	558	54.1219	2
Cutibacterium_acnes_cluster_6251_EFS81146.1	135	64.4444	4
Cutibacterium_acnes_cluster_6340_EFS65052.1	150	96.0000	7
Cutibacterium_acnes_cluster_6429_EFT24999.1	264	50.3788	2
Cutibacterium_acnes_cluster_6506_EFT07489.1	228	66.2281	1
Cutibacterium_acnes_cluster_6508_EFS90589.1	162	93.2099	4
Cutibacterium_acnes_cluster_661_AAT83244.1	768	55.9896	8
Cutibacterium_acnes_cluster_6656_AEE71880.1	294	95.9184	12
Cutibacterium_acnes_cluster_6660_AEE72190.1	309	59.8706	2
Cutibacterium_acnes_cluster_6747_ESK59495.1	180	89.4444	5
Cutibacterium_acnes_cluster_678_AAT83432.1	591	64.4670	4
Cutibacterium_acnes_cluster_690_AAT83611.1	432	50.4630	6
Cutibacterium_acnes_cluster_768_AAT82761.1	276	68.8406	9
Cutibacterium_acnes_cluster_835_AAT83001.1	210	68.0952	3
Cutibacterium_acnes_cluster_868_AAT83941.1	852	53.9906	10
Cutibacterium_acnes_cluster_874_AAT83841.1	531	61.0169	7
Cutibacterium_acnes_cluster_894_EFT78037.1	639	62.1283	9
Cutibacterium_acnes_cluster_947_AAT82316.1	507	59.5661	2
Cutibacterium_modestum_cluster_1274_EGG28048.1	255	56.0784	1
Cutibacterium_modestum_cluster_1432_EFS91637.1	276	86.5942	2
Cutibacterium_modestum_cluster_1979_EFS92371.1	366	82.5137	2
Cutibacterium_modestum_cluster_2167_EFS92455.1	528	51.7045	2
Cutibacterium_modestum_cluster_2565_EFS74784.1	222	68.0180	1
Cutibacterium_modestum_cluster_2617_EFS92566.1	207	57.4879	2
Cutibacterium_modestum_cluster_2705_EFT15120.1	255	59.2157	2
Cutibacterium_modestum_cluster_2850_EFS91715.1	177	74.5763	2
Cutibacterium_modestum_cluster_2975_REB71946.1	267	56.5543	1
Cutibacterium_modestum_cluster_3021_EFS92726.1	207	56.0386	2
Cutibacterium_modestum_cluster_3170_EFT16023.1	132	100.0000	1
Cutibacterium_modestum_cluster_3304_EGG27109.1	279	54.1219	2
Cutibacterium_modestum_cluster_3473_CDEJLAMA_01863	282	53.5461	1
Cutibacterium_modestum_cluster_3501_CDEJLAMA_02441	255	56.8627	2
Cutibacterium_modestum_cluster_546_EFS74561.1	184	82.0652	1
Cutibacterium_modestum_cluster_746_EFS92559.1	531	91.3371	6
Cutibacterium_modestum_cluster_889_EFS91261.1	432	74.3056	12
Cutibacterium_modestum_cluster_90_REB75543.1	507	59.5661	3
Staphylococcus_aureus_cluster_10068_QEN62439.1	201	100.0000	1300
Staphylococcus_aureus_cluster_10130_MRW79083.1	213	92.9577	24
Staphylococcus_aureus_cluster_10276_AECJBGNP_02758	816	51.8382	8
Staphylococcus_aureus_cluster_1033_AGU62855.1	153	100.0000	176
Staphylococcus_aureus_cluster_10515_NVE20874.1	96	100.0000	90
Staphylococcus_aureus_cluster_10522_NVE20901.1	240	84.1667	123
Staphylococcus_aureus_cluster_11018_KGKNOGHC_02709	699	98.8555	60
Staphylococcus_aureus_cluster_11103_ATN56479.1	300	90.6667	33
Staphylococcus_aureus_cluster_11763_ATN56448.1	354	99.1525	52
Staphylococcus_aureus_cluster_11844_PEJKMINL_01294	234	74.3590	1804
Staphylococcus_aureus_cluster_1227_AGU61662.1	204	86.7647	7282
Staphylococcus_aureus_cluster_1251_CAQ50660.1	114	100.0000	48
Staphylococcus_aureus_cluster_12611_ADL66001.1	1233	99.2701	352
Staphylococcus_aureus_cluster_12612_ADL66002.1	312	100.0000	69
Staphylococcus_aureus_cluster_12613_ADL66003.1	480	71.2500	64
Staphylococcus_aureus_cluster_12614_ADL66004.1	639	99.8435	198
Staphylococcus_aureus_cluster_12615_ADL66005.1	519	93.2563	203
Staphylococcus_aureus_cluster_12620_ADL66009.1	117	100.0000	17
Staphylococcus_aureus_cluster_12628_ADQ75884.1	672	71.7262	56
Staphylococcus_aureus_cluster_196_AUG74542.1	186	98.3871	670
Staphylococcus_aureus_cluster_196_CAI81803.1	210	100.0000	1938
Staphylococcus_aureus_cluster_2531_CAQ49868.1	117	100.0000	56
Staphylococcus_aureus_cluster_2531_QCA26665.1	159	100.0000	3688
Staphylococcus_aureus_cluster_2801_AGP29517.1	1800	98.3333	619
Staphylococcus_aureus_cluster_2801_EWQ29822.1	813	92.1279	127
Staphylococcus_aureus_cluster_2801_EYQ27971.1	473	85.8351	98
Staphylococcus_aureus_cluster_2801_TXO66480.1	1185	58.8186	51
Staphylococcus_aureus_cluster_3055_ADQ75889.1	1368	99.6345	236
Staphylococcus_aureus_cluster_3059_CAG40817.1	816	100.0000	3954
