pangene	length	percent_cov	unpaired_read_count
Achromobacter_xylosoxidans_cluster_13242_CUJ46692.1	567	51.3228	2
Achromobacter_xylosoxidans_cluster_6632_CUJ73798.1	282	53.5461	1
Achromobacter_xylosoxidans_cluster_7462_CUJ13812.1	291	51.8900	1
C_tuberculostearicum|CP065972.1_cds_QQA98328.1_1314	585	51.6239	2
C_tuberculostearicum|CP065972.1_cds_QQA98613.1_1614	465	61.0753	2
C_tuberculostearicum|CP065972.1_cds_QQA98653.1_1658	243	59.2593	1
C_tuberculostearicum|CP065972.1_cds_QQA98892.1_1913	549	51.7304	2
C_tuberculostearicum|CP065972.1_cds_QQA98893.1_1914	291	51.8900	1
C_tuberculostearicum|CP065972.1_cds_QQA99103.1_2148	201	71.6418	4
C_tuberculostearicum|CP065972.1_cds_QQA99199.1_34	189	83.0688	2
C_tuberculostearicum|CP065972.1_cds_QQA99604.1_476	165	83.6364	2
C_tuberculostearicum|CP065972.1_cds_QQA99606.1_478	270	55.1852	2
C_tuberculostearicum|CP065972.1_cds_QQA99934.1_833	264	93.5606	21
C_tuberculostearicum|CP065972.1_cds_QQB00331.1_1534	276	77.8986	2
Cutibacterium_acnes_cluster_1000_EFS38496.1	123	63.4146	3
Cutibacterium_acnes_cluster_1174_AAT83578.1	273	55.3114	3
Cutibacterium_acnes_cluster_134_AAT83416.1	297	50.8418	1
Cutibacterium_acnes_cluster_134_EFS88110.1	243	62.1399	1
Cutibacterium_acnes_cluster_1368_AAT81787.1	384	58.8542	2
Cutibacterium_acnes_cluster_1368_EFT05788.1	435	62.9885	6
Cutibacterium_acnes_cluster_1384_DPCOCOBH_02069	408	51.2255	2
Cutibacterium_acnes_cluster_1399_EFS66435.1	294	74.1497	5
Cutibacterium_acnes_cluster_1866_OAX94594.1	221	69.6833	3
Cutibacterium_acnes_cluster_2034_AEW80688.1	183	82.5137	2
Cutibacterium_acnes_cluster_2036_AAT82443.1	402	60.4478	3
Cutibacterium_acnes_cluster_2036_EFT03963.1	273	89.0110	2
Cutibacterium_acnes_cluster_2036_EFT30890.1	207	70.5314	1
Cutibacterium_acnes_cluster_2070_EFT03761.1	288	52.4306	1
Cutibacterium_acnes_cluster_2070_EGF68944.1	249	78.7149	2
Cutibacterium_acnes_cluster_219_AAT83013.1	267	56.5543	1
Cutibacterium_acnes_cluster_2229_EFT03148.1	243	62.1399	1
Cutibacterium_acnes_cluster_2502_EFT66000.1	339	50.4425	2
Cutibacterium_acnes_cluster_2565_EFT34424.1	231	53.2468	2
Cutibacterium_acnes_cluster_2956_AER05866.1	246	61.3821	1
Cutibacterium_acnes_cluster_311_EFT03025.1	408	59.8039	2
Cutibacterium_acnes_cluster_3215_EFS42892.1	198	55.5556	1
Cutibacterium_acnes_cluster_3313_EFT02306.1	159	84.9057	1
Cutibacterium_acnes_cluster_3420_ADE00860.1	201	99.0050	2
Cutibacterium_acnes_cluster_3553_EGE74970.1	273	52.7473	1
Cutibacterium_acnes_cluster_3641_EFS87469.1	273	55.3114	1
Cutibacterium_acnes_cluster_3847_EFD03719.1	198	76.2626	1
Cutibacterium_acnes_cluster_3960_EFS79863.1	165	83.6364	3
Cutibacterium_acnes_cluster_4194_EFD07433.1	180	83.8889	1
Cutibacterium_acnes_cluster_4273_EFT62141.1	150	72.6667	6
Cutibacterium_acnes_cluster_4484_ESK57851.1	174	86.7816	1
Cutibacterium_acnes_cluster_4590_EFS67550.1	237	60.7595	2
Cutibacterium_acnes_cluster_4731_AAT82024.1	264	57.1970	2
Cutibacterium_acnes_cluster_477_EFD04054.1	297	50.8418	4
Cutibacterium_acnes_cluster_4958_EFS87804.1	177	85.3107	3
Cutibacterium_acnes_cluster_4998_EFS40523.1	177	86.4407	6
Cutibacterium_acnes_cluster_501_AAT82018.1	555	50.2703	4
Cutibacterium_acnes_cluster_5254_EFT81891.1	174	60.9195	2
Cutibacterium_acnes_cluster_5282_EFB87441.1	198	73.7374	1
Cutibacterium_acnes_cluster_5407_EFS66510.1	162	79.6296	1
Cutibacterium_acnes_cluster_5447_EFT66408.1	144	85.4167	2
Cutibacterium_acnes_cluster_5774_EFD08368.1	189	79.8942	1
Cutibacterium_acnes_cluster_5842_PGF38608.1	204	74.0196	2
Cutibacterium_acnes_cluster_623_AAT82987.1	441	68.4807	4
Cutibacterium_acnes_cluster_6340_EFS65052.1	150	100.0000	18
Cutibacterium_acnes_cluster_6355_EFS49930.1	261	57.8544	1
