pangene	length	percent_cov	unpaired_read_count
Achromobacter_xylosoxidans_cluster_10384_CUR71522.1	837	59.7372	4
Achromobacter_xylosoxidans_cluster_11515_CLBBHANH_05766	201	71.1443	1
Achromobacter_xylosoxidans_cluster_16129_NEV08360.1	164	99.3902	10
Achromobacter_xylosoxidans_cluster_3618_EFV87221.1	453	69.0949	27
Achromobacter_xylosoxidans_cluster_3680_EFV85543.1	405	70.6173	2
Achromobacter_xylosoxidans_cluster_706_EFV83405.1	375	60.5333	9
Achromobacter_xylosoxidans_cluster_9041_PNM93309.1	804	75.3731	8
Cutibacterium_acnes_cluster_4893_MUT49039.1	183	93.4426	7
Cutibacterium_acnes_cluster_6976_TLF80156.1	264	65.1515	8
Staphylococcus_aureus_cluster_10063_QEN62420.1	192	97.9167	11
Staphylococcus_aureus_cluster_10116_QER15125.1	1188	99.7475	448
Staphylococcus_aureus_cluster_10214_NDR17425.1	102	87.2549	8
Staphylococcus_aureus_cluster_10276_AECJBGNP_02758	816	99.3873	23
Staphylococcus_aureus_cluster_10279_AECJBGNP_02762	333	100.0000	14
Staphylococcus_aureus_cluster_1033_AGU62855.1	153	100.0000	1329
Staphylococcus_aureus_cluster_10392_NVE20722.1	2496	81.4503	32
Staphylococcus_aureus_cluster_10404_NVE20733.1	1350	53.7037	7
Staphylococcus_aureus_cluster_10503_NVE20857.1	363	79.0634	2
Staphylococcus_aureus_cluster_10504_NVE20858.1	948	51.5823	4
Staphylococcus_aureus_cluster_10506_NVE20860.1	930	91.5054	72
Staphylococcus_aureus_cluster_10507_NVE20861.1	1947	51.0015	8
Staphylococcus_aureus_cluster_10515_NVE20874.1	96	100.0000	26
Staphylococcus_aureus_cluster_1054_CAI80187.1	1185	84.3038	666
Staphylococcus_aureus_cluster_10732_FDPHMHDJ_02790	618	70.3883	188
Staphylococcus_aureus_cluster_110_ABD21650.1	276	51.0870	1
Staphylococcus_aureus_cluster_1112_AGU61487.1	219	68.4932	14
Staphylococcus_aureus_cluster_11768_ENKHEFDA_02664	228	67.9825	7
Staphylococcus_aureus_cluster_11844_PEJKMINL_01294	234	89.7436	2507
Staphylococcus_aureus_cluster_1211_AGU60988.1	324	65.4321	274
Staphylococcus_aureus_cluster_1227_AGU61662.1	204	85.2941	1825
Staphylococcus_aureus_cluster_12301_CAI81184.1	216	71.2963	138
Staphylococcus_aureus_cluster_1238_CAI80680.1	174	82.1839	1
Staphylococcus_aureus_cluster_1251_CAQ50660.1	114	100.0000	16
Staphylococcus_aureus_cluster_1321_CAI80777.1	189	83.0688	2
Staphylococcus_aureus_cluster_1475_CAI81476.1	177	87.0056	227
