pangene	length	percent_cov	unpaired_read_count
Staphylococcus_aureus_cluster_10130_MRW79083.1	213	69.9531	1
Staphylococcus_aureus_cluster_1033_AGU62855.1	153	100.0000	1300
Staphylococcus_aureus_cluster_10732_FDPHMHDJ_02790	618	69.5793	97
Staphylococcus_aureus_cluster_11844_PEJKMINL_01294	234	73.5043	732
Staphylococcus_aureus_cluster_1227_AGU61662.1	204	86.2745	6823
Staphylococcus_aureus_cluster_1227_CAI81136.1	177	75.7062	4
Staphylococcus_aureus_cluster_1251_CAQ50660.1	114	100.0000	136
Staphylococcus_aureus_cluster_196_AUG74542.1	186	98.3871	549
Staphylococcus_aureus_cluster_196_CAI81803.1	210	100.0000	845
Staphylococcus_aureus_cluster_2531_CAQ49868.1	117	100.0000	63
Staphylococcus_aureus_cluster_2531_QCA26665.1	159	100.0000	4058
Staphylococcus_aureus_cluster_3238_CAI79998.1	339	62.2419	386
Staphylococcus_aureus_cluster_3238_EIAOOJIF_00055	390	54.8718	402
Staphylococcus_aureus_cluster_336_AGU61732.1	300	78.0000	266
Staphylococcus_aureus_cluster_3440_BAB43876.1	168	55.3571	4
Staphylococcus_aureus_cluster_4256_BAB47531.1	675	57.1852	98
Staphylococcus_aureus_cluster_4444_ABX30718.1	795	73.3333	8
Staphylococcus_aureus_cluster_4662_BAB41283.1	585	59.8291	32
Staphylococcus_aureus_cluster_4696_AII57084.1	255	58.8235	1
Staphylococcus_aureus_cluster_4874_CAQ48496.1	360	100.0000	31
Staphylococcus_aureus_cluster_4_CAI81789.1	219	100.0000	2032
Staphylococcus_aureus_cluster_5062_KKJ84364.1	327	100.0000	283
Staphylococcus_aureus_cluster_5520_AFR73662.1	159	100.0000	1508
Staphylococcus_aureus_cluster_5520_BAB42721.1	102	97.0588	7
Staphylococcus_aureus_cluster_5562_CAQ48495.1	276	99.6377	8
Staphylococcus_aureus_cluster_5619_IJDNDKFI_00429	129	72.8682	17
Staphylococcus_aureus_cluster_5788_ADL65998.1	957	95.1933	178
Staphylococcus_aureus_cluster_6000_TYO13630.1	395	73.1646	63
Staphylococcus_aureus_cluster_6242_ABD21585.1	498	82.5301	93
Staphylococcus_aureus_cluster_6973_ABX28097.1	369	100.0000	2501
Staphylococcus_aureus_cluster_7017_AHJ05866.1	786	99.6183	332
Staphylococcus_aureus_cluster_7019_ABX28119.1	693	100.0000	262
Staphylococcus_aureus_cluster_7097_ABD22085.1	192	96.8750	6
Staphylococcus_aureus_cluster_7101_ABD20922.1	930	100.0000	27412
Staphylococcus_aureus_cluster_7104_ABD21077.1	1422	100.0000	11681
Staphylococcus_aureus_cluster_7105_ABD21795.1	1236	100.0000	17142
Staphylococcus_aureus_cluster_7106_ABD22901.1	447	99.5526	159
Staphylococcus_aureus_cluster_7109_ABD22026.1	1554	83.4620	481
Staphylococcus_aureus_cluster_7110_ABD21595.1	957	100.0000	576
Staphylococcus_aureus_cluster_7111_ABD20883.1	768	100.0000	338
Staphylococcus_aureus_cluster_7113_ABD22602.1	636	100.0000	365
Staphylococcus_aureus_cluster_7171_AHJ08524.1	153	100.0000	497
Staphylococcus_aureus_cluster_7859_ABD22169.1	183	98.3607	6
Staphylococcus_aureus_cluster_7965_AIL59235.1	414	100.0000	1302
Staphylococcus_aureus_cluster_7966_AIL59236.1	1452	100.0000	3338
Staphylococcus_aureus_cluster_803_CAI81804.1	435	100.0000	4096
Staphylococcus_aureus_cluster_8783_QEN62421.1	96	100.0000	50
Staphylococcus_aureus_cluster_8856_ABX28093.1	171	100.0000	15
Staphylococcus_aureus_cluster_9042_EUE83580.1	234	100.0000	520
Staphylococcus_aureus_cluster_9231_CRI07883.1	963	50.6750	12
Staphylococcus_aureus_cluster_9243_CRI08681.1	153	83.0065	1
Staphylococcus_aureus_cluster_9244_CRI08844.1	135	71.8519	17
Staphylococcus_aureus_cluster_9258_CRI15950.1	138	80.4348	110
Staphylococcus_aureus_cluster_9467_BAU33651.1	162	61.7284	1
Staphylococcus_aureus_cluster_997_BAB41686.1	327	51.3761	466
Staphylococcus_capitis_cluster_1369_APCDCEBA_00855	324	63.5802	474
Staphylococcus_capitis_cluster_1434_EEE49980.1	201	57.7114	1
Staphylococcus_capitis_cluster_1626_JHOKHAPC_01757	183	84.1530	20
Staphylococcus_capitis_cluster_213_CQD28071.1	300	100.0000	14490
Staphylococcus_capitis_cluster_2241_PTG36156.1	135	62.2222	2
Staphylococcus_capitis_cluster_2388_RQX47280.1	99	98.9899	15
Staphylococcus_capitis_cluster_2406_CQD30840.1	141	95.0355	4
Staphylococcus_capitis_cluster_2510_EFS17984.1	999	76.4765	17158
Staphylococcus_capitis_cluster_256_JHOKHAPC_02134	321	59.8131	1566
Staphylococcus_capitis_cluster_2763_NMK52264.1	515	83.6893	77
Staphylococcus_capitis_cluster_3275_KKFCDDGP_01989	372	94.8925	432
Staphylococcus_capitis_cluster_3275_NMPLBBKO_02412	510	87.4510	391
Staphylococcus_capitis_cluster_3353_PTH08753.1	186	95.1613	12
Staphylococcus_capitis_cluster_3428_KKFCDDGP_01990	1203	85.6193	15090
Staphylococcus_capitis_cluster_3684_CDI71364.1	168	73.8095	39
Staphylococcus_capitis_cluster_3685_CDI71365.1	126	93.6508	6
Staphylococcus_capitis_cluster_3700_CDI72566.1	201	93.0348	5
Staphylococcus_capitis_cluster_3756_EFS17868.1	351	98.8604	166
Staphylococcus_capitis_cluster_3884_CUT96419.1	177	100.0000	75
Staphylococcus_capitis_cluster_4020_CDI71332.1	117	100.0000	77
Staphylococcus_capitis_cluster_4141_OLMFIBIM_01292	171	89.4737	2
Staphylococcus_capitis_cluster_4210_EFS17852.1	441	89.7959	152
Staphylococcus_capitis_cluster_4211_EFS17853.1	438	66.8950	198
Staphylococcus_capitis_cluster_4579_CQD26465.1	123	73.9837	3
Staphylococcus_capitis_cluster_4863_CQD27569.1	84	95.2381	2
Staphylococcus_capitis_cluster_5254_PNY87952.1	275	54.5455	5
Staphylococcus_capitis_cluster_527_KKFCDDGP_00529	474	59.7046	774
Staphylococcus_capitis_cluster_5417_CDI71333.1	144	100.0000	559
Staphylococcus_capitis_cluster_5421_CDI72591.1	291	51.2027	1
Staphylococcus_capitis_cluster_5705_LKDGHIDE_01155	324	52.1605	184
Staphylococcus_capitis_cluster_5823_PAK56045.1	285	52.6316	1
Staphylococcus_capitis_cluster_5828_PAK56038.1	270	98.1481	5
Staphylococcus_capitis_cluster_5948_ATN03771.1	3870	92.7132	924
Staphylococcus_capitis_cluster_5955_PNY88058.1	307	52.4430	2
Staphylococcus_capitis_cluster_6052_PTH01712.1	381	97.1129	67
Staphylococcus_capitis_cluster_7573_MBC3080949.1	351	62.3932	12
Staphylococcus_capitis_cluster_7578_MBC3081218.1	276	100.0000	2052
Staphylococcus_epidermidis_cluster_10008_TES09734.1	362	85.9116	57
Staphylococcus_epidermidis_cluster_1000_EES58994.1	660	98.9394	101
Staphylococcus_epidermidis_cluster_1000_OAW53191.1	580	100.0000	218
Staphylococcus_epidermidis_cluster_10017_EHQ72678.1	426	69.0141	6
Staphylococcus_epidermidis_cluster_10018_PNN32298.1	180	100.0000	339
Staphylococcus_epidermidis_cluster_1001_AAO04025.1	1041	98.1748	4964
Staphylococcus_epidermidis_cluster_1001_EJE42345.1	708	96.7514	1851
Staphylococcus_epidermidis_cluster_10021_SUM58609.1	645	99.3798	962
Staphylococcus_epidermidis_cluster_10025_RUN38434.1	582	99.8282	738
Staphylococcus_epidermidis_cluster_1002_AAO04294.1	855	91.1111	455
Staphylococcus_epidermidis_cluster_1002_GEKHIFLN_02039	363	96.9697	319
Staphylococcus_epidermidis_cluster_10031_EJE11219.1	174	86.2069	4
Staphylococcus_epidermidis_cluster_10031_PAC87760.1	372	90.8602	19
Staphylococcus_epidermidis_cluster_10036_EHR93483.1	2043	98.1889	2286
Staphylococcus_epidermidis_cluster_1003_EFA88735.1	1068	100.0000	911
Staphylococcus_epidermidis_cluster_1003_KAA9379445.1	192	92.1875	9
Staphylococcus_epidermidis_cluster_1003_KJDFIKFI_00225	534	79.0262	329
Staphylococcus_epidermidis_cluster_10046_FKIMELGE_01428	177	96.0452	18
Staphylococcus_epidermidis_cluster_1004_AAO05112.1	1080	96.1111	252
Staphylococcus_epidermidis_cluster_1004_CJLHHPPK_02176	963	99.5846	374
Staphylococcus_epidermidis_cluster_1004_JFDMIEBH_02014	582	82.6460	161
Staphylococcus_epidermidis_cluster_10050_EHR92819.1	303	99.0099	115
Staphylococcus_epidermidis_cluster_10057_MBC3043434.1	390	100.0000	282
Staphylococcus_epidermidis_cluster_1005_AAO05283.1	147	100.0000	2449
Staphylococcus_epidermidis_cluster_1005_KZK59798.1	130	99.2308	328
Staphylococcus_epidermidis_cluster_1006_AAO05978.1	1203	89.8587	176
Staphylococcus_epidermidis_cluster_1006_NDPLCOBD_01941	810	55.9259	22
Staphylococcus_epidermidis_cluster_10078_TES37501.1	91	98.9011	1
Staphylococcus_epidermidis_cluster_1007_EES58572.1	210	100.0000	288
Staphylococcus_epidermidis_cluster_1007_EHR94439.1	198	100.0000	626
Staphylococcus_epidermidis_cluster_1007_MNOAAAND_00064	177	76.2712	47
Staphylococcus_epidermidis_cluster_1008_AAO04706.1	615	94.4715	1542
Staphylococcus_epidermidis_cluster_1008_KEI48221.1	615	86.6667	737
Staphylococcus_epidermidis_cluster_1008_REB26472.1	224	90.6250	242
Staphylococcus_epidermidis_cluster_10091_RIL54786.1	1106	99.7288	253
Staphylococcus_epidermidis_cluster_10094_EHR89519.1	174	100.0000	110
Staphylococcus_epidermidis_cluster_1009_AAO05534.1	357	100.0000	923
Staphylococcus_epidermidis_cluster_100_EES58890.1	1113	100.0000	1457
Staphylococcus_epidermidis_cluster_10102_RUN49364.1	709	92.9478	572
Staphylococcus_epidermidis_cluster_10109_EJE16940.1	1563	98.8484	4337
Staphylococcus_epidermidis_cluster_1010_AAO03922.1	663	100.0000	178
Staphylococcus_epidermidis_cluster_1010_MBC3042223.1	588	99.1497	135
Staphylococcus_epidermidis_cluster_10111_CLGGNHFH_01146	279	99.6416	76
Staphylococcus_epidermidis_cluster_1011_AAO04122.1	1239	100.0000	4085
Staphylococcus_epidermidis_cluster_1011_EST94276.1	723	99.7234	1287
Staphylococcus_epidermidis_cluster_10123_EJE14315.1	995	100.0000	3817
Staphylococcus_epidermidis_cluster_10123_KAA9372831.1	466	69.0987	91
Staphylococcus_epidermidis_cluster_10123_RIL61746.1	769	94.4083	1483
Staphylococcus_epidermidis_cluster_10123_TES37822.1	555	98.5586	932
Staphylococcus_epidermidis_cluster_10125_PAC87762.1	400	96.5000	24
Staphylococcus_epidermidis_cluster_10128_OAW52969.1	834	99.8801	2816
Staphylococcus_epidermidis_cluster_1012_AAO05199.1	1098	83.1512	297
Staphylococcus_epidermidis_cluster_1012_EGG63383.1	930	99.5699	402
Staphylococcus_epidermidis_cluster_10134_EJE28580.1	393	58.5242	27
Staphylococcus_epidermidis_cluster_10134_KAB2299352.1	1187	67.2283	771
Staphylococcus_epidermidis_cluster_10134_OOC99082.1	1920	90.7813	725
Staphylococcus_epidermidis_cluster_1013_EFA87904.1	816	93.6275	273
Staphylococcus_epidermidis_cluster_1013_EGG72591.1	939	100.0000	540
Staphylococcus_epidermidis_cluster_10145_PIH52835.1	216	50.4630	20
Staphylococcus_epidermidis_cluster_1014_AAO04382.1	1017	100.0000	694
Staphylococcus_epidermidis_cluster_1015_AAO05300.1	867	100.0000	19963
Staphylococcus_epidermidis_cluster_1015_CADGFBEC_01324	366	100.0000	4593
Staphylococcus_epidermidis_cluster_10160_OCEJCNKK_00216	1569	93.9452	100
Staphylococcus_epidermidis_cluster_1016_AAO05928.1	381	100.0000	33165
Staphylococcus_epidermidis_cluster_1016_EHM70218.1	210	60.4762	38
Staphylococcus_epidermidis_cluster_1017_AAO05912.1	933	100.0000	12880
Staphylococcus_epidermidis_cluster_10184_GCMDBPME_00477	762	100.0000	2626
Staphylococcus_epidermidis_cluster_1018_EFE59588.1	603	92.7032	16
Staphylococcus_epidermidis_cluster_1018_EJD94927.1	474	82.9114	8
Staphylococcus_epidermidis_cluster_1018_RLY88287.1	708	88.7006	14
Staphylococcus_epidermidis_cluster_1018_TES33761.1	544	93.7500	30
Staphylococcus_epidermidis_cluster_1019_AAO05047.1	444	79.7297	31
Staphylococcus_epidermidis_cluster_1019_EMLLCLNH_02156	249	96.7871	36
Staphylococcus_epidermidis_cluster_1019_HNLHLCBE_00930	276	57.2464	3
Staphylococcus_epidermidis_cluster_101_EES58096.1	486	100.0000	2140
Staphylococcus_epidermidis_cluster_10204_EJD83010.1	660	70.0000	80
Staphylococcus_epidermidis_cluster_10207_SUM15782.1	324	98.1481	16
Staphylococcus_epidermidis_cluster_10208_EJE14434.1	207	100.0000	2036
