pangene	length	percent_cov	unpaired_read_count
Achromobacter_xylosoxidans_cluster_6495_KOQ31199.1	282	53.5461	1
Achromobacter_xylosoxidans_cluster_7434_CUJ14323.1	393	52.6718	2
Achromobacter_xylosoxidans_cluster_9305_CCH04853.1	261	57.8544	1
C_tuberculostearicum|CP065972.1_cds_QQA99934.1_833	264	64.3939	3
C_tuberculostearicum|CP065972.1_cds_QQA99994.1_902	264	78.0303	2
C_tuberculostearicum|CP068156.1_cds_QQU81092.1_1448	198	76.2626	1
Cutibacterium_acnes_cluster_1112_AAT81940.1	282	53.5461	1
Cutibacterium_acnes_cluster_2033_AAT82725.1	246	61.3821	1
Cutibacterium_acnes_cluster_2340_AYW80145.1	288	52.4306	1
Cutibacterium_acnes_cluster_2754_EFD08217.1	504	51.7857	2
Cutibacterium_acnes_cluster_2823_ADE00721.1	195	73.8462	1
Cutibacterium_acnes_cluster_3292_EFS94671.1	138	97.8261	1
Cutibacterium_acnes_cluster_3724_EFT82246.1	189	79.8942	1
Cutibacterium_acnes_cluster_3870_REB14116.1	183	82.5137	2
Cutibacterium_acnes_cluster_4747_EFS41119.1	264	55.3030	1
Cutibacterium_acnes_cluster_5351_EGF66594.1	228	90.3509	4
Cutibacterium_acnes_cluster_6656_AEE71880.1	294	51.3605	1
Cutibacterium_acnes_cluster_807_AAT83931.1	450	54.6667	2
Cutibacterium_modestum_cluster_2781_EGG25736.1	192	62.5000	1
Staphylococcus_aureus_cluster_10068_QEN62439.1	201	100.0000	6124
Staphylococcus_aureus_cluster_10130_MRW79083.1	213	70.8920	2
Staphylococcus_aureus_cluster_1033_AGU62855.1	153	100.0000	97
Staphylococcus_aureus_cluster_10515_NVE20874.1	96	100.0000	149
Staphylococcus_aureus_cluster_10522_NVE20901.1	240	84.5833	179
Staphylococcus_aureus_cluster_11018_KGKNOGHC_02709	699	93.9914	43
Staphylococcus_aureus_cluster_11103_ATN56479.1	300	82.6667	6
Staphylococcus_aureus_cluster_11763_ATN56448.1	354	93.5028	12
Staphylococcus_aureus_cluster_11844_PEJKMINL_01294	234	74.3590	219
Staphylococcus_aureus_cluster_1227_AGU61662.1	204	86.7647	5103
Staphylococcus_aureus_cluster_1251_CAQ50660.1	114	85.9649	4
Staphylococcus_aureus_cluster_12611_ADL66001.1	1233	90.8354	210
Staphylococcus_aureus_cluster_12612_ADL66002.1	312	100.0000	59
Staphylococcus_aureus_cluster_12613_ADL66003.1	480	68.7500	40
Staphylococcus_aureus_cluster_12614_ADL66004.1	639	99.3740	121
Staphylococcus_aureus_cluster_12615_ADL66005.1	519	89.4027	38
Staphylococcus_aureus_cluster_12620_ADL66009.1	117	95.7265	7
Staphylococcus_aureus_cluster_12628_ADQ75884.1	672	62.2024	16
Staphylococcus_aureus_cluster_196_AUG74542.1	186	97.8495	84
Staphylococcus_aureus_cluster_196_CAI81803.1	210	100.0000	223
Staphylococcus_aureus_cluster_2531_CAQ49868.1	117	99.1453	25
Staphylococcus_aureus_cluster_2531_QCA26665.1	159	100.0000	903
Staphylococcus_aureus_cluster_2801_AGP29517.1	1800	95.0556	152
Staphylococcus_aureus_cluster_2801_EWQ29822.1	813	89.5449	24
Staphylococcus_aureus_cluster_2801_EYQ27971.1	473	73.5729	24
Staphylococcus_aureus_cluster_2801_TXO66480.1	1185	57.8059	12
Staphylococcus_aureus_cluster_3055_ADQ75889.1	1368	98.5380	240
Staphylococcus_aureus_cluster_3059_CAG40817.1	816	98.7745	1789
Staphylococcus_aureus_cluster_3224_AVG48961.1	1152	71.5278	14
Staphylococcus_aureus_cluster_3225_AXJ26189.1	2070	95.0725	89
Staphylococcus_aureus_cluster_3295_AGU62028.1	1776	82.7140	79
Staphylococcus_aureus_cluster_3316_AGU62029.1	888	93.4685	594
Staphylococcus_aureus_cluster_3316_PEJKMINL_00363	630	76.8254	293
Staphylococcus_aureus_cluster_3416_EYJ16561.1	971	100.0000	450
Staphylococcus_aureus_cluster_3416_TXO11578.1	401	97.2569	71
Staphylococcus_aureus_cluster_3425_CAQ51142.1	1263	100.0000	870
Staphylococcus_aureus_cluster_3621_ABD22938.1	945	96.0847	33
Staphylococcus_aureus_cluster_3621_ALF34518.1	330	94.2424	9
Staphylococcus_aureus_cluster_3621_BAGCECNP_00727	405	100.0000	20
Staphylococcus_aureus_cluster_3621_CAQ51141.1	750	95.6000	45
Staphylococcus_aureus_cluster_3621_EVY96137.1	840	93.4524	67
Staphylococcus_aureus_cluster_3623_KGKNOGHC_01422	948	66.8776	31
Staphylococcus_aureus_cluster_4173_ALK38038.1	483	65.6315	88
Staphylococcus_aureus_cluster_4256_BAB47531.1	675	56.0000	16
Staphylococcus_aureus_cluster_4295_BAB41278.1	297	74.7475	7
Staphylococcus_aureus_cluster_4312_BAB41279.1	1047	96.1796	191
Staphylococcus_aureus_cluster_4781_AWQ30905.1	1389	96.9042	69
Staphylococcus_aureus_cluster_4781_FDPHMHDJ_02050	888	98.8739	47
Staphylococcus_aureus_cluster_4781_KGKNOGHC_00512	702	75.9259	10
Staphylococcus_aureus_cluster_4781_PEJKMINL_00361	258	65.8915	5
Staphylococcus_aureus_cluster_4874_CAQ48496.1	360	88.0556	13
Staphylococcus_aureus_cluster_4877_CAQ48501.1	261	100.0000	21
Staphylococcus_aureus_cluster_4_CAI81789.1	219	100.0000	401
Staphylococcus_aureus_cluster_5000_CCG16547.1	420	66.9048	31
Staphylococcus_aureus_cluster_5053_EVY96138.1	102	90.1961	12
Staphylococcus_aureus_cluster_5062_KKJ84364.1	327	100.0000	405
Staphylococcus_aureus_cluster_5153_BAB47509.1	936	100.0000	503
Staphylococcus_aureus_cluster_5520_AFR73662.1	159	100.0000	8798
Staphylococcus_aureus_cluster_5520_BAB42721.1	102	95.0980	7
Staphylococcus_aureus_cluster_5562_CAQ48495.1	276	50.0000	3
Staphylococcus_aureus_cluster_5758_AGP27058.1	1644	100.0000	425
Staphylococcus_aureus_cluster_5788_ADL65998.1	957	85.3710	57
Staphylococcus_aureus_cluster_5880_NBKDNFEG_00390	342	95.0292	156
Staphylococcus_aureus_cluster_5954_AWH56600.1	339	99.7050	127
Staphylococcus_aureus_cluster_5955_AUU82487.1	549	100.0000	121
Staphylococcus_aureus_cluster_5993_AGP27055.1	408	88.7255	16
Staphylococcus_aureus_cluster_6000_TYO13630.1	395	75.6962	71
Staphylococcus_aureus_cluster_6201_AGY90959.1	627	62.2010	378
Staphylococcus_aureus_cluster_6242_ABD21585.1	498	50.6024	44
Staphylococcus_aureus_cluster_6491_AGY88160.1	681	75.1836	32
Staphylococcus_aureus_cluster_6491_AUU82510.1	516	58.7209	16
Staphylococcus_aureus_cluster_6529_ADQ75885.1	450	76.0000	26
Staphylococcus_aureus_cluster_6563_ADQ75883.1	801	94.7566	173
Staphylococcus_aureus_cluster_6733_ANJLNKMF_00067	99	95.9596	2
Staphylococcus_aureus_cluster_6814_EYJ18953.1	369	69.9187	102
Staphylococcus_aureus_cluster_6910_AGP27056.1	1032	100.0000	136
Staphylococcus_aureus_cluster_6939_AIU86638.1	1371	100.0000	2808
Staphylococcus_aureus_cluster_7101_ABD20922.1	930	100.0000	1833
Staphylococcus_aureus_cluster_7104_ABD21077.1	1422	99.7890	458
Staphylococcus_aureus_cluster_7105_ABD21795.1	1236	96.8447	425
Staphylococcus_aureus_cluster_7106_ABD22901.1	447	68.0089	13
Staphylococcus_aureus_cluster_7107_ABD22871.1	432	100.0000	202
Staphylococcus_aureus_cluster_7171_AHJ08524.1	153	98.6928	4
Staphylococcus_aureus_cluster_7885_QCQ29905.1	213	53.0516	2
Staphylococcus_aureus_cluster_7886_QCQ29906.1	177	71.7514	2
Staphylococcus_aureus_cluster_7965_AIL59235.1	414	91.5459	66
Staphylococcus_aureus_cluster_7966_AIL59236.1	1452	99.1736	409
Staphylococcus_aureus_cluster_803_CAI81804.1	435	100.0000	985
Staphylococcus_aureus_cluster_8242_SCU43213.1	660	80.9091	90
Staphylococcus_aureus_cluster_9109_EVX42765.1	684	97.0760	47
Staphylococcus_aureus_cluster_9110_EVX42766.1	1245	52.8514	18
Staphylococcus_aureus_cluster_9111_EVX42767.1	171	88.3041	2
Staphylococcus_aureus_cluster_9174_AUU82486.1	183	83.6066	8
Staphylococcus_aureus_cluster_9224_ALK38034.1	282	57.4468	7
Staphylococcus_aureus_cluster_9231_CRI07883.1	963	61.7861	167
Staphylococcus_aureus_cluster_9239_CRI08372.1	159	57.8616	55
Staphylococcus_aureus_cluster_9243_CRI08681.1	153	86.2745	1
Staphylococcus_aureus_cluster_9244_CRI08844.1	135	71.8519	28
Staphylococcus_aureus_cluster_9258_CRI15950.1	138	76.8116	44
Staphylococcus_aureus_cluster_9367_ALH98150.1	411	98.2968	45
Staphylococcus_aureus_cluster_9368_ALH98151.1	222	99.5495	12
Staphylococcus_aureus_cluster_9369_ALH98153.1	312	58.0128	2
Staphylococcus_aureus_cluster_9473_AMG42826.1	858	96.3869	336
Staphylococcus_aureus_cluster_997_BAB41686.1	327	50.1529	28
Staphylococcus_capitis_cluster_1144_EEE48869.1	192	76.5625	2
Staphylococcus_capitis_cluster_1324_EFS16299.1	270	54.4444	2
Staphylococcus_capitis_cluster_1369_APCDCEBA_00855	324	62.3457	1755
