pangene	length	percent_cov	unpaired_read_count
Achromobacter_xylosoxidans_cluster_10106_CUJ24134.1	282	53.5461	2
Achromobacter_xylosoxidans_cluster_12479_CUJ54249.1	168	77.9762	1
C_tuberculostearicum|CP065972.1_cds_QQA99934.1_833	264	65.9091	2
Cutibacterium_acnes_cluster_115_AAT82830.1	405	74.5679	4
Cutibacterium_acnes_cluster_1291_AAT84061.1	258	55.8140	2
Cutibacterium_acnes_cluster_1360_EFT02273.1	1536	58.9844	10
Cutibacterium_acnes_cluster_1466_EFT73149.1	243	62.1399	1
Cutibacterium_acnes_cluster_1748_EFT01346.1	1215	52.2634	8
Cutibacterium_acnes_cluster_1913_AAT82466.1	318	50.6289	4
Cutibacterium_acnes_cluster_1972_EFT02126.1	279	54.1219	1
Cutibacterium_acnes_cluster_2009_RKI31982.1	186	60.7527	1
Cutibacterium_acnes_cluster_2053_ADD99248.1	228	66.2281	1
Cutibacterium_acnes_cluster_2212_EFS56763.1	270	54.0741	1
Cutibacterium_acnes_cluster_224_AAT83098.1	525	56.0000	2
Cutibacterium_acnes_cluster_2335_EFS67040.1	1131	53.1388	6
Cutibacterium_acnes_cluster_2417_PEN30248.1	183	75.4098	2
Cutibacterium_acnes_cluster_2632_EFT10993.1	270	99.6296	2
Cutibacterium_acnes_cluster_2711_EFS87615.1	291	51.8900	1
Cutibacterium_acnes_cluster_2762_EFS51986.1	156	94.2308	2
Cutibacterium_acnes_cluster_2781_EFS94559.1	231	58.8745	2
Cutibacterium_acnes_cluster_3269_AAT81788.1	285	52.9825	1
Cutibacterium_acnes_cluster_3366_EFS96121.1	195	70.2564	2
Cutibacterium_acnes_cluster_3603_ADE00763.1	135	67.4074	2
Cutibacterium_acnes_cluster_3788_BBK85135.1	333	68.1682	4
Cutibacterium_acnes_cluster_3810_EFT05444.1	339	58.1121	2
Cutibacterium_acnes_cluster_4217_EFS86764.1	237	63.7131	1
Cutibacterium_acnes_cluster_4901_EFS87401.1	147	93.8776	2
Cutibacterium_acnes_cluster_5306_BGJBCOMC_00104	255	54.1176	2
Cutibacterium_acnes_cluster_5717_ESS80279.1	321	51.0903	5
Cutibacterium_acnes_cluster_6245_EFS81852.1	276	54.7101	2
Cutibacterium_acnes_cluster_6260_EFT34625.1	165	74.5455	2
Cutibacterium_acnes_cluster_6340_EFS65052.1	150	91.3333	4
Cutibacterium_acnes_cluster_6431_EFS71231.1	120	65.8333	2
Cutibacterium_acnes_cluster_6454_EGF68940.1	219	62.1005	1
Cutibacterium_acnes_cluster_6656_AEE71880.1	294	95.9184	3
Cutibacterium_acnes_cluster_6747_ESK59495.1	180	94.4444	5
Cutibacterium_acnes_cluster_6766_ESK58433.1	117	100.0000	4
Cutibacterium_acnes_cluster_693_AAT83624.1	399	55.3885	4
Cutibacterium_acnes_cluster_933_AAT83618.1	171	69.0058	1
Cutibacterium_acnes_cluster_941_AAT82770.1	201	60.6965	1
Cutibacterium_modestum_cluster_3141_EFS72897.1	162	89.5062	1
Staphylococcus_aureus_cluster_10068_QEN62439.1	201	100.0000	1196
Staphylococcus_aureus_cluster_10130_MRW79083.1	213	70.4225	1
Staphylococcus_aureus_cluster_1033_AGU62855.1	153	100.0000	214
Staphylococcus_aureus_cluster_10515_NVE20874.1	96	100.0000	106
Staphylococcus_aureus_cluster_10522_NVE20901.1	240	82.5000	99
Staphylococcus_aureus_cluster_11018_KGKNOGHC_02709	699	97.8541	112
Staphylococcus_aureus_cluster_11103_ATN56479.1	300	90.0000	35
Staphylococcus_aureus_cluster_11763_ATN56448.1	354	96.0452	35
Staphylococcus_aureus_cluster_11844_PEJKMINL_01294	234	74.3590	1393
Staphylococcus_aureus_cluster_1227_AGU61662.1	204	86.7647	4957
Staphylococcus_aureus_cluster_1251_CAQ50660.1	114	100.0000	60
Staphylococcus_aureus_cluster_12611_ADL66001.1	1233	98.4590	180
Staphylococcus_aureus_cluster_12612_ADL66002.1	312	100.0000	53
Staphylococcus_aureus_cluster_12613_ADL66003.1	480	72.2917	48
Staphylococcus_aureus_cluster_12614_ADL66004.1	639	100.0000	166
Staphylococcus_aureus_cluster_12615_ADL66005.1	519	90.7514	225
Staphylococcus_aureus_cluster_12620_ADL66009.1	117	95.7265	15
Staphylococcus_aureus_cluster_12628_ADQ75884.1	672	72.3214	71
Staphylococcus_aureus_cluster_196_AUG74542.1	186	98.3871	636
Staphylococcus_aureus_cluster_196_CAI81803.1	210	100.0000	1653
Staphylococcus_aureus_cluster_2531_CAQ49868.1	117	100.0000	78
Staphylococcus_aureus_cluster_2531_QCA26665.1	159	100.0000	2580
Staphylococcus_aureus_cluster_2801_AGP29517.1	1800	99.8889	594
Staphylococcus_aureus_cluster_2801_EWQ29822.1	813	91.6359	111
Staphylococcus_aureus_cluster_2801_EYQ27971.1	473	86.6808	74
Staphylococcus_aureus_cluster_2801_TXO66480.1	1185	69.9578	54
Staphylococcus_aureus_cluster_3055_ADQ75889.1	1368	99.8538	272
Staphylococcus_aureus_cluster_3059_CAG40817.1	816	98.7745	2848
Staphylococcus_aureus_cluster_3224_AVG48961.1	1152	95.8333	72
Staphylococcus_aureus_cluster_3225_AXJ26189.1	2070	98.2609	465
Staphylococcus_aureus_cluster_3225_MRW78655.1	797	50.0627	45
Staphylococcus_aureus_cluster_3238_CAI79998.1	339	53.0973	20
Staphylococcus_aureus_cluster_3295_AGU62028.1	1776	73.3108	97
Staphylococcus_aureus_cluster_3316_AGU62029.1	888	96.3964	85
Staphylococcus_aureus_cluster_3316_PEJKMINL_00363	630	75.0794	38
Staphylococcus_aureus_cluster_336_AGU61732.1	300	75.6667	49
