pangene	length	percent_cov	unpaired_read_count
C_tuberculostearicum|CP065972.1_cds_QQA98193.1_1163	507	58.1854	2
C_tuberculostearicum|CP065972.1_cds_QQA98310.1_1294	435	83.9080	7
C_tuberculostearicum|CP065972.1_cds_QQA98756.1_1763	324	90.7407	3
C_tuberculostearicum|CP065972.1_cds_QQA99103.1_2148	201	99.0050	2
C_tuberculostearicum|CP065972.1_cds_QQA99199.1_34	189	98.9418	2
C_tuberculostearicum|CP065972.1_cds_QQA99259.1_98	390	89.7436	4
C_tuberculostearicum|CP065972.1_cds_QQA99276.1_116	195	77.4359	1
C_tuberculostearicum|CP065972.1_cds_QQA99305.1_147	384	61.1979	2
C_tuberculostearicum|CP065972.1_cds_QQA99310.1_152	447	59.2841	2
C_tuberculostearicum|CP065972.1_cds_QQA99318.1_160	264	52.2727	1
C_tuberculostearicum|CP065972.1_cds_QQA99426.1_278	579	52.1589	2
C_tuberculostearicum|CP065972.1_cds_QQA99934.1_833	264	99.2424	34
C_tuberculostearicum|CP065972.1_cds_QQA99986.1_893	384	78.6458	2
C_tuberculostearicum|CP065972.1_cds_QQB00257.1_814	522	57.8544	2
Cutibacterium_acnes_cluster_1173_AAT83544.1	618	54.3689	3
Cutibacterium_acnes_cluster_1174_AAT83578.1	273	54.5788	1
Cutibacterium_acnes_cluster_1217_EFS79546.1	429	53.1469	2
Cutibacterium_acnes_cluster_1276_ADE00453.1	231	65.3680	1
Cutibacterium_acnes_cluster_1382_EFS85838.1	255	51.3725	1
Cutibacterium_acnes_cluster_140_AAT83523.1	384	56.2500	2
Cutibacterium_acnes_cluster_1557_EFS88078.1	279	65.5914	2
Cutibacterium_acnes_cluster_1644_EFS86712.1	213	70.8920	1
Cutibacterium_acnes_cluster_2035_RKI34092.1	273	55.3114	1
Cutibacterium_acnes_cluster_2070_EGF68944.1	249	60.6426	1
Cutibacterium_acnes_cluster_219_AAT83013.1	267	97.7528	4
Cutibacterium_acnes_cluster_2746_PEN27766.1	198	79.2929	1
Cutibacterium_acnes_cluster_3909_EFS88372.1	294	51.3605	11
Cutibacterium_acnes_cluster_399_AEE72577.1	639	52.1127	4
Cutibacterium_acnes_cluster_4475_EFT05944.1	204	70.0980	1
Cutibacterium_acnes_cluster_456_AAT83962.1	648	52.9321	3
Cutibacterium_acnes_cluster_477_EFD04054.1	297	50.8418	1
Cutibacterium_acnes_cluster_5141_EFT08653.1	159	83.0189	1
Cutibacterium_acnes_cluster_529_AAT82239.1	366	89.6175	4
Cutibacterium_acnes_cluster_5313_AAT82409.1	552	52.7174	13
Cutibacterium_acnes_cluster_551_AAT82493.1	459	56.2092	2
Cutibacterium_acnes_cluster_570_AAT82653.1	267	56.5543	1
Cutibacterium_acnes_cluster_6340_EFS65052.1	150	100.0000	37
Cutibacterium_acnes_cluster_6656_AEE71880.1	294	95.9184	62
Cutibacterium_acnes_cluster_6747_ESK59495.1	180	99.4444	28
Cutibacterium_acnes_cluster_767_EFT02893.1	243	58.0247	1
Cutibacterium_acnes_cluster_768_AAT82761.1	276	65.5797	2
Cutibacterium_acnes_cluster_801_AAT82783.1	939	57.2950	6
Cutibacterium_acnes_cluster_81_CCALPCNH_02236	204	62.2549	1
Cutibacterium_acnes_cluster_874_AAT83841.1	531	98.1168	8
Cutibacterium_acnes_cluster_941_AAT82770.1	201	71.6418	1
Cutibacterium_modestum_cluster_1036_EGG25559.1	288	51.3889	1
Cutibacterium_modestum_cluster_1106_EFS93139.1	459	64.0523	2
Cutibacterium_modestum_cluster_1432_EFS91637.1	276	89.4928	2
Cutibacterium_modestum_cluster_1483_EFS92362.1	267	56.1798	1
Cutibacterium_modestum_cluster_1622_EFS74842.1	207	72.9469	1
Cutibacterium_modestum_cluster_1878_EFS92896.1	399	64.4110	3
Cutibacterium_modestum_cluster_3187_EFT14990.1	177	85.3107	1
Cutibacterium_modestum_cluster_332_EFS92752.1	240	54.5833	1
Cutibacterium_modestum_cluster_746_EFS92559.1	531	85.1224	15
Staphylococcus_aureus_cluster_10068_QEN62439.1	201	100.0000	225
Staphylococcus_aureus_cluster_1033_AGU62855.1	153	72.5490	2
Staphylococcus_aureus_cluster_10515_NVE20874.1	96	100.0000	9
Staphylococcus_aureus_cluster_10522_NVE20901.1	240	82.0833	5
Staphylococcus_aureus_cluster_11763_ATN56448.1	354	58.1921	3
Staphylococcus_aureus_cluster_11844_PEJKMINL_01294	234	72.2222	6
Staphylococcus_aureus_cluster_1227_AGU61662.1	204	86.2745	187
Staphylococcus_aureus_cluster_12612_ADL66002.1	312	89.4231	5
Staphylococcus_aureus_cluster_12614_ADL66004.1	639	57.5900	14
Staphylococcus_aureus_cluster_12615_ADL66005.1	519	82.2736	8
Staphylococcus_aureus_cluster_196_AUG74542.1	186	88.7097	2
Staphylococcus_aureus_cluster_196_CAI81803.1	210	100.0000	7
Staphylococcus_aureus_cluster_232_BAF67115.1	318	62.5786	2
Staphylococcus_aureus_cluster_2531_QCA26665.1	159	100.0000	33
Staphylococcus_aureus_cluster_3059_CAG40817.1	816	80.5147	25
Staphylococcus_aureus_cluster_3316_AGU62029.1	888	64.6396	25
Staphylococcus_aureus_cluster_3316_PEJKMINL_00363	630	71.5873	12
Staphylococcus_aureus_cluster_3416_EYJ16561.1	971	83.0072	17
Staphylococcus_aureus_cluster_3416_TXO11578.1	401	78.0549	6
Staphylococcus_aureus_cluster_3425_CAQ51142.1	1263	99.6041	39
Staphylococcus_aureus_cluster_3621_ABD22938.1	945	71.7460	10
Staphylococcus_aureus_cluster_3621_BAGCECNP_00727	405	63.4568	2
Staphylococcus_aureus_cluster_3621_CAQ51141.1	750	79.7333	10
Staphylococcus_aureus_cluster_3621_EVY96137.1	840	62.1429	11
Staphylococcus_aureus_cluster_4874_CAQ48496.1	360	81.6667	4
Staphylococcus_aureus_cluster_4877_CAQ48501.1	261	88.8889	5
Staphylococcus_aureus_cluster_4_CAI81789.1	219	79.9087	3
Staphylococcus_aureus_cluster_5053_EVY96138.1	102	96.0784	2
