pangene	length	percent_cov	unpaired_read_count
Achromobacter_xylosoxidans_cluster_7667_CUJ46077.1	435	57.9310	2
Achromobacter_xylosoxidans_cluster_9211_CUJ82060.1	495	61.0101	2
C_tuberculostearicum|CP065972.1_cds_QQA98206.1_1178	306	72.2222	2
C_tuberculostearicum|CP065972.1_cds_QQA99878.1_774	300	50.3333	1
C_tuberculostearicum|CP065972.1_cds_QQA99934.1_833	264	69.6970	2
C_tuberculostearicum|CP068156.1_cds_QQU81726.1_2139	342	53.5088	2
Cutibacterium_acnes_cluster_1202_AAT82299.1	654	74.7706	14
Cutibacterium_acnes_cluster_1274_AAT83942.1	483	85.0932	4
Cutibacterium_acnes_cluster_127_AAT83131.1	204	72.5490	3
Cutibacterium_acnes_cluster_1291_AAT84061.1	258	58.5271	1
Cutibacterium_acnes_cluster_1294_EFS86452.1	192	72.3958	2
Cutibacterium_acnes_cluster_1314_AAT83557.1	222	68.0180	1
Cutibacterium_acnes_cluster_1318_KEY36298.1	147	96.5986	1
Cutibacterium_acnes_cluster_1405_AAT83808.1	297	56.9024	2
Cutibacterium_acnes_cluster_1527_EFS78499.1	198	78.7879	2
Cutibacterium_acnes_cluster_1532_AAT83994.1	837	50.2987	5
Cutibacterium_acnes_cluster_1710_OAX67887.1	222	68.0180	1
Cutibacterium_acnes_cluster_1724_AAT83895.1	327	51.3761	2
Cutibacterium_acnes_cluster_1726_EGR96167.1	273	55.3114	1
Cutibacterium_acnes_cluster_1760_EFT02646.1	309	58.5761	2
Cutibacterium_acnes_cluster_1864_EFB87105.1	228	66.2281	1
Cutibacterium_acnes_cluster_1911_EFS56567.1	198	66.1616	2
Cutibacterium_acnes_cluster_1917_EGE75547.1	204	75.9804	2
Cutibacterium_acnes_cluster_1967_EFT02057.1	429	50.1166	5
Cutibacterium_acnes_cluster_2181_EFT02785.1	240	60.0000	1
Cutibacterium_acnes_cluster_2270_ADE01098.1	264	53.0303	1
Cutibacterium_acnes_cluster_2275_EFT04109.1	294	67.3469	6
Cutibacterium_acnes_cluster_2321_AAT82920.1	591	51.0998	3
Cutibacterium_acnes_cluster_2616_AEE71942.1	339	88.7906	2
Cutibacterium_acnes_cluster_2683_EFS78771.1	243	61.7284	1
Cutibacterium_acnes_cluster_2683_EFT73642.1	279	53.7634	1
Cutibacterium_acnes_cluster_2803_EFT06250.1	450	61.3333	4
Cutibacterium_acnes_cluster_311_EFT03025.1	408	71.3235	4
Cutibacterium_acnes_cluster_3378_EFS67426.1	180	83.8889	2
Cutibacterium_acnes_cluster_3416_EFS45267.1	354	52.8249	2
Cutibacterium_acnes_cluster_3932_EFS86336.1	153	85.6209	2
Cutibacterium_acnes_cluster_3957_EFS87498.1	219	68.4932	1
Cutibacterium_acnes_cluster_4016_EGE72354.1	351	62.9630	3
Cutibacterium_acnes_cluster_4124_EGF72726.1	282	51.0638	1
Cutibacterium_acnes_cluster_4207_EFT73883.1	135	71.1111	2
Cutibacterium_acnes_cluster_4467_AEH28825.1	198	76.2626	1
Cutibacterium_acnes_cluster_4478_EFT49786.1	171	50.2924	1
Cutibacterium_acnes_cluster_4608_EFS88373.1	147	77.5510	2
Cutibacterium_acnes_cluster_4619_EFS80245.1	171	66.6667	2
Cutibacterium_acnes_cluster_4815_CCALPCNH_02093	495	58.9899	3
Cutibacterium_acnes_cluster_5192_EFS55240.1	480	73.9583	3
Cutibacterium_acnes_cluster_5306_BGJBCOMC_00104	255	73.3333	2
Cutibacterium_acnes_cluster_538_AAT82282.1	684	55.4094	8
Cutibacterium_acnes_cluster_546_AAT82434.1	231	73.5931	2
Cutibacterium_acnes_cluster_5480_AEH30035.1	186	61.2903	1
Cutibacterium_acnes_cluster_6149_EFS85863.1	261	57.8544	1
Cutibacterium_acnes_cluster_6194_EGF72633.1	126	78.5714	2
Cutibacterium_acnes_cluster_6340_EFS65052.1	150	92.6667	1
Cutibacterium_acnes_cluster_6656_AEE71880.1	294	86.3946	8
Cutibacterium_acnes_cluster_6747_ESK59495.1	180	77.7778	2
Cutibacterium_acnes_cluster_6927_OAY04782.1	444	64.6396	3
Cutibacterium_acnes_cluster_707_AAT83785.1	228	66.2281	2
Cutibacterium_acnes_cluster_913_AAT82802.1	297	50.8418	1
Cutibacterium_modestum_cluster_1979_EFS92371.1	366	80.6011	2
Cutibacterium_modestum_cluster_2546_EFS92612.1	144	55.5556	2
Staphylococcus_aureus_cluster_10068_QEN62439.1	201	100.0000	1044
Staphylococcus_aureus_cluster_10130_MRW79083.1	213	76.5258	7
Staphylococcus_aureus_cluster_1033_AGU62855.1	153	100.0000	104
Staphylococcus_aureus_cluster_10515_NVE20874.1	96	100.0000	36
Staphylococcus_aureus_cluster_10522_NVE20901.1	240	86.2500	85
Staphylococcus_aureus_cluster_11018_KGKNOGHC_02709	699	98.2833	90
Staphylococcus_aureus_cluster_11103_ATN56479.1	300	90.3333	35
Staphylococcus_aureus_cluster_11763_ATN56448.1	354	91.2429	28
Staphylococcus_aureus_cluster_11844_PEJKMINL_01294	234	74.7863	1076
Staphylococcus_aureus_cluster_1227_AGU61662.1	204	85.7843	4566
Staphylococcus_aureus_cluster_1251_CAQ50660.1	114	100.0000	29
Staphylococcus_aureus_cluster_12611_ADL66001.1	1233	96.3504	178
Staphylococcus_aureus_cluster_12612_ADL66002.1	312	92.6282	49
Staphylococcus_aureus_cluster_12613_ADL66003.1	480	70.4167	22
Staphylococcus_aureus_cluster_12614_ADL66004.1	639	100.0000	160
Staphylococcus_aureus_cluster_12615_ADL66005.1	519	91.1368	149
Staphylococcus_aureus_cluster_12620_ADL66009.1	117	98.2906	3
Staphylococcus_aureus_cluster_12628_ADQ75884.1	672	70.5357	65
Staphylococcus_aureus_cluster_196_AUG74542.1	186	97.8495	447
Staphylococcus_aureus_cluster_196_CAI81803.1	210	100.0000	1274
Staphylococcus_aureus_cluster_2531_CAQ49868.1	117	99.1453	29
Staphylococcus_aureus_cluster_2531_QCA26665.1	159	100.0000	1957
Staphylococcus_aureus_cluster_2801_AGP29517.1	1800	96.4444	524
Staphylococcus_aureus_cluster_2801_EWQ29822.1	813	96.0640	84
Staphylococcus_aureus_cluster_2801_EYQ27971.1	473	85.6237	61
Staphylococcus_aureus_cluster_2801_TXO66480.1	1185	61.1814	41
Staphylococcus_aureus_cluster_3055_ADQ75889.1	1368	99.2690	228
Staphylococcus_aureus_cluster_3059_CAG40817.1	816	98.7745	3100
Staphylococcus_aureus_cluster_3224_AVG48961.1	1152	97.0486	66
Staphylococcus_aureus_cluster_3225_AXJ26189.1	2070	98.9372	437
Staphylococcus_aureus_cluster_3238_CAI79998.1	339	52.5074	10
Staphylococcus_aureus_cluster_3295_AGU62028.1	1776	70.3829	80
Staphylococcus_aureus_cluster_3316_AGU62029.1	888	91.3288	59
Staphylococcus_aureus_cluster_3316_PEJKMINL_00363	630	72.8571	31
Staphylococcus_aureus_cluster_336_AGU61732.1	300	77.0000	35
Staphylococcus_aureus_cluster_3416_EYJ16561.1	971	100.0000	1491
Staphylococcus_aureus_cluster_3416_TXO11578.1	401	100.0000	365
Staphylococcus_aureus_cluster_3425_CAQ51142.1	1263	99.2874	380
Staphylococcus_aureus_cluster_3621_ABD22938.1	945	99.8942	227
Staphylococcus_aureus_cluster_3621_ALF34518.1	330	99.6970	35
Staphylococcus_aureus_cluster_3621_BAGCECNP_00727	405	100.0000	92
Staphylococcus_aureus_cluster_3621_CAQ51141.1	750	99.8667	254
Staphylococcus_aureus_cluster_3621_EVY96137.1	840	96.1905	298
Staphylococcus_aureus_cluster_3623_KGKNOGHC_01422	948	66.3502	56
Staphylococcus_aureus_cluster_4173_ALK38038.1	483	86.9565	327
Staphylococcus_aureus_cluster_4173_CAQ48504.1	546	50.1832	94
Staphylococcus_aureus_cluster_4256_BAB47531.1	675	55.1111	20
Staphylococcus_aureus_cluster_4295_BAB41278.1	297	62.2896	8
Staphylococcus_aureus_cluster_4312_BAB41279.1	1047	95.8930	545
Staphylococcus_aureus_cluster_4376_AGU60185.1	1800	58.5000	82
Staphylococcus_aureus_cluster_4781_AWQ30905.1	1389	98.9201	240
Staphylococcus_aureus_cluster_4781_FDPHMHDJ_02050	888	96.3964	88
Staphylococcus_aureus_cluster_4781_KGKNOGHC_00512	702	93.0199	67
Staphylococcus_aureus_cluster_4781_PEJKMINL_00361	258	98.0620	16
Staphylococcus_aureus_cluster_4874_CAQ48496.1	360	82.2222	6
Staphylococcus_aureus_cluster_4877_CAQ48501.1	261	99.6169	12
Staphylococcus_aureus_cluster_4_CAI81789.1	219	100.0000	2876
Staphylococcus_aureus_cluster_5000_CCG16547.1	420	63.3333	25
Staphylococcus_aureus_cluster_5053_EVY96138.1	102	78.4314	2
Staphylococcus_aureus_cluster_5062_KKJ84364.1	327	100.0000	199
Staphylococcus_aureus_cluster_5153_BAB47509.1	936	99.8932	297
Staphylococcus_aureus_cluster_5520_AFR73662.1	159	100.0000	6780
Staphylococcus_aureus_cluster_5520_BAB42721.1	102	65.6863	1
Staphylococcus_aureus_cluster_5562_CAQ48495.1	276	79.3478	3
Staphylococcus_aureus_cluster_5758_AGP27058.1	1644	99.5742	676
Staphylococcus_aureus_cluster_5788_ADL65998.1	957	100.0000	341
Staphylococcus_aureus_cluster_5880_NBKDNFEG_00390	342	95.6140	201
Staphylococcus_aureus_cluster_5954_AWH56600.1	339	98.2301	156
Staphylococcus_aureus_cluster_5955_AUU82487.1	549	100.0000	128
Staphylococcus_aureus_cluster_5993_AGP27055.1	408	99.7549	15
Staphylococcus_aureus_cluster_6000_TYO13630.1	395	75.9494	92
Staphylococcus_aureus_cluster_6201_AGY90959.1	627	66.1882	284
Staphylococcus_aureus_cluster_6242_ABD21585.1	498	75.7028	171
Staphylococcus_aureus_cluster_6491_AGY88160.1	681	90.7489	28
Staphylococcus_aureus_cluster_6491_AUU82510.1	516	61.2403	22
