paired_counts	distinct_minimizer_count	k2_taxon	source	rel_abun	abun_filter	species_microbial_read_pair_total	minimizer_threshold	minimizer_microbe_ratio	minimizer_filter	taxa_pass_filter	mtx_LIBID
320708	20834	Dermacoccus_sp._PAMC28757	non_contaminant	40.132193926137084	TRUE	1334571	13345.71	15611.009080820728	TRUE	TRUE	MHS365
68674	25511	Corynebacterium_tuberculostearicum	non_contaminant	8.593606288846981	TRUE	1334571	13345.71	19115.506031526238	TRUE	TRUE	MHS365
46725	23447	Corynebacterium_sanguinis	non_contaminant	5.846990911354737	TRUE	1334571	13345.71	17568.941629932015	TRUE	TRUE	MHS365
129321	89554	Cutibacterium_acnes	non_contaminant	16.18274396248916	TRUE	1334571	13345.71	67103.21144397712	TRUE	TRUE	MHS365
143186	114471	Staphylococcus_hominis	non_contaminant	17.917757958977838	TRUE	1334571	13345.71	85773.63062737015	TRUE	TRUE	MHS365
38589	58060	Staphylococcus_epidermidis	non_contaminant	4.828882445762824	TRUE	1334571	13345.71	43504.61683941881	TRUE	TRUE	MHS365
6060	24624	Staphylococcus_capitis	non_contaminant	0.758325627026425	TRUE	1334571	13345.71	18450.872977158953	TRUE	TRUE	MHS365
25307	64673	Malassezia_globosa	non_contaminant	3.1668228784088677	TRUE	1334571	13345.71	48459.76722107704	TRUE	TRUE	MHS365
12961	19364	Malassezia_restricta	non_contaminant	1.6218908336451312	TRUE	1334571	13345.71	14509.531527359728	TRUE	TRUE	MHS365
7598	13424	Malassezia_furfur	non_contaminant	0.9507851673509534	TRUE	1334571	13345.71	10058.663046027525	TRUE	TRUE	MHS365
