paired_counts	distinct_minimizer_count	k2_taxon	source	rel_abun	abun_filter	species_microbial_read_pair_total	minimizer_threshold	minimizer_microbe_ratio	minimizer_filter	taxa_pass_filter	mtx_LIBID
1218635	604628	Cutibacterium_acnes	non_contaminant	38.28740871813127	TRUE	3635896	36358.96	166294.08541938494	TRUE	TRUE	MHS388
27656	49689	Rothia_mucilaginosa	non_contaminant	0.8689037944164072	TRUE	3635896	36358.96	13666.232477496607	TRUE	TRUE	MHS388
83481	101963	Streptococcus_mitis	non_contaminant	2.622828957972089	TRUE	3635896	36358.96	28043.431385276148	TRUE	TRUE	MHS388
22610	43725	Streptococcus_oralis	non_contaminant	0.7103671822300754	TRUE	3635896	36358.96	12025.92153350921	TRUE	TRUE	MHS388
12289	81022	Staphylococcus_epidermidis	non_contaminant	0.3860991730396018	TRUE	3635896	36358.96	22283.91571156051	TRUE	TRUE	MHS388
6352	46410	Staphylococcus_capitis	non_contaminant	0.19956887843986904	TRUE	3635896	36358.96	12764.391500746997	TRUE	TRUE	MHS388
7645	36475	Haemophilus_parainfluenzae	non_contaminant	0.2401927071273298	TRUE	3635896	36358.96	10031.91510428241	TRUE	TRUE	MHS388
1747589	1174116	Malassezia_restricta	non_contaminant	54.906230589397396	TRUE	3635896	36358.96	322923.42795283475	TRUE	TRUE	MHS388
29004	160698	Malassezia_globosa	non_contaminant	0.9112556281911148	TRUE	3635896	36358.96	44197.6338157087	TRUE	TRUE	MHS388
15560	56397	Malassezia_arunalokei	non_contaminant	0.4888683483193265	TRUE	3635896	36358.96	15511.169736428106	TRUE	TRUE	MHS388
12040	65996	Malassezia_dermatis	non_contaminant	0.37827602273552	TRUE	3635896	36358.96	18151.234248724388	TRUE	TRUE	MHS388
