1	-	Abiotrophia_defectiva	UniRef90_A0A1F1LJV9
10	-	Acetivibrio_clariflavus_DSM_19732	UniRef90_G8M157
1	-	Achromobacter	UniRef90_E3HMA1
1	-	Achromobacter_deleyi	UniRef90_A0A0D6IAW6
2	-	Achromobacter_deleyi	UniRef90_A0A0X8P2W3
2	-	Achromobacter_deleyi	UniRef90_A0A6S7A8W2
1	-	Achromobacter_sp._AONIH1	UniRef90_A0A0Q8Q002
1	-	Achromobacter_sp._AONIH1	UniRef90_A0A0Q8VMH4
6	-	Achromobacter_sp._MFA1_R4	UniRef90_D4XGU0
1	-	Achromobacter_sp._MFA1_R4	UniRef90_UPI0006C1DB60
8	-	Achromobacter_sp._MFA1_R4	UniRef90_UPI0009705E13
4	-	Achromobacter_spanius	UniRef90_A0A258KMX1
1	-	Achromobacter_spanius	UniRef90_A0A2S5SUN1
2	-	Achromobacter_xylosoxidans	UniRef90_A0A0L8EVD0
2	-	Achromobacter_xylosoxidans	UniRef90_A0A109XV13
2	-	Achromobacter_xylosoxidans	UniRef90_A0A2T0SJD1
2	-	Acidimicrobiales	UniRef90_A0A6C7E8K3
4	-	Acidiphilium	UniRef90_UPI00131C3391
2	-	Acidipropionibacterium_virtanenii	UniRef90_A0A371P4M1
7	-	Acidisarcina_polymorpha	UniRef90_A0A3N1JP90
3	-	Acidisarcina_polymorpha	UniRef90_Q01TL3
3	-	Acidisarcina_polymorpha	UniRef90_UPI00131CC66A
3	-	Acidobacteriaceae	UniRef90_A0A1Q3QVZ3
4	-	Acidobacteriaceae	UniRef90_A0A2W0B7H4
1	-	Acidobacterium_capsulatum_ATCC_51196	UniRef90_A0A3D4YR34
2	-	Acidobacterium_sp._4Y35	UniRef90_A0A1Q3QVZ3
2	-	Acidobacterium_sp._4Y35	UniRef90_A0A2W0B7H4
2	-	Acidovorax	UniRef90_A0A1I7IG06
2	-	Acidovorax	UniRef90_A0A519ZM41
4	-	Acidovorax	UniRef90_A0A561CDK6
2	-	Acidovorax	UniRef90_A0A5C8BAK3
1	-	Acidovorax	UniRef90_J0KLR0
2	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A1H0U1K0
2	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A1I2B3B3
1	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A318H6G0
1	-	Acidovorax_avenae_subsp._avenae	UniRef90_A0A521YCG9
6	-	Acidovorax_avenae_subsp._avenae	UniRef90_F0Q121
1	-	Acidovorax_avenae_subsp._avenae	UniRef90_F0Q3H5
1	-	Acidovorax_avenae_subsp._avenae	UniRef90_UPI001A98C84E
8	-	Acidovorax_cattleyae	UniRef90_A0A0Q5LDM3
4	-	Acidovorax_citrulli	UniRef90_A0A1I2H749
8	-	Acidovorax_citrulli	UniRef90_A0A1I7I010
4	-	Acidovorax_citrulli	UniRef90_F0Q747
7	-	Acidovorax_citrulli	UniRef90_UPI0013779E12
1	-	Acidovorax_monticola	UniRef90_A0A1G6VXM5
