paired_counts	distinct_minimizer_count	k2_taxon	source	rel_abun	abun_filter	species_microbial_read_pair_total	minimizer_threshold	minimizer_microbe_ratio	minimizer_filter	mtx_filter	taxa_pass_filter	mgx_LIBID	matched_mtx_LIBID
5617343	910571	Staphylococcus_epidermidis	non_contaminant	75.41927508739415	TRUE	7448153	14896.305999999999	122254.60459794529	TRUE	TRUE	TRUE	MHS454	MHS377
123848	754696	Staphylococcus_haemolyticus	non_contaminant	1.662801502600712	TRUE	7448153	14896.305999999999	101326.59734567752	TRUE	TRUE	TRUE	MHS454	MHS377
122433	277435	Staphylococcus_warneri	non_contaminant	1.6438035040365042	TRUE	7448153	14896.305999999999	37248.832025872725	TRUE	TRUE	TRUE	MHS454	MHS377
84990	538670	Staphylococcus_capitis	non_contaminant	1.1410882671180358	TRUE	7448153	14896.305999999999	72322.62817372307	TRUE	TRUE	TRUE	MHS454	MHS377
52254	15145	Staphylococcus_aureus	non_contaminant	0.7015699059887733	TRUE	7448153	14896.305999999999	2033.3900230030185	TRUE	FALSE	TRUE	MHS454	MHS377
38000	430658	Staphylococcus_hominis	non_contaminant	0.5101936010175946	TRUE	7448153	14896.305999999999	57820.777849219805	TRUE	TRUE	TRUE	MHS454	MHS377
19988	9621	Staphylococcus_lugdunensis	non_contaminant	0.2683618341352547	TRUE	7448153	14896.305999999999	1291.7296408921784	FALSE	FALSE	FALSE	MHS454	MHS377
12721	9655	Staphylococcus_caprae	non_contaminant	0.17079402101433738	TRUE	7448153	14896.305999999999	1296.2945310065463	FALSE	FALSE	FALSE	MHS454	MHS377
11480	18799	Staphylococcus_saprophyticus	non_contaminant	0.15413217209689437	TRUE	7448153	14896.305999999999	2523.981448823621	TRUE	FALSE	TRUE	MHS454	MHS377
6599	15708	Staphylococcus_pasteuri	non_contaminant	0.08859914666092386	FALSE	7448153	14896.305999999999	2108.9792328379935	TRUE	FALSE	FALSE	MHS454	MHS377
6422	24894	Staphylococcus_cohnii	non_contaminant	0.08622271857197349	FALSE	7448153	14896.305999999999	3342.3051325610527	TRUE	FALSE	FALSE	MHS454	MHS377
4908	2046	Staphylococcus_simulans	non_contaminant	0.0658955314156409	FALSE	7448153	14896.305999999999	274.6989757057891	FALSE	FALSE	FALSE	MHS454	MHS377
1764	7284	Staphylococcus_sp._M0911	non_contaminant	0.023683724005132547	FALSE	7448153	14896.305999999999	977.9605762663576	FALSE	FALSE	FALSE	MHS454	MHS377
1413	4323	Staphylococcus_sp._SB1-57	non_contaminant	0.0189711462694174	FALSE	7448153	14896.305999999999	580.4123518944898	FALSE	FALSE	FALSE	MHS454	MHS377
220	1299	Staphylococcus_sp._11-B-312	non_contaminant	0.0029537524269439685	FALSE	7448153	14896.305999999999	174.40565466364615	FALSE	FALSE	FALSE	MHS454	MHS377
219	574	Staphylococcus_sp._17KM0847	non_contaminant	0.0029403262795487687	FALSE	7448153	14896.305999999999	77.06608604844719	FALSE	FALSE	FALSE	MHS454	MHS377
129	267	Staphylococcus_sp._MI_10-1553	non_contaminant	0.0017319730139807813	FALSE	7448153	14896.305999999999	35.84781354518362	FALSE	FALSE	FALSE	MHS454	MHS377
113	12	Staphylococcus_sp._CDC25	non_contaminant	0.001517154655657584	FALSE	7448153	14896.305999999999	1.611137687423983	FALSE	FALSE	FALSE	MHS454	MHS377
54	18	Staphylococcus_sp._693-2	non_contaminant	7.250119593407923e-4	FALSE	7448153	14896.305999999999	2.4167065311359743	FALSE	FALSE	FALSE	MHS454	MHS377
26	112	Staphylococcus_sp._AntiMn-1	non_contaminant	3.490798322751963e-4	FALSE	7448153	14896.305999999999	15.037285082623841	FALSE	FALSE	FALSE	MHS454	MHS377
