paired_counts	distinct_minimizer_count	k2_taxon	source	rel_abun	abun_filter	species_microbial_read_pair_total	minimizer_threshold	minimizer_microbe_ratio	minimizer_filter	mtx_filter	taxa_pass_filter	mgx_LIBID	matched_mtx_LIBID
915473	922979	Cutibacterium_acnes	non_contaminant	67.3619884697598	TRUE	1359035	2718.07	679142.9212639851	TRUE	TRUE	TRUE	MHS484	MHS341
5266	159269	Cutibacterium_modestum	non_contaminant	0.38748082278970003	TRUE	1359035	2718.07	117192.71394776441	TRUE	FALSE	TRUE	MHS484	MHS341
1691	36129	Cutibacterium_granulosum	non_contaminant	0.12442652323155767	TRUE	1359035	2718.07	26584.304304156994	TRUE	FALSE	TRUE	MHS484	MHS341
241	5045	Cutibacterium_avidum	non_contaminant	0.017733170963220225	FALSE	1359035	2718.07	3712.1928427156035	TRUE	FALSE	FALSE	MHS484	MHS341
183	3073	Arachnia_propionica	non_contaminant	0.013465436872486726	FALSE	1359035	2718.07	2261.163251866214	TRUE	FALSE	FALSE	MHS484	MHS341
14	180	Arachnia_rubra	non_contaminant	0.0010301427115563617	FALSE	1359035	2718.07	132.4469200572465	FALSE	FALSE	FALSE	MHS484	MHS341
49	1182	Tessaracoccus_flavescens	non_contaminant	0.003605499490447266	FALSE	1359035	2718.07	869.7347750425854	FALSE	FALSE	FALSE	MHS484	MHS341
21	32	Tessaracoccus_sp._MC1865	non_contaminant	0.0015452140673345427	FALSE	1359035	2718.07	23.546119121288267	FALSE	FALSE	FALSE	MHS484	MHS341
16	186	Tessaracoccus_sp._J1M15	non_contaminant	0.0011773059560644134	FALSE	1359035	2718.07	136.86181739248806	FALSE	FALSE	FALSE	MHS484	MHS341
11	88	Tessaracoccus_aquimaris	non_contaminant	8.093978447942841e-4	FALSE	1359035	2718.07	64.75182758354273	FALSE	FALSE	FALSE	MHS484	MHS341
11	59	Tessaracoccus_timonensis	non_contaminant	8.093978447942841e-4	FALSE	1359035	2718.07	43.413157129875245	FALSE	FALSE	FALSE	MHS484	MHS341
7	52	Tessaracoccus_defluvii	non_contaminant	5.150713557781809e-4	FALSE	1359035	2718.07	38.26244357209343	FALSE	FALSE	FALSE	MHS484	MHS341
3	36	Tessaracoccus_flavus	non_contaminant	2.2074486676207752e-4	FALSE	1359035	2718.07	26.4893840114493	FALSE	FALSE	FALSE	MHS484	MHS341
72	75	Brevilactibacter_coleopterorum	non_contaminant	0.00529787680228986	FALSE	1359035	2718.07	55.18621669051937	FALSE	FALSE	FALSE	MHS484	MHS341
