paired_counts	distinct_minimizer_count	k2_taxon	source	rel_abun	abun_filter	species_microbial_read_pair_total	minimizer_threshold	minimizer_microbe_ratio	minimizer_filter	mtx_filter	taxa_pass_filter	mgx_LIBID	matched_mtx_LIBID
4746278	916864	Cutibacterium_acnes	non_contaminant	72.32161332663289	TRUE	6562738	13125.476	139707.54279692407	TRUE	TRUE	TRUE	MHS488	MHS386
69900	420491	Cutibacterium_granulosum	non_contaminant	1.0651042293628055	TRUE	6562738	13125.476	64072.49535178762	TRUE	TRUE	TRUE	MHS488	MHS386
14656	348337	Cutibacterium_modestum	non_contaminant	0.22332142468585522	TRUE	6562738	13125.476	53077.998847432274	TRUE	FALSE	TRUE	MHS488	MHS386
3695	61420	Cutibacterium_avidum	non_contaminant	0.0563027199927835	FALSE	6562738	13125.476	9358.89867917933	TRUE	FALSE	FALSE	MHS488	MHS386
204	5090	Arachnia_propionica	non_contaminant	0.0031084586951360847	FALSE	6562738	13125.476	775.5909195216996	FALSE	FALSE	FALSE	MHS488	MHS386
165	6059	Arachnia_rubra	non_contaminant	0.0025141945328306567	FALSE	6562738	13125.476	923.2427075406636	FALSE	FALSE	FALSE	MHS488	MHS386
177	2026	Acidipropionibacterium_acidipropionici	non_contaminant	0.00269704504430925	FALSE	6562738	13125.476	308.7126135463582	FALSE	FALSE	FALSE	MHS488	MHS386
81	1071	Acidipropionibacterium_jensenii	non_contaminant	0.0012342409524805044	FALSE	6562738	13125.476	163.19408149464445	FALSE	FALSE	FALSE	MHS488	MHS386
15	573	Acidipropionibacterium_virtanenii	non_contaminant	2.2856313934824154e-4	FALSE	6562738	13125.476	87.31111923102826	FALSE	FALSE	FALSE	MHS488	MHS386
16	123	Tessaracoccus_sp._J1M15	non_contaminant	2.4380068197145765e-4	FALSE	6562738	13125.476	18.742177426555806	FALSE	FALSE	FALSE	MHS488	MHS386
8	129	Tessaracoccus_sp._MC1865	non_contaminant	1.2190034098572882e-4	FALSE	6562738	13125.476	19.656429983948772	FALSE	FALSE	FALSE	MHS488	MHS386
23	212	Tessaracoccus_flavescens	non_contaminant	3.504634803339704e-4	FALSE	6562738	13125.476	32.303590361218134	FALSE	FALSE	FALSE	MHS488	MHS386
15	153	Tessaracoccus_defluvii	non_contaminant	2.2856313934824154e-4	FALSE	6562738	13125.476	23.313440213520636	FALSE	FALSE	FALSE	MHS488	MHS386
13	157	Tessaracoccus_flavus	non_contaminant	1.9808805410180934e-4	FALSE	6562738	13125.476	23.92294191844928	FALSE	FALSE	FALSE	MHS488	MHS386
