paired_counts	distinct_minimizer_count	k2_taxon	source	rel_abun	abun_filter	species_microbial_read_pair_total	minimizer_threshold	minimizer_microbe_ratio	minimizer_filter	mtx_filter	taxa_pass_filter	mgx_LIBID	matched_mtx_LIBID
7585247	770175	Cutibacterium_acnes	non_contaminant	95.11732342924843	TRUE	7974622	15949.244	96578.24533877593	TRUE	TRUE	TRUE	MHS498	MHS390
15310	206874	Cutibacterium_granulosum	non_contaminant	0.19198402131160575	TRUE	7974622	15949.244	25941.543059971995	TRUE	TRUE	TRUE	MHS498	MHS390
1051	22527	Cutibacterium_avidum	non_contaminant	0.013179308059993315	FALSE	7974622	15949.244	2824.836086274685	TRUE	FALSE	FALSE	MHS498	MHS390
356	19808	Cutibacterium_modestum	non_contaminant	0.004464161436115718	FALSE	7974622	15949.244	2483.8794867016895	TRUE	FALSE	FALSE	MHS498	MHS390
99	980	Tessaracoccus_flavescens	non_contaminant	0.0012414381521782473	FALSE	7974622	15949.244	122.88983728633157	FALSE	FALSE	FALSE	MHS498	MHS390
25	165	Tessaracoccus_sp._J1M15	non_contaminant	3.134944828732948e-4	FALSE	7974622	15949.244	20.690635869637457	FALSE	FALSE	FALSE	MHS498	MHS390
13	141	Tessaracoccus_sp._MC1865	non_contaminant	1.630171310941133e-4	FALSE	7974622	15949.244	17.681088834053828	FALSE	FALSE	FALSE	MHS498	MHS390
29	218	Tessaracoccus_defluvii	non_contaminant	3.6365360013302197e-4	FALSE	7974622	15949.244	27.336718906551308	FALSE	FALSE	FALSE	MHS498	MHS390
24	278	Tessaracoccus_flavus	non_contaminant	3.00954703558363e-4	FALSE	7974622	15949.244	34.86058649551038	FALSE	FALSE	FALSE	MHS498	MHS390
18	234	Tessaracoccus_aquimaris	non_contaminant	2.2571602766877227e-4	FALSE	7974622	15949.244	29.343083596940392	FALSE	FALSE	FALSE	MHS498	MHS390
13	226	Tessaracoccus_timonensis	non_contaminant	1.630171310941133e-4	FALSE	7974622	15949.244	28.33990125174585	FALSE	FALSE	FALSE	MHS498	MHS390
65	457	Microlunatus_sagamiharensis	non_contaminant	8.150856554705665e-4	FALSE	7974622	15949.244	57.30679146923829	FALSE	FALSE	FALSE	MHS498	MHS390
26	180	Microlunatus_sp._KUDC0627	non_contaminant	3.260342621882266e-4	FALSE	7974622	15949.244	22.571602766877227	FALSE	FALSE	FALSE	MHS498	MHS390
11	146	Microlunatus_sp._Gsoil_973	non_contaminant	1.3793757246424973e-4	FALSE	7974622	15949.244	18.308077799800415	FALSE	FALSE	FALSE	MHS498	MHS390
31	261	Microlunatus_phosphovorus	non_contaminant	3.8873315876288554e-4	FALSE	7974622	15949.244	32.72882401197198	FALSE	FALSE	FALSE	MHS498	MHS390
23	207	Microlunatus_soli	non_contaminant	2.884149242434312e-4	FALSE	7974622	15949.244	25.95734318190881	FALSE	FALSE	FALSE	MHS498	MHS390
46	1167	Acidipropionibacterium_acidipropionici	non_contaminant	5.768298484868624e-4	FALSE	7974622	15949.244	146.339224605254	FALSE	FALSE	FALSE	MHS498	MHS390
31	1061	Acidipropionibacterium_jensenii	non_contaminant	3.8873315876288554e-4	FALSE	7974622	15949.244	133.0470585314263	FALSE	FALSE	FALSE	MHS498	MHS390
13	672	Acidipropionibacterium_virtanenii	non_contaminant	1.630171310941133e-4	FALSE	7974622	15949.244	84.26731699634165	FALSE	FALSE	FALSE	MHS498	MHS390
30	467	Propionibacterium_freudenreichii	non_contaminant	3.761933794479538e-4	FALSE	7974622	15949.244	58.560769400731466	FALSE	FALSE	FALSE	MHS498	MHS390
24	273	Propionibacterium_acidifaciens	non_contaminant	3.00954703558363e-4	FALSE	7974622	15949.244	34.23359752976379	FALSE	FALSE	FALSE	MHS498	MHS390
7	249	Propionibacterium_australiense	non_contaminant	8.777845520452255e-5	FALSE	7974622	15949.244	31.22405049418016	FALSE	FALSE	FALSE	MHS498	MHS390
31	248	Brevilactibacter_coleopterorum	non_contaminant	3.8873315876288554e-4	FALSE	7974622	15949.244	31.098652701030844	FALSE	FALSE	FALSE	MHS498	MHS390
26	207	Brevilactibacter_sp._MC1595	non_contaminant	3.260342621882266e-4	FALSE	7974622	15949.244	25.95734318190881	FALSE	FALSE	FALSE	MHS498	MHS390
41	279	Auraticoccus_monumenti	non_contaminant	5.141309519122035e-4	FALSE	7974622	15949.244	34.9859842886597	FALSE	FALSE	FALSE	MHS498	MHS390
17	349	Arachnia_propionica	non_contaminant	2.1317624835384046e-4	FALSE	7974622	15949.244	43.763829809111954	FALSE	FALSE	FALSE	MHS498	MHS390
8	177	Arachnia_rubra	non_contaminant	1.0031823451945434e-4	FALSE	7974622	15949.244	22.195409387429272	FALSE	FALSE	FALSE	MHS498	MHS390
18	222	Raineyella_sp._CBA3103	non_contaminant	2.2571602766877227e-4	FALSE	7974622	15949.244	27.838310079148577	FALSE	FALSE	FALSE	MHS498	MHS390
3	85	Propionimicrobium_sp._Marseille-P3275	non_contaminant	3.761933794479538e-5	FALSE	7974622	15949.244	10.658812417692024	FALSE	FALSE	FALSE	MHS498	MHS390
284	1174	Nocardioides_sp._LMS-CY	non_contaminant	0.003561297325440629	FALSE	7974622	15949.244	147.21700915729923	FALSE	FALSE	FALSE	MHS498	MHS390
282	1290	Nocardioides_sp._JS614	non_contaminant	0.0035362177668107654	FALSE	7974622	15949.244	161.7631531626201	FALSE	FALSE	FALSE	MHS498	MHS390
259	919	Nocardioides_sp._HDW12B	non_contaminant	0.0032478028425673346	FALSE	7974622	15949.244	115.24057190422317	FALSE	FALSE	FALSE	MHS498	MHS390
178	676	Nocardioides_sp._zg-536	non_contaminant	0.002232080718057859	FALSE	7974622	15949.244	84.76890816893892	FALSE	FALSE	FALSE	MHS498	MHS390
150	554	Nocardioides_sp._S-1144	non_contaminant	0.001880966897239769	FALSE	7974622	15949.244	69.47037740472213	FALSE	FALSE	FALSE	MHS498	MHS390
133	548	Nocardioides_sp._S5	non_contaminant	0.0016677906488859284	FALSE	7974622	15949.244	68.71799064582622	FALSE	FALSE	FALSE	MHS498	MHS390
124	528	Nocardioides_sp._zg-579	non_contaminant	0.0015549326350515421	FALSE	7974622	15949.244	66.21003478283987	FALSE	FALSE	FALSE	MHS498	MHS390
120	402	Nocardioides_sp._WS12	non_contaminant	0.0015047735177918151	FALSE	7974622	15949.244	50.409912846025804	FALSE	FALSE	FALSE	MHS498	MHS390
109	357	Nocardioides_sp._zg-1228	non_contaminant	0.0013668359453275654	FALSE	7974622	15949.244	44.7670121543065	FALSE	FALSE	FALSE	MHS498	MHS390
107	512	Nocardioides_sp._SCSIO_67246	non_contaminant	0.0013417563866977018	FALSE	7974622	15949.244	64.20367009245078	FALSE	FALSE	FALSE	MHS498	MHS390
100	412	Nocardioides_sp._603	non_contaminant	0.0012539779314931791	FALSE	7974622	15949.244	51.663890777518986	FALSE	FALSE	FALSE	MHS498	MHS390
96	477	Nocardioides_sp._CF8	non_contaminant	0.001203818814233452	FALSE	7974622	15949.244	59.81474733222465	FALSE	FALSE	FALSE	MHS498	MHS390
87	324	Nocardioides_sp._MC1495	non_contaminant	0.001090960800399066	FALSE	7974622	15949.244	40.628884980379006	FALSE	FALSE	FALSE	MHS498	MHS390
