paired_counts	distinct_minimizer_count	k2_taxon	source	rel_abun	abun_filter	species_microbial_read_pair_total	minimizer_threshold	minimizer_microbe_ratio	minimizer_filter	mtx_filter	taxa_pass_filter	mgx_LIBID	matched_mtx_LIBID
3191501	909695	Cutibacterium_acnes	non_contaminant	79.04734541932974	TRUE	4037455	8074.909999999999	225313.96634761256	TRUE	TRUE	TRUE	MHS570	MHS440
15934	238647	Cutibacterium_granulosum	non_contaminant	0.39465455342536326	TRUE	4037455	8074.909999999999	59108.2748909895	TRUE	FALSE	TRUE	MHS570	MHS440
3918	143363	Cutibacterium_modestum	non_contaminant	0.0970413292532053	FALSE	4037455	8074.909999999999	35508.259534781195	TRUE	FALSE	FALSE	MHS570	MHS440
1112	27313	Cutibacterium_avidum	non_contaminant	0.027542102636438054	FALSE	4037455	8074.909999999999	6764.905119685545	TRUE	FALSE	FALSE	MHS570	MHS440
684	5066	Microlunatus_sagamiharensis	non_contaminant	0.01694136529075866	FALSE	4037455	8074.909999999999	1254.7508269442014	FALSE	FALSE	FALSE	MHS570	MHS440
41	219	Microlunatus_phosphovorus	non_contaminant	0.0010154911943291009	FALSE	4037455	8074.909999999999	54.24209062392027	FALSE	FALSE	FALSE	MHS570	MHS440
18	171	Microlunatus_soli	non_contaminant	4.4582540238838575e-4	FALSE	4037455	8074.909999999999	42.35341322689665	FALSE	FALSE	FALSE	MHS570	MHS440
7	105	Microlunatus_sp._Gsoil_973	non_contaminant	1.7337654537326113e-4	FALSE	4037455	8074.909999999999	26.00648180598917	FALSE	FALSE	FALSE	MHS570	MHS440
6	112	Microlunatus_sp._KUDC0627	non_contaminant	1.4860846746279525e-4	FALSE	4037455	8074.909999999999	27.740247259721784	FALSE	FALSE	FALSE	MHS570	MHS440
238	8551	Arachnia_rubra	non_contaminant	0.005894802542690878	FALSE	4037455	8074.909999999999	2117.9183421239372	TRUE	FALSE	FALSE	MHS570	MHS440
101	2281	Arachnia_propionica	non_contaminant	0.0025015758689570533	FALSE	4037455	8074.909999999999	564.9598571377267	FALSE	FALSE	FALSE	MHS570	MHS440
37	708	Tessaracoccus_flavescens	non_contaminant	9.164188826872373e-4	FALSE	4037455	8074.909999999999	175.3579916060984	FALSE	FALSE	FALSE	MHS570	MHS440
12	132	Tessaracoccus_sp._MC1865	non_contaminant	2.972169349255905e-4	FALSE	4037455	8074.909999999999	32.69386284181496	FALSE	FALSE	FALSE	MHS570	MHS440
11	173	Tessaracoccus_sp._J1M15	non_contaminant	2.724488570151246e-4	FALSE	4037455	8074.909999999999	42.84877478510597	FALSE	FALSE	FALSE	MHS570	MHS440
14	183	Tessaracoccus_defluvii	non_contaminant	3.4675309074652227e-4	FALSE	4037455	8074.909999999999	45.325582576152556	FALSE	FALSE	FALSE	MHS570	MHS440
11	175	Tessaracoccus_aquimaris	non_contaminant	2.724488570151246e-4	FALSE	4037455	8074.909999999999	43.344136343315284	FALSE	FALSE	FALSE	MHS570	MHS440
8	177	Tessaracoccus_timonensis	non_contaminant	1.98144623283727e-4	FALSE	4037455	8074.909999999999	43.8394979015246	FALSE	FALSE	FALSE	MHS570	MHS440
7	124	Tessaracoccus_flavus	non_contaminant	1.7337654537326113e-4	FALSE	4037455	8074.909999999999	30.712416608977687	FALSE	FALSE	FALSE	MHS570	MHS440
51	1045	Acidipropionibacterium_acidipropionici	non_contaminant	0.0012631719734337598	FALSE	4037455	8074.909999999999	258.82641416436843	FALSE	FALSE	FALSE	MHS570	MHS440
26	874	Acidipropionibacterium_jensenii	non_contaminant	6.439700256721128e-4	FALSE	4037455	8074.909999999999	216.47300093747177	FALSE	FALSE	FALSE	MHS570	MHS440
15	513	Acidipropionibacterium_virtanenii	non_contaminant	3.715211686569881e-4	FALSE	4037455	8074.909999999999	127.06023968068995	FALSE	FALSE	FALSE	MHS570	MHS440
49	1166	Brevilactibacter_sp._MC1595	non_contaminant	0.001213635817612828	FALSE	4037455	8074.909999999999	288.7957884360321	FALSE	FALSE	FALSE	MHS570	MHS440
28	234	Brevilactibacter_coleopterorum	non_contaminant	6.935061814930445e-4	FALSE	4037455	8074.909999999999	57.95730231049016	FALSE	FALSE	FALSE	MHS570	MHS440
25	427	Propionibacterium_acidifaciens	non_contaminant	6.192019477616468e-4	FALSE	4037455	8074.909999999999	105.7596926776893	FALSE	FALSE	FALSE	MHS570	MHS440
14	251	Propionibacterium_australiense	non_contaminant	3.4675309074652227e-4	FALSE	4037455	8074.909999999999	62.167875555269354	FALSE	FALSE	FALSE	MHS570	MHS440
13	337	Propionibacterium_freudenreichii	non_contaminant	3.219850128360564e-4	FALSE	4037455	8074.909999999999	83.46842255827	FALSE	FALSE	FALSE	MHS570	MHS440
