virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAIU|Virus	2	7.017543859649123	S	HNH endonuclease	MHS384	virus_OG
4QAK6|Virus	2968	2246.578804377451	S	N-acetylmuramoyl-L-alanine amidase activity	MHS384	virus_OG
4QAR7|Virus	1	3.623188405797101	S	Phage portal protein, SPP1 Gp6-like	MHS384	virus_OG
4QBGM|Virus	4	7.207207207207206	S	deoxyribonucleoside 5'-monophosphate N-glycosidase activity	MHS384	virus_OG
4QBNM|Virus	6	7.782101167315175	S	serine-type endopeptidase activity	MHS384	virus_OG
4QC2G|Virus	34	58.72193436960277	S	Ribonucleotide reductase, small chain	MHS384	virus_OG
4QDBK|Virus	3	7.092198581560284	S	NA	MHS384	virus_OG
4QDKP|Virus	39	72.9403828316047	S	transaminase activity	MHS384	virus_OG
4QDV8|Virus	4	8.333333333333334	S	NA	MHS384	virus_OG
4QE5Y|Virus	410	93.09718437783833	K	Viral RNA-directed RNA-polymerase	MHS384	virus_OG
4QFIF|Virus	16	56.73758865248227	S	NA	MHS384	virus_OG
4QG0Y|Virus	29	46.25199362041467	S	NA	MHS384	virus_OG
4QGYH|Virus	1	3.7878787878787876	S	NA	MHS384	virus_OG
