other_OG	read_count_sum	RPK_sum	other_eggnog_cat	other_eggnog_desc	LIBID	feature_class
1MEH9|Others	28	119.65811965811965	S	NAD-specific glutamate dehydrogenase. Source PGD	MHS335	other_OG
1MI1U|Others	95	372.54901960784315	S	function. Source PGD	MHS335	other_OG
1MJPT|Others	13	61.032863849765256	-	-	MHS335	other_OG
23VIE|Others	1	6.0606060606060606	L	COG1943 Transposase and inactivated derivatives	MHS335	other_OG
28PDM|Others	58	159.77961432506888	S	-	MHS335	other_OG
2D2DQ|Others	1	3.436426116838488	-	-	MHS335	other_OG
2D971|Others	4	16.885964912280702	-	-	MHS335	other_OG
2EA4H|Others	77	264.6048109965636	-	-	MHS335	other_OG
2EV12|Others	13	48.226078809469335	S	Pfam:GVQW	MHS335	other_OG
2EWTI|Others	24	84.0799542479013	-	-	MHS335	other_OG
2F9WG|Others	22	104.6112334191135	S	Pfam:GVQW	MHS335	other_OG
2FC0B|Others	35	134.4703934536658	-	-	MHS335	other_OG
2FDWY|Others	49	177.53623188405797	-	-	MHS335	other_OG
2QWJF|Others	132	261.6689315718442	C	photosynthetic electron transport in photosystem II	MHS335	other_OG
2S4G3|Others	3	11.494252873563218	-	-	MHS335	other_OG
2S6ZE|Others	9	41.0958904109589	-	-	MHS335	other_OG
2S72P|Others	115	197.59450171821308	-	-	MHS335	other_OG
2S75Z|Others	18	72.45719745719745	-	-	MHS335	other_OG
2S7N1|Others	1	3.7878787878787876	S	Initiator Replication protein	MHS335	other_OG
2SCCX|Others	410	664.2570281124498	-	-	MHS335	other_OG
2SF6P|Others	27	116.88311688311688	-	-	MHS335	other_OG
2SH2Z|Others	29	127.19298245614034	-	-	MHS335	other_OG
2SVMK|Others	36	52.173913043478265	-	-	MHS335	other_OG
2SWXZ|Others	136	264.3083306037777	-	-	MHS335	other_OG
2SZSZ|Others	23	95.63492063492063	-	-	MHS335	other_OG
2T20Q|Others	80	92.2722029988466	-	-	MHS335	other_OG
2XAM8|Others	1	4.975124378109452	U	Rab subfamily of small GTPases	MHS335	other_OG
2XBR4|Others	51	114.86486486486487	J	Elongation factor G, domain IV	MHS335	other_OG
2XCM4|Others	33	104.82374768089053	J	S25 ribosomal protein	MHS335	other_OG
2XE16|Others	7	17.15686274509804	H	Biotin/lipoate A/B protein ligase family	MHS335	other_OG
2XE2T|Others	65	139.85682703442467	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits	MHS335	other_OG
2XE5P|Others	72	212.38938053097343	P	One of the components of the core complex of photosystem II (PSII). It binds chlorophyll and helps catalyze the primary light-induced photochemical processes of PSII. PSII is a light- driven water plastoquinone oxidoreductase, using light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation	MHS335	other_OG
2XETT|Others	5	17.36111111111111	C	Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions	MHS335	other_OG
2XF0J|Others	1837	2728.0742883517732	C	Photosynthetic reaction centre protein	MHS335	other_OG
34JFK|Others	17	70.83333333333334	KT	C-terminal domain on Strawberry notch homologue	MHS335	other_OG
