virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAIK|Virus	26	65.77611124130928	S	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity	MHS434	virus_OG
4QAK6|Virus	8	18.912529550827422	S	N-acetylmuramoyl-L-alanine amidase activity	MHS434	virus_OG
4QAR1|Virus	74	55.30642750373692	S	ATPase activity	MHS434	virus_OG
4QARF|Virus	16	12.432012432012433	S	Pfam:Terminase_3C	MHS434	virus_OG
4QAVQ|Virus	1	3.367003367003367	S	Phage major tail protein 2	MHS434	virus_OG
4QAWD|Virus	208	192.05909510618653	S	DNA polymerase type B, organellar and viral	MHS434	virus_OG
4QAXV|Virus	14	31.963470319634702	S	YopX protein	MHS434	virus_OG
4QBDC|Virus	1	3.4013605442176873	S	Pfam:Phage_holin_4_1	MHS434	virus_OG
4QBGM|Virus	43	86.34538152610442	S	deoxyribonucleoside 5'-monophosphate N-glycosidase activity	MHS434	virus_OG
4QBHW|Virus	20	32.2061191626409	S	NA	MHS434	virus_OG
4QEGS|Virus	56	71.67648862570451	S	nicotinate-nucleotide diphosphorylase (carboxylating) activity	MHS434	virus_OG
4QEIG|Virus	15	15.673981191222571	S	NA	MHS434	virus_OG
4QF38|Virus	42	33.333333333333336	S	RNA ligase (ATP) activity	MHS434	virus_OG
4QG7H|Virus	10	14.005602240896359	S	Pfam:PemK_toxin	MHS434	virus_OG
4QH06|Virus	17	18.45819761129207	S	nucleoside metabolic process	MHS434	virus_OG
