virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAK6|Virus	1316	1059.813804837039	S	N-acetylmuramoyl-L-alanine amidase activity	MHS386	virus_OG
4QAR6|Virus	13	35.61435955802153	L	dUTP diphosphatase activity	MHS386	virus_OG
4QAR7|Virus	265	199.84917043740572	S	Phage portal protein, SPP1 Gp6-like	MHS386	virus_OG
4QBF8|Virus	58	61.18143459915612	S	Phage tail protein	MHS386	virus_OG
4QBHS|Virus	7	7.478632478632478	S	DNA metabolic process	MHS386	virus_OG
4QBHW|Virus	77	124.59546925566343	S	NA	MHS386	virus_OG
4QBMM|Virus	74	89.32477999835513	S	NA	MHS386	virus_OG
4QBNM|Virus	12	20.202020202020204	S	serine-type endopeptidase activity	MHS386	virus_OG
4QBV3|Virus	112	74.07407407407408	S	Phage Terminase	MHS386	virus_OG
4QC2G|Virus	13	22.452504317789295	S	Ribonucleotide reductase, small chain	MHS386	virus_OG
4QCCB|Virus	14	37.03703703703704	S	Pfam:Peptidase_M78	MHS386	virus_OG
4QCZ6|Virus	2	4.1928721174004195	S	NA	MHS386	virus_OG
4QDBK|Virus	31	89.00913536257156	S	NA	MHS386	virus_OG
4QDF9|Virus	4	10.498687664041995	S	Protein of unknown function (DUF1071)	MHS386	virus_OG
4QDKP|Virus	153	281.9377687832026	S	transaminase activity	MHS386	virus_OG
4QDV8|Virus	135	283.93399759734297	S	NA	MHS386	virus_OG
4QE7B|Virus	27	18.037749890065285	S	metallocarboxypeptidase activity	MHS386	virus_OG
4QEQ6|Virus	6	21.276595744680854	S	NA	MHS386	virus_OG
4QEY2|Virus	6	12.422360248447205	S	Viral coat protein	MHS386	virus_OG
4QG3J|Virus	55	41.478129713423826	S	Domain of unknown function (DUF4041)	MHS386	virus_OG
4QGQS|Virus	1	4.065040650406504	S	NA	MHS386	virus_OG
