virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAK6|Virus	1852	1409.512776668209	S	N-acetylmuramoyl-L-alanine amidase activity	MHS331	virus_OG
4QAQV|Virus	32	52.95774647887324	S	protein disulfide oxidoreductase activity	MHS331	virus_OG
4QARF|Virus	7	5.413766434648106	S	Pfam:Terminase_3C	MHS331	virus_OG
4QAZF|Virus	10	30.82953082953083	S	Protein of unknwon function (DUF3310)	MHS331	virus_OG
4QBGM|Virus	7	12.612612612612612	S	deoxyribonucleoside 5'-monophosphate N-glycosidase activity	MHS331	virus_OG
4QBNM|Virus	14	23.56902356902357	S	serine-type endopeptidase activity	MHS331	virus_OG
4QCCB|Virus	8	16.985138004246284	S	Pfam:Peptidase_M78	MHS331	virus_OG
4QE5Y|Virus	2477	562.4432334241599	K	Viral RNA-directed RNA-polymerase	MHS331	virus_OG
4QE7B|Virus	19	10.0688924218336	S	metallocarboxypeptidase activity	MHS331	virus_OG
4QEAA|Virus	2	7.4074074074074066	S	NA	MHS331	virus_OG
4QEM5|Virus	2	4.975124378109452	S	NA	MHS331	virus_OG
4QFB2|Virus	2	10.92896174863388	S	NA	MHS331	virus_OG
4QFIF|Virus	5	24.154589371980677	S	NA	MHS331	virus_OG
4QG3J|Virus	58	43.74057315233786	S	Domain of unknown function (DUF4041)	MHS331	virus_OG
