virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAK6|Virus	1834	1438.5215195185565	S	N-acetylmuramoyl-L-alanine amidase activity	MHS432	virus_OG
4QAR6|Virus	42	137.22334004024145	L	dUTP diphosphatase activity	MHS432	virus_OG
4QAU9|Virus	29	62.36559139784946	S	Single-strand binding protein family	MHS432	virus_OG
4QAWG|Virus	10	38.498822877717764	S	DnaB-like helicase C terminal domain	MHS432	virus_OG
4QAX8|Virus	62	106.3257894412869	S	calcium ion binding	MHS432	virus_OG
4QAZF|Virus	3	11.76470588235294	S	Protein of unknwon function (DUF3310)	MHS432	virus_OG
4QBFR|Virus	121	266.5025732826136	S	ERF superfamily	MHS432	virus_OG
4QBGM|Virus	122	278.6439741628421	S	deoxyribonucleoside 5'-monophosphate N-glycosidase activity	MHS432	virus_OG
4QBQZ|Virus	44	105.51558752997602	S	NA	MHS432	virus_OG
4QCCB|Virus	19	41.125541125541126	S	Pfam:Peptidase_M78	MHS432	virus_OG
4QE7B|Virus	86	46.162104133118625	S	metallocarboxypeptidase activity	MHS432	virus_OG
4QEU6|Virus	8	28.368794326241137	S	NA	MHS432	virus_OG
4QFGF|Virus	16	88.88888888888889	S	Protein of unknown function (DUF1024)	MHS432	virus_OG
4QG2D|Virus	14	45.751633986928105	S	NA	MHS432	virus_OG
4QG3J|Virus	38	28.657616892911008	S	Domain of unknown function (DUF4041)	MHS432	virus_OG
