virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAIU|Virus	151	244.78515812746323	S	HNH endonuclease	MHS372	virus_OG
4QAK6|Virus	116	109.26662443963252	S	N-acetylmuramoyl-L-alanine amidase activity	MHS372	virus_OG
4QAKM|Virus	6	15.384615384615383	S	DNA polymerase family A	MHS372	virus_OG
4QAQV|Virus	99	166.44757433489826	S	protein disulfide oxidoreductase activity	MHS372	virus_OG
4QAVQ|Virus	4	7.246376811594202	S	Phage major tail protein 2	MHS372	virus_OG
4QAX8|Virus	12	17.094017094017094	S	calcium ion binding	MHS372	virus_OG
4QAXV|Virus	25	62.65664160401002	S	YopX protein	MHS372	virus_OG
4QAZF|Virus	4	9.070294784580499	S	Protein of unknwon function (DUF3310)	MHS372	virus_OG
4QBCW|Virus	3	9.09090909090909	S	Phage gp6-like head-tail connector protein	MHS372	virus_OG
4QBDC|Virus	1	3.4013605442176873	S	Pfam:Phage_holin_4_1	MHS372	virus_OG
4QBHW|Virus	6	9.66183574879227	S	NA	MHS372	virus_OG
4QBI8|Virus	2	5.167958656330749	S	Helix-turn-helix of insertion element transposase	MHS372	virus_OG
4QBIH|Virus	263	284.13253413253415	S	recombinase activity	MHS372	virus_OG
4QBNW|Virus	2	5.649717514124294	S	NA	MHS372	virus_OG
4QC76|Virus	63	116.87420335326993	S	guanosine tetraphosphate metabolic process	MHS372	virus_OG
4QCCB|Virus	79	170.995670995671	S	Pfam:Peptidase_M78	MHS372	virus_OG
4QD4X|Virus	4	9.523809523809524	S	NA	MHS372	virus_OG
4QDU7|Virus	30	86.14591009579956	S	Staphylococcal nuclease homologue	MHS372	virus_OG
4QDY5|Virus	5	20.5761316872428	S	NA	MHS372	virus_OG
4QE7J|Virus	4	6.349206349206349	S	NA	MHS372	virus_OG
4QFIF|Virus	106	375.9627850224968	S	NA	MHS372	virus_OG
4QH13|Virus	16	13.816925734024181	S	nuclease activity	MHS372	virus_OG
