virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAK6|Virus	2208	2014.2975633596157	S	N-acetylmuramoyl-L-alanine amidase activity	MHS594	virus_OG
4QAQV|Virus	2	7.168458781362006	S	protein disulfide oxidoreductase activity	MHS594	virus_OG
4QAR6|Virus	6	14.184397163120568	L	dUTP diphosphatase activity	MHS594	virus_OG
4QAR7|Virus	105	79.18552036199095	S	Phage portal protein, SPP1 Gp6-like	MHS594	virus_OG
4QAZF|Virus	19	42.792792792792795	S	Protein of unknwon function (DUF3310)	MHS594	virus_OG
4QB3I|Virus	14	31.963470319634702	S	NA	MHS594	virus_OG
4QB47|Virus	54	138.53490599814128	A	mRNA methyltransferase activity	MHS594	virus_OG
4QB93|Virus	7	22.875816993464053	S	Rho termination factor, N-terminal domain	MHS594	virus_OG
4QBSG|Virus	92	152.0820449391878	L	Viral movement protein (MP)	MHS594	virus_OG
4QBXB|Virus	67	112.2278056951424	S	Phage minor structural protein GP20	MHS594	virus_OG
4QCCS|Virus	1	4.11522633744856	S	Bacteriophage holin	MHS594	virus_OG
4QDBK|Virus	37	107.24637681159422	S	NA	MHS594	virus_OG
4QDKP|Virus	13	21.558872305140962	S	transaminase activity	MHS594	virus_OG
4QDV8|Virus	39	81.76100628930818	S	NA	MHS594	virus_OG
4QE5Y|Virus	3520	799.2733878292462	K	Viral RNA-directed RNA-polymerase	MHS594	virus_OG
4QEQ6|Virus	28	100.35842293906809	S	NA	MHS594	virus_OG
4QG0Y|Virus	51	81.33971291866028	S	NA	MHS594	virus_OG
4QH25|Virus	33	26.066350710900473	S	Phage terminase large subunit	MHS594	virus_OG
