virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAIK|Virus	24	31.620553359683793	S	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity	MHS392	virus_OG
4QAJ1|Virus	22	35.77235772357724	S	Domain of unknown function (DUF4355)	MHS392	virus_OG
4QAK6|Virus	1115	665.9917216136693	S	N-acetylmuramoyl-L-alanine amidase activity	MHS392	virus_OG
4QAKE|Virus	30	58.12676675912716	S	endonuclease activity	MHS392	virus_OG
4QAQV|Virus	29	82.00316409993829	S	protein disulfide oxidoreductase activity	MHS392	virus_OG
4QAR1|Virus	48	42.55319148936171	S	ATPase activity	MHS392	virus_OG
4QAR6|Virus	17	33.333333333333336	L	dUTP diphosphatase activity	MHS392	virus_OG
4QAR7|Virus	1	6.0606060606060606	S	Phage portal protein, SPP1 Gp6-like	MHS392	virus_OG
4QAU9|Virus	3	6.578947368421052	S	Single-strand binding protein family	MHS392	virus_OG
4QAVQ|Virus	5	9.157509157509157	S	Phage major tail protein 2	MHS392	virus_OG
4QAX8|Virus	111	150.40166473093302	S	calcium ion binding	MHS392	virus_OG
4QAYV|Virus	350	283.860502838605	S	Phage portal protein	MHS392	virus_OG
4QAZF|Virus	17	42.68946707118997	S	Protein of unknwon function (DUF3310)	MHS392	virus_OG
4QB0W|Virus	26	59.561775112253486	S	Protein of unknown function (DUF1064)	MHS392	virus_OG
4QB47|Virus	8	17.429193899782135	A	mRNA methyltransferase activity	MHS392	virus_OG
4QBGM|Virus	35	70.70707070707071	S	deoxyribonucleoside 5'-monophosphate N-glycosidase activity	MHS392	virus_OG
4QBHS|Virus	14	15.4015401540154	S	DNA metabolic process	MHS392	virus_OG
4QBHW|Virus	34	64.92039703742317	S	NA	MHS392	virus_OG
4QBIH|Virus	6	10.471204188481677	S	recombinase activity	MHS392	virus_OG
4QBSG|Virus	29	49.31972789115647	L	Viral movement protein (MP)	MHS392	virus_OG
4QBSI|Virus	57	15.019762845849803	S	NA	MHS392	virus_OG
4QBT2|Virus	60	70.92198581560284	S	NA	MHS392	virus_OG
4QC76|Virus	502	889.7114096153218	S	guanosine tetraphosphate metabolic process	MHS392	virus_OG
4QD4X|Virus	8	19.32367149758454	S	NA	MHS392	virus_OG
4QD9G|Virus	6	18.69158878504673	S	NA	MHS392	virus_OG
4QDCQ|Virus	13	26.91511387163561	S	Domain of unknown function (DUF1768)	MHS392	virus_OG
4QDU7|Virus	53	149.71751412429379	S	Staphylococcal nuclease homologue	MHS392	virus_OG
4QF0K|Virus	9	24.193548387096776	S	NA	MHS392	virus_OG
4QFIF|Virus	2	8.130081300813009	S	NA	MHS392	virus_OG
4QFXF|Virus	46	125.68306010928961	L	Helix-turn-helix domain	MHS392	virus_OG
4QGYH|Virus	6	23.25581395348837	S	NA	MHS392	virus_OG
4QH06|Virus	8	8.686210640608035	S	nucleoside metabolic process	MHS392	virus_OG
