virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAK6|Virus	20	24.067388688327316	S	N-acetylmuramoyl-L-alanine amidase activity	MHS332	virus_OG
4QAKE|Virus	48	57.971014492753625	S	endonuclease activity	MHS332	virus_OG
4QAR7|Virus	23	71.89542483660131	S	Phage portal protein, SPP1 Gp6-like	MHS332	virus_OG
4QAU9|Virus	24	50.314465408805034	S	Single-strand binding protein family	MHS332	virus_OG
4QAX8|Virus	54	60.81081081081081	S	calcium ion binding	MHS332	virus_OG
4QAZF|Virus	36	105.78753376093931	S	Protein of unknwon function (DUF3310)	MHS332	virus_OG
4QBHS|Virus	274	292.7350427350427	S	DNA metabolic process	MHS332	virus_OG
4QBIH|Virus	135	109.53225194711263	S	recombinase activity	MHS332	virus_OG
4QBX7|Virus	44	162.96296296296296	S	Pfam:Holin_SPP1	MHS332	virus_OG
4QD4X|Virus	142	341.4033059266872	S	NA	MHS332	virus_OG
4QDU7|Virus	10	28.985507246376812	S	Staphylococcal nuclease homologue	MHS332	virus_OG
4QE5Y|Virus	791	179.6094459582198	K	Viral RNA-directed RNA-polymerase	MHS332	virus_OG
4QE7B|Virus	179	136.44906276804397	S	metallocarboxypeptidase activity	MHS332	virus_OG
4QG21|Virus	86	109.83397190293742	S	Phage terminase large subunit	MHS332	virus_OG
4QG2D|Virus	256	165.77277894937816	S	NA	MHS332	virus_OG
4QG3J|Virus	1792	1351.4328808446453	S	Domain of unknown function (DUF4041)	MHS332	virus_OG
