virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAIK|Virus	43	46.08788853161843	S	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity	MHS402	virus_OG
4QAIU|Virus	26	55.55555555555555	S	HNH endonuclease	MHS402	virus_OG
4QAK6|Virus	930	645.2834690283933	S	N-acetylmuramoyl-L-alanine amidase activity	MHS402	virus_OG
4QAKE|Virus	11	31.60919540229885	S	endonuclease activity	MHS402	virus_OG
4QAPV|Virus	9	12.711864406779661	S	DNA binding	MHS402	virus_OG
4QAQV|Virus	239	407.0397742352277	S	protein disulfide oxidoreductase activity	MHS402	virus_OG
4QAR1|Virus	10	8.865248226950355	S	ATPase activity	MHS402	virus_OG
4QAR6|Virus	16	40.15986449529886	L	dUTP diphosphatase activity	MHS402	virus_OG
4QARF|Virus	449	469.57801634403035	S	Pfam:Terminase_3C	MHS402	virus_OG
4QAU9|Virus	2	4.246284501061571	S	Single-strand binding protein family	MHS402	virus_OG
4QAUS|Virus	1	4.566210045662101	S	flavin adenine dinucleotide binding	MHS402	virus_OG
4QAVQ|Virus	38	73.52492829637977	S	Phage major tail protein 2	MHS402	virus_OG
4QAWG|Virus	91	110.35712749259761	S	DnaB-like helicase C terminal domain	MHS402	virus_OG
4QAX8|Virus	30	41.09956383019477	S	calcium ion binding	MHS402	virus_OG
4QAYN|Virus	39	65.98984771573603	S	Pfam:Phage_TTP_1	MHS402	virus_OG
4QAZF|Virus	102	237.23495062629186	S	Protein of unknwon function (DUF3310)	MHS402	virus_OG
4QB0W|Virus	8	21.47139237966238	S	Protein of unknown function (DUF1064)	MHS402	virus_OG
4QB3I|Virus	9	20.54794520547945	S	NA	MHS402	virus_OG
4QB93|Virus	17	55.55555555555556	S	Rho termination factor, N-terminal domain	MHS402	virus_OG
4QBBN|Virus	11	22.63374485596708	S	Siphovirus Gp157	MHS402	virus_OG
4QBCW|Virus	10	30.3030303030303	S	Phage gp6-like head-tail connector protein	MHS402	virus_OG
4QBFR|Virus	225	348.5811819927459	S	ERF superfamily	MHS402	virus_OG
4QBGM|Virus	28	62.536121026687056	S	deoxyribonucleoside 5'-monophosphate N-glycosidase activity	MHS402	virus_OG
4QBI8|Virus	157	403.1535094658018	S	Helix-turn-helix of insertion element transposase	MHS402	virus_OG
4QBIH|Virus	55	48.114780733045116	S	recombinase activity	MHS402	virus_OG
4QBNM|Virus	30	38.91050583657587	S	serine-type endopeptidase activity	MHS402	virus_OG
4QBSI|Virus	693	386.3775256301534	S	NA	MHS402	virus_OG
4QBV3|Virus	102	58.21917808219178	S	Phage Terminase	MHS402	virus_OG
4QBX7|Virus	6	22.263836870578444	S	Pfam:Holin_SPP1	MHS402	virus_OG
4QBXB|Virus	21	38.34747508031963	S	Phage minor structural protein GP20	MHS402	virus_OG
4QC76|Virus	24	44.90636336895774	S	guanosine tetraphosphate metabolic process	MHS402	virus_OG
4QCCB|Virus	37	79.72956923874871	S	Pfam:Peptidase_M78	MHS402	virus_OG
4QCW9|Virus	110	32.079323417906096	S	NA	MHS402	virus_OG
4QD4X|Virus	29	69.04761904761905	S	NA	MHS402	virus_OG
4QD62|Virus	73	325.95982710399187	S	NA	MHS402	virus_OG
4QDF9|Virus	12	25.649833963128366	S	Protein of unknown function (DUF1071)	MHS402	virus_OG
4QDU7|Virus	15	41.54719630634406	S	Staphylococcal nuclease homologue	MHS402	virus_OG
4QE7B|Virus	597	401.29266104508895	S	metallocarboxypeptidase activity	MHS402	virus_OG
4QE7J|Virus	5	7.936507936507937	S	NA	MHS402	virus_OG
4QEQ6|Virus	6	21.50537634408602	S	NA	MHS402	virus_OG
4QFB2|Virus	28	148.7884013061442	S	NA	MHS402	virus_OG
4QFF8|Virus	20	57.16299159310478	S	NA	MHS402	virus_OG
4QFIF|Virus	56	227.2474481155868	S	NA	MHS402	virus_OG
4QFVV|Virus	12	17.546536466280134	S	Pfam:HNHc_6	MHS402	virus_OG
4QFWR|Virus	9	32.84864776800261	S	NA	MHS402	virus_OG
4QFXF|Virus	25	68.30601092896175	L	Helix-turn-helix domain	MHS402	virus_OG
4QG3J|Virus	99	74.66063348416289	S	Domain of unknown function (DUF4041)	MHS402	virus_OG
4QGWR|Virus	44	84.60424762962236	S	Phage terminase large subunit	MHS402	virus_OG
4QGYH|Virus	19	73.33880978459291	S	NA	MHS402	virus_OG
