virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAK6|Virus	4682	3596.1885461249462	S	N-acetylmuramoyl-L-alanine amidase activity	MHS379	virus_OG
4QAPV|Virus	18	23.25581395348837	S	DNA binding	MHS379	virus_OG
4QAQE|Virus	1	4.504504504504505	S	Phage integrase family	MHS379	virus_OG
4QAR7|Virus	10	6.68002672010688	S	Phage portal protein, SPP1 Gp6-like	MHS379	virus_OG
4QC2G|Virus	14	24.179620034542317	S	Ribonucleotide reductase, small chain	MHS379	virus_OG
4QCCB|Virus	2	4.246284501061571	S	Pfam:Peptidase_M78	MHS379	virus_OG
4QDBK|Virus	1	3.9215686274509802	S	NA	MHS379	virus_OG
4QDG6|Virus	6	9.00900900900901	S	Reverse transcriptase (RNA-dependent DNA polymerase)	MHS379	virus_OG
4QDKP|Virus	22	42.499367568934986	S	transaminase activity	MHS379	virus_OG
4QDV8|Virus	34	71.27882599580713	S	NA	MHS379	virus_OG
4QE1H|Virus	3	12.048192771084338	S	NA	MHS379	virus_OG
4QE5Y|Virus	5159	1171.435059037239	K	Viral RNA-directed RNA-polymerase	MHS379	virus_OG
4QE7B|Virus	2	3.418803418803419	S	metallocarboxypeptidase activity	MHS379	virus_OG
4QFB2|Virus	2	10.92896174863388	S	NA	MHS379	virus_OG
4QFIF|Virus	38	136.20071684587813	S	NA	MHS379	virus_OG
4QFMI|Virus	12	12.658227848101266	S	PD-(D/E)XK nuclease superfamily	MHS379	virus_OG
4QG3J|Virus	77	58.06938159879336	S	Domain of unknown function (DUF4041)	MHS379	virus_OG
4QGVM|Virus	9	25.423728813559322	S	NA	MHS379	virus_OG
4QGYH|Virus	9	34.090909090909086	S	NA	MHS379	virus_OG
