virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAIT|Virus	1	4.166666666666667	S	NA	MHS430	virus_OG
4QAK6|Virus	257	203.5671571305846	S	N-acetylmuramoyl-L-alanine amidase activity	MHS430	virus_OG
4QAPV|Virus	21	40	S	DNA binding	MHS430	virus_OG
4QAQE|Virus	6	27.027027027027028	S	Phage integrase family	MHS430	virus_OG
4QAQV|Virus	156	244.13145539906102	S	protein disulfide oxidoreductase activity	MHS430	virus_OG
4QAR6|Virus	7	16.431924882629108	L	dUTP diphosphatase activity	MHS430	virus_OG
4QAWG|Virus	5	19.157088122605362	S	DnaB-like helicase C terminal domain	MHS430	virus_OG
4QAYV|Virus	71	57.5831305758313	S	Phage portal protein	MHS430	virus_OG
4QB0W|Virus	13	31.630170316301705	S	Protein of unknown function (DUF1064)	MHS430	virus_OG
4QB3I|Virus	1	3.5087719298245617	S	NA	MHS430	virus_OG
4QB47|Virus	435	325.01507350494364	A	mRNA methyltransferase activity	MHS430	virus_OG
4QB6U|Virus	24	55.17241379310345	S	Terminase small subunit	MHS430	virus_OG
4QB93|Virus	8	27.491408934707906	S	Rho termination factor, N-terminal domain	MHS430	virus_OG
4QBBN|Virus	64	131.6872427983539	S	Siphovirus Gp157	MHS430	virus_OG
4QCZ6|Virus	5	24.87562189054726	S	NA	MHS430	virus_OG
4QD62|Virus	29	127.19298245614034	S	NA	MHS430	virus_OG
4QDKP|Virus	79	151.71318548500435	S	transaminase activity	MHS430	virus_OG
4QE7B|Virus	55	29.522275899087493	S	metallocarboxypeptidase activity	MHS430	virus_OG
4QEY2|Virus	34	70.39337474120083	S	Viral coat protein	MHS430	virus_OG
