virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAK6|Virus	311	234.34386304014816	S	N-acetylmuramoyl-L-alanine amidase activity	MHS382	virus_OG
4QAKA|Virus	19	46.568627450980394	S	sigma factor activity	MHS382	virus_OG
4QAPV|Virus	16	22.22222222222222	S	DNA binding	MHS382	virus_OG
4QAQV|Virus	12	55.55555555555556	S	protein disulfide oxidoreductase activity	MHS382	virus_OG
4QAX8|Virus	44	48.24561403508772	S	calcium ion binding	MHS382	virus_OG
4QB47|Virus	318	105.52638764106366	A	mRNA methyltransferase activity	MHS382	virus_OG
4QBHS|Virus	35	37.39316239316239	S	DNA metabolic process	MHS382	virus_OG
4QBHW|Virus	23	37.2168284789644	S	NA	MHS382	virus_OG
4QBSG|Virus	56	72.63294422827497	L	Viral movement protein (MP)	MHS382	virus_OG
4QC5Z|Virus	18	17.191977077363898	S	Phage Mu protein F like protein	MHS382	virus_OG
4QE0Y|Virus	13	20.933977455716587	S	Pfam:Gamma_PGA_hydro	MHS382	virus_OG
4QG2D|Virus	46	31.336032388663966	S	NA	MHS382	virus_OG
