virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAIK|Virus	4	9.324009324009324	S	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity	MHS390	virus_OG
4QAK6|Virus	4622	4005.110672211155	S	N-acetylmuramoyl-L-alanine amidase activity	MHS390	virus_OG
4QAKE|Virus	2	6.600660066006601	S	endonuclease activity	MHS390	virus_OG
4QAR7|Virus	15	23.36448598130841	S	Phage portal protein, SPP1 Gp6-like	MHS390	virus_OG
4QASV|Virus	10	19.49317738791423	S	recA bacterial DNA recombination protein	MHS390	virus_OG
4QAUS|Virus	26	27.600849256900215	S	flavin adenine dinucleotide binding	MHS390	virus_OG
4QAXQ|Virus	5	9.416195856873822	S	Ribonucleotide reductase, barrel domain	MHS390	virus_OG
4QBHW|Virus	14	22.653721682847898	S	NA	MHS390	virus_OG
4QBMM|Virus	61	58.584188944340255	S	NA	MHS390	virus_OG
4QCCB|Virus	14	29.723991507431	S	Pfam:Peptidase_M78	MHS390	virus_OG
4QCWQ|Virus	32	43.879472693032014	S	NA	MHS390	virus_OG
4QDBK|Virus	20	54.6298764773838	S	NA	MHS390	virus_OG
4QDV8|Virus	175	450.7620981407134	S	NA	MHS390	virus_OG
4QE1H|Virus	10	28.011204481792717	S	NA	MHS390	virus_OG
4QE5Y|Virus	347	78.79200726612171	K	Viral RNA-directed RNA-polymerase	MHS390	virus_OG
4QEIG|Virus	6	8.264462809917356	S	NA	MHS390	virus_OG
4QF38|Virus	1	4.62962962962963	S	RNA ligase (ATP) activity	MHS390	virus_OG
4QFMI|Virus	2	8.333333333333334	S	PD-(D/E)XK nuclease superfamily	MHS390	virus_OG
4QG3J|Virus	19	14.328808446455504	S	Domain of unknown function (DUF4041)	MHS390	virus_OG
