virus_OG	read_count_sum	RPK_sum	virus_eggnog_cat	virus_eggnog_desc	LIBID	feature_class
4QAK6|Virus	9196	6953.055317055933	S	N-acetylmuramoyl-L-alanine amidase activity	MHS586	virus_OG
4QAR6|Virus	2	7.246376811594202	L	dUTP diphosphatase activity	MHS586	virus_OG
4QAR7|Virus	62	46.757164404223225	S	Phage portal protein, SPP1 Gp6-like	MHS586	virus_OG
4QBV3|Virus	74	65.33646322378718	S	Phage Terminase	MHS586	virus_OG
4QD6Y|Virus	6	13.986013986013987	S	DNA N-6-adenine-methyltransferase (Dam)	MHS586	virus_OG
4QDBK|Virus	1	3.7037037037037033	S	NA	MHS586	virus_OG
4QDKP|Virus	7	12.283216684936896	S	transaminase activity	MHS586	virus_OG
4QDV8|Virus	70	153.33347148911403	S	NA	MHS586	virus_OG
4QE1H|Virus	1	4.016064257028113	S	NA	MHS586	virus_OG
4QE5Y|Virus	1083	245.91280653950955	K	Viral RNA-directed RNA-polymerase	MHS586	virus_OG
4QG0Y|Virus	4	6.379585326953748	S	NA	MHS586	virus_OG
4QHG3|Virus	4	11.019283746556475	S	Pfam:DUF5406	MHS586	virus_OG
